SCRIPT,LOCATOR_METHOD,FILE_NAME,VARIABLE,DESCRIPTION,UNIT,VALUES,TYPE,COLOR
photovoltaic-thermal,PVT_totals,outputs/data/potentials/solar/pvt_total.csv,PVT_roofs_top_E_kWh,Electricity production from photovoltaic-thermal panels on roof tops,kWh,{0.0...n},float,yellow
photovoltaic-thermal,PVT_totals,outputs/data/potentials/solar/pvt_total.csv,PVT_roofs_top_Q_kWh,Heat production from photovoltaic-thermal panels on roof tops,kWh,{0.0...n},float,yellow_light
photovoltaic-thermal,PVT_totals,outputs/data/potentials/solar/pvt_total.csv,PVT_roofs_top_m2,Collector surface area on roof tops.,[kWh],{0.0...n},float,black
photovoltaic-thermal,PVT_totals,outputs/data/potentials/solar/pvt_total.csv,PVT_walls_east_E_kWh,Electricity production from photovoltaic-thermal panels on east facades,kWh,{0.0...n},float,purple
photovoltaic-thermal,PVT_totals,outputs/data/potentials/solar/pvt_total.csv,PVT_walls_east_Q_kWh,Heat production from photovoltaic-thermal panels on east facades,kWh,{0.0...n},float,purple_light
photovoltaic-thermal,PVT_totals,outputs/data/potentials/solar/pvt_total.csv,PVT_walls_east_m2,Collector surface area on east facades.,[kWh],{0.0...n},float,black
photovoltaic-thermal,PVT_totals,outputs/data/potentials/solar/pvt_total.csv,PVT_walls_north_E_kWh,Electricity production from photovoltaic-thermal panels on north facades,kWh,{0.0...n},float,orange
photovoltaic-thermal,PVT_totals,outputs/data/potentials/solar/pvt_total.csv,PVT_walls_north_Q_kWh,Heat production from photovoltaic-thermal panels on north facades,kWh,{0.0...n},float,orange_light
photovoltaic-thermal,PVT_totals,outputs/data/potentials/solar/pvt_total.csv,PVT_walls_north_m2,Collector surface area on north facades.,[kWh],{0.0...n},float,black
photovoltaic-thermal,PVT_totals,outputs/data/potentials/solar/pvt_total.csv,PVT_walls_south_E_kWh,Electricity production from photovoltaic-thermal panels on south facades,kWh,{0.0...n},float,red
photovoltaic-thermal,PVT_totals,outputs/data/potentials/solar/pvt_total.csv,PVT_walls_south_Q_kWh,Heat production from photovoltaic-thermal panels on south facades,kWh,{0.0...n},float,red_light
photovoltaic-thermal,PVT_totals,outputs/data/potentials/solar/pvt_total.csv,PVT_walls_south_m2,Collector surface area on south facades.,[kWh],{0.0...n},float,black
photovoltaic-thermal,PVT_totals,outputs/data/potentials/solar/pvt_total.csv,PVT_walls_west_E_kWh,Electricity production from photovoltaic-thermal panels on west facades,kWh,{0.0...n},float,brown
photovoltaic-thermal,PVT_totals,outputs/data/potentials/solar/pvt_total.csv,PVT_walls_west_Q_kWh,Heat production from photovoltaic-thermal panels on west facades,kWh,{0.0...n},float,brown_light
photovoltaic-thermal,PVT_totals,outputs/data/potentials/solar/pvt_total.csv,PVT_walls_west_m2,West facing wall collector surface area.,[m2],{0.0...n},float,black
photovoltaic-thermal,PVT_totals,outputs/data/potentials/solar/pvt_total.csv,Q_PVT_gen_kWh,Total heat generated by the collector.,[kWh],{0.0...n},float,black
photovoltaic-thermal,PVT_totals,outputs/data/potentials/solar/pvt_total.csv,Q_PVT_l_kWh,Collector heat loss.,[kWh],{0.0...n},float,black
photovoltaic-thermal,PVT_totals,outputs/data/potentials/solar/pvt_total.csv,T_PVT_re_C,Collector heating supply temperature.,[C],{0.0...n},float,black
photovoltaic-thermal,PVT_totals,outputs/data/potentials/solar/pvt_total.csv,T_PVT_sup_C,Collector heating supply temperature.,[C],{0.0...n},float,black
photovoltaic-thermal,PVT_totals,outputs/data/potentials/solar/pvt_total.csv,mcp_PVT_kWperC,Capacity flow rate (mass flow* specific heat capacity) of the hot water delivered by the collector.,[kW/Cap],{0.0...n},float,black
photovoltaic-thermal,PVT_totals,outputs/data/potentials/solar/pvt_total.csv,radiation_kWh,Total radiatiative potential.,[kWh],{0.0...n},float,black
radiation-daysim,get_radiation_building,outputs/data/solar-radiation/b001_insolation_whm2.json,srf0,TODO,TODO,TODO,TODO,black
radiation-daysim,get_radiation_metadata,outputs/data/solar-radiation/b001_geometry.csv,AREA_m2,Surface area.,[m2],{0.0...n},float,black
radiation-daysim,get_radiation_metadata,outputs/data/solar-radiation/b001_geometry.csv,BUILDING,Unique building ID. It must start with a letter.,[-],alphanumeric,string,black
radiation-daysim,get_radiation_metadata,outputs/data/solar-radiation/b001_geometry.csv,SURFACE,Unique surface ID for each building exterior surface.,[-],{srf0...srfn},string,black
radiation-daysim,get_radiation_metadata,outputs/data/solar-radiation/b001_geometry.csv,TYPE,Surface typology.,[-],{walls/windows/roofs},string,black
radiation-daysim,get_radiation_metadata,outputs/data/solar-radiation/b001_geometry.csv,Xcoor,Describes the position of the x vector.,[-],{0.0...n},float,black
radiation-daysim,get_radiation_metadata,outputs/data/solar-radiation/b001_geometry.csv,Xdir,Directional scalar of the x vector.,[-],{-1...1},float,black
radiation-daysim,get_radiation_metadata,outputs/data/solar-radiation/b001_geometry.csv,Ycoor,Describes the position of the y vector.,[-],{0.0...n},float,black
radiation-daysim,get_radiation_metadata,outputs/data/solar-radiation/b001_geometry.csv,Ydir,Directional scalar of the y vector.,[-],{-1...1},float,black
radiation-daysim,get_radiation_metadata,outputs/data/solar-radiation/b001_geometry.csv,Zcoor,Describes the position of the z vector.,[-],{0.0...n},float,black
radiation-daysim,get_radiation_metadata,outputs/data/solar-radiation/b001_geometry.csv,Zdir,Directional scalar of the z vector.,[-],{-1...1},float,black
radiation-daysim,get_radiation_metadata,outputs/data/solar-radiation/b001_geometry.csv,orientation,Orientation of the surface (north/east/south/west/top),[-],{north...},string,black
sewage-potential,get_sewage_heat_potential,outputs/data/potentials/swp.csv,Qsw_kW,TODO,TODO,TODO,TODO,black
sewage-potential,get_sewage_heat_potential,outputs/data/potentials/swp.csv,tin_HP_C,TODO,TODO,TODO,TODO,black
sewage-potential,get_sewage_heat_potential,outputs/data/potentials/swp.csv,tin_sw_C,TODO,TODO,TODO,TODO,black
sewage-potential,get_sewage_heat_potential,outputs/data/potentials/swp.csv,tout_HP_C,TODO,TODO,TODO,TODO,black
sewage-potential,get_sewage_heat_potential,outputs/data/potentials/swp.csv,tout_sw_C,TODO,TODO,TODO,TODO,black
sewage-potential,get_sewage_heat_potential,outputs/data/potentials/swp.csv,ts_C,TODO,TODO,TODO,TODO,black
solar-collector,SC_metadata_results,outputs/data/potentials/solar/b001_sc_et_sensors.csv,AREA_m2,Surface area.,[m2],{0.0...n},float,black
solar-collector,SC_metadata_results,outputs/data/potentials/solar/b001_sc_et_sensors.csv,BUILDING,Unique building ID. It must start with a letter.,[-],alphanumeric,string,black
solar-collector,SC_metadata_results,outputs/data/potentials/solar/b001_sc_et_sensors.csv,B_deg,Tilt angle of the installed solar panels,[deg],{0.0...n},float,black
solar-collector,SC_metadata_results,outputs/data/potentials/solar/b001_sc_et_sensors.csv,CATB,Category according to the tilt angle of the panel,[-],{0...n},int,black
solar-collector,SC_metadata_results,outputs/data/potentials/solar/b001_sc_et_sensors.csv,CATGB,Category according to the annual radiation on the panel surface,[-],{0...n},int,black
solar-collector,SC_metadata_results,outputs/data/potentials/solar/b001_sc_et_sensors.csv,CATteta_z,Category according to the surface azimuth of the panel,[-],{0...n},int,black
solar-collector,SC_metadata_results,outputs/data/potentials/solar/b001_sc_et_sensors.csv,SURFACE,Unique surface ID for each building exterior surface.,[-],{srf0...srfn},string,black
solar-collector,SC_metadata_results,outputs/data/potentials/solar/b001_sc_et_sensors.csv,TYPE,Surface typology.,[-],{walls/windows/roofs},string,black
solar-collector,SC_metadata_results,outputs/data/potentials/solar/b001_sc_et_sensors.csv,Xcoor,Describes the position of the x vector.,[-],{0.0...n},float,black
solar-collector,SC_metadata_results,outputs/data/potentials/solar/b001_sc_et_sensors.csv,Xdir,Directional scalar of the x vector.,[-],{-1...1},float,black
solar-collector,SC_metadata_results,outputs/data/potentials/solar/b001_sc_et_sensors.csv,Ycoor,Describes the position of the y vector.,[-],{0.0...n},float,black
solar-collector,SC_metadata_results,outputs/data/potentials/solar/b001_sc_et_sensors.csv,Ydir,Directional scalar of the y vector.,[-],{-1...1},float,black
solar-collector,SC_metadata_results,outputs/data/potentials/solar/b001_sc_et_sensors.csv,Zcoor,Describes the position of the z vector.,[-],{0.0...n},float,black
solar-collector,SC_metadata_results,outputs/data/potentials/solar/b001_sc_et_sensors.csv,Zdir,Directional scalar of the z vector.,[-],{-1...1},float,black
solar-collector,SC_metadata_results,outputs/data/potentials/solar/b001_sc_et_sensors.csv,area_installed_module_m2,The area of the building suface covered by one solar panel,[m2],{0.0...n},float,black
solar-collector,SC_metadata_results,outputs/data/potentials/solar/b001_sc_et_sensors.csv,array_spacing_m,Spacing between solar arrays.,[m],{0.0...n},float,black
solar-collector,SC_metadata_results,outputs/data/potentials/solar/b001_sc_et_sensors.csv,orientation,Orientation of the surface (north/east/south/west/top),[-],{north...},string,black
solar-collector,SC_metadata_results,outputs/data/potentials/solar/b001_sc_et_sensors.csv,surface,Unique surface ID for each building exterior surface.,[-],{srf0...srfn},string,black
solar-collector,SC_metadata_results,outputs/data/potentials/solar/b001_sc_et_sensors.csv,surface_azimuth_deg,Azimuth angle of the panel surface e.g. south facing = 180 deg,[deg],{0.0...n},float,black
solar-collector,SC_metadata_results,outputs/data/potentials/solar/b001_sc_et_sensors.csv,tilt_deg,Tilt angle of roof or walls,[deg],{0.0...n},float,black
solar-collector,SC_metadata_results,outputs/data/potentials/solar/b001_sc_et_sensors.csv,total_rad_Whm2,Total radiatiative potential of a given surfaces area.,[Wh/m2],{0.0...n},float,black
solar-collector,SC_metadata_results,outputs/data/potentials/solar/b001_sc_et_sensors.csv,type_orientation,Concatenated surface type and orientation.,[-],{type_orientation},string,black
solar-collector,SC_results,outputs/data/potentials/solar/b001_sc_et.csv,Area_SC_m2,TODO,TODO,TODO,TODO,black
solar-collector,SC_results,outputs/data/potentials/solar/b001_sc_et.csv,Date,Date and time in hourly steps.,[datetime],{yyyy-mm-dd hh:mm:ss-Z},date,black
solar-collector,SC_results,outputs/data/potentials/solar/b001_sc_et.csv,Eaux_SC_kWh,TODO,TODO,TODO,TODO,black
solar-collector,SC_results,outputs/data/potentials/solar/b001_sc_et.csv,Q_SC_gen_kWh,TODO,TODO,TODO,TODO,black
solar-collector,SC_results,outputs/data/potentials/solar/b001_sc_et.csv,Q_SC_l_kWh,TODO,TODO,TODO,TODO,black
solar-collector,SC_results,outputs/data/potentials/solar/b001_sc_et.csv,SC_roofs_top_Q_kWh,TODO,TODO,TODO,TODO,black
solar-collector,SC_results,outputs/data/potentials/solar/b001_sc_et.csv,SC_roofs_top_m2,TODO,TODO,TODO,TODO,black
solar-collector,SC_results,outputs/data/potentials/solar/b001_sc_et.csv,SC_walls_east_Q_kWh,TODO,TODO,TODO,TODO,black
solar-collector,SC_results,outputs/data/potentials/solar/b001_sc_et.csv,SC_walls_east_m2,TODO,TODO,TODO,TODO,black
solar-collector,SC_results,outputs/data/potentials/solar/b001_sc_et.csv,SC_walls_north_Q_kWh,TODO,TODO,TODO,TODO,black
solar-collector,SC_results,outputs/data/potentials/solar/b001_sc_et.csv,SC_walls_north_m2,TODO,TODO,TODO,TODO,black
solar-collector,SC_results,outputs/data/potentials/solar/b001_sc_et.csv,SC_walls_south_Q_kWh,TODO,TODO,TODO,TODO,black
solar-collector,SC_results,outputs/data/potentials/solar/b001_sc_et.csv,SC_walls_south_m2,TODO,TODO,TODO,TODO,black
solar-collector,SC_results,outputs/data/potentials/solar/b001_sc_et.csv,SC_walls_west_Q_kWh,TODO,TODO,TODO,TODO,black
solar-collector,SC_results,outputs/data/potentials/solar/b001_sc_et.csv,SC_walls_west_m2,TODO,TODO,TODO,TODO,black
solar-collector,SC_results,outputs/data/potentials/solar/b001_sc_et.csv,T_SC_re_C,TODO,TODO,TODO,TODO,black
solar-collector,SC_results,outputs/data/potentials/solar/b001_sc_et.csv,T_SC_sup_C,TODO,TODO,TODO,TODO,black
solar-collector,SC_results,outputs/data/potentials/solar/b001_sc_et.csv,mcp_SC_kWperC,TODO,TODO,TODO,TODO,black
solar-collector,SC_results,outputs/data/potentials/solar/b001_sc_et.csv,radiation_kWh,Total radiatiative potential.,[kWh],{0.0...n},float,black
solar-collector,SC_total_buildings,outputs/data/potentials/solar/sc_et_total_buildings.csv,Area_SC_m2,TODO,TODO,TODO,TODO,black
solar-collector,SC_total_buildings,outputs/data/potentials/solar/sc_et_total_buildings.csv,Eaux_SC_kWh,TODO,TODO,TODO,TODO,black
solar-collector,SC_total_buildings,outputs/data/potentials/solar/sc_et_total_buildings.csv,Q_SC_gen_kWh,TODO,TODO,TODO,TODO,black
solar-collector,SC_total_buildings,outputs/data/potentials/solar/sc_et_total_buildings.csv,Q_SC_l_kWh,TODO,TODO,TODO,TODO,black
solar-collector,SC_total_buildings,outputs/data/potentials/solar/sc_et_total_buildings.csv,SC_roofs_top_Q_kWh,TODO,TODO,TODO,TODO,black
solar-collector,SC_total_buildings,outputs/data/potentials/solar/sc_et_total_buildings.csv,SC_roofs_top_m2,TODO,TODO,TODO,TODO,black
solar-collector,SC_total_buildings,outputs/data/potentials/solar/sc_et_total_buildings.csv,SC_walls_east_Q_kWh,TODO,TODO,TODO,TODO,black
solar-collector,SC_total_buildings,outputs/data/potentials/solar/sc_et_total_buildings.csv,SC_walls_east_m2,TODO,TODO,TODO,TODO,black
solar-collector,SC_total_buildings,outputs/data/potentials/solar/sc_et_total_buildings.csv,SC_walls_north_Q_kWh,TODO,TODO,TODO,TODO,black
solar-collector,SC_total_buildings,outputs/data/potentials/solar/sc_et_total_buildings.csv,SC_walls_north_m2,TODO,TODO,TODO,TODO,black
solar-collector,SC_total_buildings,outputs/data/potentials/solar/sc_et_total_buildings.csv,SC_walls_south_Q_kWh,TODO,TODO,TODO,TODO,black
solar-collector,SC_total_buildings,outputs/data/potentials/solar/sc_et_total_buildings.csv,SC_walls_south_m2,TODO,TODO,TODO,TODO,black
solar-collector,SC_total_buildings,outputs/data/potentials/solar/sc_et_total_buildings.csv,SC_walls_west_Q_kWh,TODO,TODO,TODO,TODO,black
solar-collector,SC_total_buildings,outputs/data/potentials/solar/sc_et_total_buildings.csv,SC_walls_west_m2,TODO,TODO,TODO,TODO,black
solar-collector,SC_total_buildings,outputs/data/potentials/solar/sc_et_total_buildings.csv,Unnamed: 0,TODO,TODO,TODO,TODO,black
solar-collector,SC_total_buildings,outputs/data/potentials/solar/sc_et_total_buildings.csv,radiation_kWh,Total radiatiative potential.,[kWh],{0.0...n},float,black
solar-collector,SC_totals,outputs/data/potentials/solar/sc_et_total.csv,Area_SC_m2,TODO,TODO,TODO,TODO,black
solar-collector,SC_totals,outputs/data/potentials/solar/sc_et_total.csv,Date,Date and time in hourly steps.,[datetime],{yyyy-mm-dd hh:mm:ss-Z},date,black
solar-collector,SC_totals,outputs/data/potentials/solar/sc_et_total.csv,Eaux_SC_kWh,TODO,TODO,TODO,TODO,black
solar-collector,SC_totals,outputs/data/potentials/solar/sc_et_total.csv,Q_SC_gen_kWh,TODO,TODO,TODO,TODO,black
solar-collector,SC_totals,outputs/data/potentials/solar/sc_et_total.csv,Q_SC_l_kWh,TODO,TODO,TODO,TODO,black
solar-collector,SC_totals,outputs/data/potentials/solar/sc_et_total.csv,SC_roofs_top_Q_kWh,TODO,TODO,TODO,TODO,black
solar-collector,SC_totals,outputs/data/potentials/solar/sc_et_total.csv,SC_roofs_top_m2,TODO,TODO,TODO,TODO,black
solar-collector,SC_totals,outputs/data/potentials/solar/sc_et_total.csv,SC_walls_east_Q_kWh,TODO,TODO,TODO,TODO,black
solar-collector,SC_totals,outputs/data/potentials/solar/sc_et_total.csv,SC_walls_east_m2,TODO,TODO,TODO,TODO,black
solar-collector,SC_totals,outputs/data/potentials/solar/sc_et_total.csv,SC_walls_north_Q_kWh,TODO,TODO,TODO,TODO,black
solar-collector,SC_totals,outputs/data/potentials/solar/sc_et_total.csv,SC_walls_north_m2,TODO,TODO,TODO,TODO,black
solar-collector,SC_totals,outputs/data/potentials/solar/sc_et_total.csv,SC_walls_south_Q_kWh,TODO,TODO,TODO,TODO,black
solar-collector,SC_totals,outputs/data/potentials/solar/sc_et_total.csv,SC_walls_south_m2,TODO,TODO,TODO,TODO,black
solar-collector,SC_totals,outputs/data/potentials/solar/sc_et_total.csv,SC_walls_west_Q_kWh,TODO,TODO,TODO,TODO,black
solar-collector,SC_totals,outputs/data/potentials/solar/sc_et_total.csv,SC_walls_west_m2,TODO,TODO,TODO,TODO,black
solar-collector,SC_totals,outputs/data/potentials/solar/sc_et_total.csv,T_SC_re_C,TODO,TODO,TODO,TODO,black
solar-collector,SC_totals,outputs/data/potentials/solar/sc_et_total.csv,T_SC_sup_C,TODO,TODO,TODO,TODO,black
solar-collector,SC_totals,outputs/data/potentials/solar/sc_et_total.csv,mcp_SC_kWperC,TODO,TODO,TODO,TODO,black
solar-collector,SC_totals,outputs/data/potentials/solar/sc_et_total.csv,radiation_kWh,Total radiatiative potential.,[kWh],{0.0...n},float,black
