bui_fac_sen,bui,bui_sh,fac,bui_fac,sen_int,fac_area,sen_area,sen_x,sen_y,sen_z,sen_dir_x,sen_dir_y,sen_dir_z,orientation,tilt,total_rad,fac_type,B,array_s,area_netpv,CATteta_z,CATB,CATGB
B153750_24_4,B153750,B153750,24,B153750_24,4,9.83,1.64,683735.56,248252.61,477.92,0.65,-0.06,0.76,93.64,40.77,1045877.07,roof,40.77,0.00,1.64,2,6,5
B153750_24_5,B153750,B153750,24,B153750_24,5,9.83,1.64,683735.43,248253.96,478.14,0.65,-0.06,0.76,93.64,40.77,1037990.02,roof,40.77,0.00,1.64,2,6,5
B153750_25_0,B153750,B153750,25,B153750_25,0,16.28,1.36,683734.91,248254.57,478.64,0.65,-0.06,0.76,93.53,40.86,1034439.37,roof,40.86,0.00,1.36,2,6,5
B153750_25_1,B153750,B153750,25,B153750_25,1,16.28,1.36,683734.71,248256.13,478.94,0.65,-0.06,0.76,93.53,40.86,1031554.74,roof,40.86,0.00,1.36,2,6,5
B153750_25_2,B153750,B153750,25,B153750_25,2,16.28,1.36,683735.50,248257.14,478.34,0.65,-0.06,0.76,93.53,40.86,1033017.11,roof,40.86,0.00,1.36,2,6,5
B153750_25_3,B153750,B153750,25,B153750_25,3,16.28,1.36,683736.15,248254.13,477.54,0.65,-0.06,0.76,93.53,40.86,1037359.70,roof,40.86,0.00,1.36,2,6,5
B153750_25_4,B153750,B153750,25,B153750_25,4,16.28,1.36,683736.23,248256.13,477.63,0.65,-0.06,0.76,93.53,40.86,1036036.10,roof,40.86,0.00,1.36,2,6,5
B153750_25_5,B153750,B153750,25,B153750_25,5,16.28,1.36,683736.30,248257.86,477.71,0.65,-0.06,0.76,93.53,40.86,1034887.57,roof,40.86,0.00,1.36,2,6,5
B153750_25_6,B153750,B153750,25,B153750_25,6,16.28,1.36,683736.96,248255.09,476.92,0.65,-0.06,0.76,93.53,40.86,1035755.22,roof,40.86,0.00,1.36,2,6,5
B153750_25_7,B153750,B153750,25,B153750_25,7,16.28,1.36,683737.39,248256.13,476.64,0.65,-0.06,0.76,93.53,40.86,1039554.00,roof,40.86,0.00,1.36,2,6,5
B153750_25_8,B153750,B153750,25,B153750_25,8,16.28,1.36,683737.83,248258.12,476.42,0.65,-0.06,0.76,93.53,40.86,1039324.85,roof,40.86,0.00,1.36,2,6,5
B153750_25_9,B153750,B153750,25,B153750_25,9,16.28,1.36,683738.16,248259.58,476.25,0.65,-0.06,0.76,93.53,40.86,1039207.29,roof,40.86,0.00,1.36,2,6,5
B153750_25_10,B153750,B153750,25,B153750_25,10,16.28,1.36,683738.65,248259.06,475.79,0.65,-0.06,0.76,93.53,40.86,1041085.95,roof,40.86,0.00,1.36,2,6,5
B153750_25_11,B153750,B153750,25,B153750_25,11,16.28,1.36,683738.97,248259.88,475.58,0.65,-0.06,0.76,93.53,40.86,1041427.50,roof,40.86,0.00,1.36,2,6,5
B153750_26_1,B153750,B153750,26,B153750_26,1,13.22,1.89,683737.31,248255.80,476.67,0.64,-0.05,0.77,93.09,39.97,1040991.53,roof,39.97,0.00,1.89,2,6,5
B153750_26_2,B153750,B153750,26,B153750_26,2,13.22,1.89,683737.74,248256.93,476.39,0.64,-0.05,0.77,93.09,39.97,1041410.08,roof,39.97,0.00,1.89,2,6,5
B153750_26_4,B153750,B153750,26,B153750_26,4,13.22,1.89,683738.36,248255.80,475.80,0.64,-0.05,0.77,93.09,39.97,1034042.04,roof,39.97,0.00,1.89,2,6,5
B153750_26_5,B153750,B153750,26,B153750_26,5,13.22,1.89,683738.48,248257.80,475.84,0.64,-0.05,0.77,93.09,39.97,1042957.58,roof,39.97,0.00,1.89,2,6,5
B153750_26_6,B153750,B153750,26,B153750_26,6,13.22,1.89,683738.92,248259.72,475.60,0.64,-0.05,0.77,93.09,39.97,1029523.77,roof,39.97,0.00,1.89,2,6,5
B153750_27_0,B153750,B153750,27,B153750_27,0,6.02,1.50,683734.17,248250.38,478.92,0.65,-0.06,0.76,93.68,40.83,1040523.46,roof,40.83,0.00,1.50,2,6,5
B153750_27_1,B153750,B153750,27,B153750_27,1,6.02,1.50,683734.86,248251.49,478.43,0.65,-0.06,0.76,93.68,40.83,1041553.19,roof,40.83,0.00,1.50,2,6,5
B153750_27_2,B153750,B153750,27,B153750_27,2,6.02,1.50,683735.42,248250.34,477.85,0.65,-0.06,0.76,93.68,40.83,1047584.58,roof,40.83,0.00,1.50,2,6,5
B153750_27_3,B153750,B153750,27,B153750_27,3,6.02,1.50,683735.55,248252.23,477.90,0.65,-0.06,0.76,93.68,40.83,1038419.05,roof,40.83,0.00,1.50,2,6,5
B153750_28_0,B153750,B153750,28,B153750_28,0,6.45,1.61,683736.69,248250.18,477.51,-0.01,0.00,1.00,0.00,0.80,1048232.35,roof,15.22,1.98,0.82,5,6,5
B153750_28_1,B153750,B153750,28,B153750_28,1,6.45,1.61,683736.71,248252.14,477.51,-0.01,0.00,1.00,0.00,0.80,1046382.74,roof,15.22,1.98,0.82,5,6,5
B153750_28_2,B153750,B153750,28,B153750_28,2,6.45,1.61,683736.06,248253.14,477.50,-0.01,0.00,1.00,0.00,0.80,1018713.70,roof,15.22,1.98,0.82,5,6,5
B153750_28_3,B153750,B153750,28,B153750_28,3,6.45,1.61,683738.37,248250.06,477.54,-0.01,0.00,1.00,0.00,0.80,1094195.45,roof,15.22,1.98,0.82,5,6,5
B153750_29_0,B153750,B153750,29,B153750_29,0,6.16,1.23,683737.81,248250.81,477.53,-0.01,0.00,1.00,0.00,0.79,1082407.66,roof,15.22,1.98,0.63,5,6,5
B153750_29_1,B153750,B153750,29,B153750_29,1,6.16,1.23,683737.06,248252.14,477.51,-0.01,0.00,1.00,0.00,0.79,1060489.06,roof,15.22,1.98,0.63,5,6,5
B153750_29_2,B153750,B153750,29,B153750_29,2,6.16,1.23,683736.06,248253.14,477.50,-0.01,0.00,1.00,0.00,0.79,1014079.53,roof,15.22,1.98,0.63,5,6,5
B153750_29_3,B153750,B153750,29,B153750_29,3,6.16,1.23,683738.66,248250.14,477.54,-0.01,0.00,1.00,0.00,0.79,1097764.77,roof,15.22,1.98,0.63,5,6,5
B153750_29_4,B153750,B153750,29,B153750_29,4,6.16,1.23,683738.75,248252.03,477.54,-0.01,0.00,1.00,0.00,0.79,1096451.98,roof,15.22,1.98,0.63,5,6,5
B153750_72_0,B153750,B153750,72,B153750_72,0,1.21,0.40,683748.81,248251.70,468.80,-0.00,-0.00,1.00,0.00,0.00,1013275.81,roof,15.22,1.98,0.21,5,6,5
B153750_73_0,B153750,B153750,73,B153750_73,0,22.46,2.25,683749.21,248252.55,468.80,-0.00,-0.00,1.00,0.00,0.00,1014493.42,roof,15.22,1.98,1.15,5,6,5
B153750_73_1,B153750,B153750,73,B153750_73,1,22.46,2.25,683749.29,248254.55,468.80,-0.00,-0.00,1.00,0.00,0.00,1022235.41,roof,15.22,1.98,1.15,5,6,5
B153750_73_2,B153750,B153750,73,B153750_73,2,22.46,2.25,683749.37,248256.55,468.80,-0.00,-0.00,1.00,0.00,0.00,1022545.51,roof,15.22,1.98,1.15,5,6,5
B153750_73_3,B153750,B153750,73,B153750_73,3,22.46,2.25,683749.64,248258.41,468.80,-0.00,-0.00,1.00,0.00,0.00,1029095.48,roof,15.22,1.98,1.15,5,6,5
B153750_75_0,B153750,B153750,75,B153750_75,0,41.94,2.33,683749.04,248257.76,468.80,-0.00,-0.00,1.00,0.00,0.00,1012994.19,roof,15.22,1.98,1.19,5,6,5
B153750_75_1,B153750,B153750,75,B153750_75,1,41.94,2.33,683749.44,248258.92,468.80,-0.00,-0.00,1.00,0.00,0.00,1029629.43,roof,15.22,1.98,1.19,5,6,5
