bui_fac_sen,bui,bui_sh,fac,bui_fac,sen_int,fac_area,sen_area,sen_x,sen_y,sen_z,sen_dir_x,sen_dir_y,sen_dir_z,orientation,tilt,total_rad,fac_type,B,array_s,area_netpv,CATteta_z,CATB,CATGB
B153691_54_4,B153691,B153691,54,B153691_54,4,10.88,1.21,683730.31,248185.67,472.90,-0.00,0.01,1.00,0.00,0.59,1146699.39,roof,15.22,1.98,0.62,5,6,5
B153691_54_5,B153691,B153691,54,B153691_54,5,10.88,1.21,683728.31,248185.49,472.89,-0.00,0.01,1.00,0.00,0.59,1141965.71,roof,15.22,1.98,0.62,5,6,5
B153691_54_6,B153691,B153691,54,B153691_54,6,10.88,1.21,683726.81,248185.27,472.89,-0.00,0.01,1.00,0.00,0.59,1104455.22,roof,15.22,1.98,0.62,5,6,5
B153691_54_7,B153691,B153691,54,B153691_54,7,10.88,1.21,683732.31,248186.94,472.89,-0.00,0.01,1.00,0.00,0.59,1158543.00,roof,15.22,1.98,0.62,5,6,5
B153691_55_0,B153691,B153691,55,B153691_55,0,3.58,0.89,683733.89,248188.20,472.88,0.02,-0.01,1.00,0.00,1.43,1102219.22,roof,15.22,1.98,0.46,5,6,5
B153691_55_1,B153691,B153691,55,B153691_55,1,3.58,0.89,683733.88,248189.49,472.89,0.02,-0.01,1.00,0.00,1.43,1106359.72,roof,15.22,1.98,0.46,5,6,5
B153691_55_2,B153691,B153691,55,B153691_55,2,3.58,0.89,683735.07,248189.00,472.86,0.02,-0.01,1.00,0.00,1.43,1102199.76,roof,15.22,1.98,0.46,5,6,5
B153691_55_3,B153691,B153691,55,B153691_55,3,3.58,0.89,683735.50,248189.65,472.86,0.02,-0.01,1.00,0.00,1.43,1106411.91,roof,15.22,1.98,0.46,5,6,5
B153691_58_1,B153691,B153691,58,B153691_58,1,4.36,1.45,683732.49,248187.62,473.36,0.52,0.10,0.85,84.46,31.81,1011172.88,roof,31.81,0.00,1.45,2,6,5
B153691_58_2,B153691,B153691,58,B153691_58,2,4.36,1.45,683732.55,248188.86,473.18,0.52,0.10,0.85,84.46,31.81,1020730.58,roof,31.81,0.00,1.45,2,6,5
B153691_59_2,B153691,B153691,59,B153691_59,2,10.58,1.51,683729.75,248190.94,474.59,0.51,0.11,0.85,83.84,31.43,1025781.94,roof,31.43,0.00,1.51,2,6,5
B153691_59_4,B153691,B153691,59,B153691_59,4,10.58,1.51,683731.55,248189.42,473.71,0.51,0.11,0.85,83.84,31.43,1019867.78,roof,31.43,0.00,1.51,2,6,5
B153691_59_5,B153691,B153691,59,B153691_59,5,10.58,1.51,683730.75,248190.47,474.06,0.51,0.11,0.85,83.84,31.43,1025738.43,roof,31.43,0.00,1.51,2,6,5
B153691_59_6,B153691,B153691,59,B153691_59,6,10.58,1.51,683732.68,248189.21,473.06,0.51,0.11,0.85,83.84,31.43,1020654.72,roof,31.43,0.00,1.51,2,6,5
B153691_64_0,B153691,B153691,64,B153691_64,0,11.63,1.45,683723.16,248188.54,473.88,-0.56,-0.12,0.82,-97.03,35.01,1070177.01,roof,35.01,0.00,1.45,1,6,5
B153691_64_1,B153691,B153691,64,B153691_64,1,11.63,1.45,683723.66,248189.86,474.42,-0.56,-0.12,0.82,-97.03,35.01,1071913.23,roof,35.01,0.00,1.45,1,6,5
B153691_64_2,B153691,B153691,64,B153691_64,2,11.63,1.45,683723.31,248191.24,474.38,-0.56,-0.12,0.82,-97.03,35.01,1071740.80,roof,35.01,0.00,1.45,1,6,5
B153691_64_3,B153691,B153691,64,B153691_64,3,11.63,1.45,683722.34,248187.87,473.21,-0.56,-0.12,0.82,-97.03,35.01,1067563.90,roof,35.01,0.00,1.45,1,6,5
B153691_64_4,B153691,B153691,64,B153691_64,4,11.63,1.45,683722.06,248189.86,473.32,-0.56,-0.12,0.82,-97.03,35.01,1067949.97,roof,35.01,0.00,1.45,1,6,5
B153691_64_5,B153691,B153691,64,B153691_64,5,11.63,1.45,683721.88,248191.80,473.48,-0.56,-0.12,0.82,-97.03,35.01,1067282.25,roof,35.01,0.00,1.45,1,6,5
B153691_64_6,B153691,B153691,64,B153691_64,6,11.63,1.45,683720.92,248192.12,472.88,-0.56,-0.12,0.82,-97.03,35.01,1065573.03,roof,35.01,0.00,1.45,1,6,5
B153691_64_7,B153691,B153691,64,B153691_64,7,11.63,1.45,683720.80,248192.86,472.91,-0.56,-0.12,0.82,-97.03,35.01,1065755.11,roof,35.01,0.00,1.45,1,6,5
B153691_65_0,B153691,B153691,65,B153691_65,0,9.98,1.25,683725.68,248193.14,473.47,-0.50,-0.11,0.86,-96.33,30.96,1013221.11,roof,30.96,0.00,1.25,1,6,5
B153691_65_1,B153691,B153691,65,B153691_65,1,9.98,1.25,683725.29,248194.17,473.37,-0.50,-0.11,0.86,-96.33,30.96,1042008.09,roof,30.96,0.00,1.25,1,6,5
B153691_65_2,B153691,B153691,65,B153691_65,2,9.98,1.25,683727.10,248192.66,474.24,-0.50,-0.11,0.86,-96.33,30.96,1044095.46,roof,30.96,0.00,1.25,1,6,5
B153691_65_3,B153691,B153691,65,B153691_65,3,9.98,1.25,683727.00,248194.44,474.41,-0.50,-0.11,0.86,-96.33,30.96,1085383.25,roof,30.96,0.00,1.25,1,6,5
B153691_65_4,B153691,B153691,65,B153691_65,4,9.98,1.25,683727.36,248195.70,474.78,-0.50,-0.11,0.86,-96.33,30.96,1086315.27,roof,30.96,0.00,1.25,1,6,5
B153691_65_5,B153691,B153691,65,B153691_65,5,9.98,1.25,683728.34,248192.45,474.94,-0.50,-0.11,0.86,-96.33,30.96,1089201.36,roof,30.96,0.00,1.25,1,6,5
B153691_65_6,B153691,B153691,65,B153691_65,6,9.98,1.25,683728.07,248194.44,475.03,-0.50,-0.11,0.86,-96.33,30.96,1089940.86,roof,30.96,0.00,1.25,1,6,5
B153691_65_7,B153691,B153691,65,B153691_65,7,9.98,1.25,683727.83,248195.65,475.05,-0.50,-0.11,0.86,-96.33,30.96,1089734.50,roof,30.96,0.00,1.25,1,6,5
B153691_73_1,B153691,B153691,73,B153691_73,1,11.24,1.41,683721.97,248195.57,471.68,-0.48,-0.11,0.87,-96.48,29.77,1047043.89,roof,29.77,0.00,1.41,1,6,5
B153691_73_3,B153691,B153691,73,B153691_73,3,11.24,1.41,683723.22,248195.78,472.40,-0.48,-0.11,0.87,-96.48,29.77,1069585.74,roof,29.77,0.00,1.41,1,6,5
B153691_73_4,B153691,B153691,73,B153691_73,4,11.24,1.41,683723.11,248197.77,472.60,-0.48,-0.11,0.87,-96.48,29.77,1063050.99,roof,29.77,0.00,1.41,1,6,5
B153691_73_5,B153691,B153691,73,B153691_73,5,11.24,1.41,683723.38,248198.79,472.89,-0.48,-0.11,0.87,-96.48,29.77,1072268.96,roof,29.77,0.00,1.41,1,6,5
B153691_73_6,B153691,B153691,73,B153691_73,6,11.24,1.41,683724.30,248194.27,472.81,-0.48,-0.11,0.87,-96.48,29.77,1040600.38,roof,29.77,0.00,1.41,1,6,5
B153691_73_7,B153691,B153691,73,B153691_73,7,11.24,1.41,683724.18,248195.10,472.85,-0.48,-0.11,0.87,-96.48,29.77,1063220.38,roof,29.77,0.00,1.41,1,6,5
B153691_74_0,B153691,B153691,74,B153691_74,0,20.07,1.67,683722.17,248196.03,471.85,-0.49,-0.11,0.86,-96.08,30.39,1043634.28,roof,30.39,0.00,1.67,1,6,5
B153691_74_1,B153691,B153691,74,B153691_74,1,20.07,1.67,683722.56,248197.77,472.29,-0.49,-0.11,0.86,-96.08,30.39,1053255.43,roof,30.39,0.00,1.67,1,6,5
B153691_74_2,B153691,B153691,74,B153691_74,2,20.07,1.67,683722.49,248199.37,472.45,-0.49,-0.11,0.86,-96.08,30.39,1056313.45,roof,30.39,0.00,1.67,1,6,5
B153691_74_4,B153691,B153691,74,B153691_74,4,20.07,1.67,683720.95,248195.79,471.12,-0.49,-0.11,0.86,-96.08,30.39,1031845.53,roof,30.39,0.00,1.67,1,6,5
B153691_74_5,B153691,B153691,74,B153691_74,5,20.07,1.67,683720.84,248197.77,471.30,-0.49,-0.11,0.86,-96.08,30.39,1040773.78,roof,30.39,0.00,1.67,1,6,5
B153691_74_6,B153691,B153691,74,B153691_74,6,20.07,1.67,683720.74,248199.76,471.49,-0.49,-0.11,0.86,-96.08,30.39,1049153.31,roof,30.39,0.00,1.67,1,6,5
B153691_74_7,B153691,B153691,74,B153691_74,7,20.07,1.67,683720.07,248200.93,471.25,-0.49,-0.11,0.86,-96.08,30.39,1046775.56,roof,30.39,0.00,1.67,1,6,5
B153691_74_8,B153691,B153691,74,B153691_74,8,20.07,1.67,683719.99,248196.46,470.66,-0.49,-0.11,0.86,-96.08,30.39,1027854.28,roof,30.39,0.00,1.67,1,6,5
B153691_74_9,B153691,B153691,74,B153691_74,9,20.07,1.67,683719.77,248197.77,470.69,-0.49,-0.11,0.86,-96.08,30.39,1033238.72,roof,30.39,0.00,1.67,1,6,5
B153691_74_10,B153691,B153691,74,B153691_74,10,20.07,1.67,683719.50,248199.76,470.78,-0.49,-0.11,0.86,-96.08,30.39,1038964.64,roof,30.39,0.00,1.67,1,6,5
B153691_74_11,B153691,B153691,74,B153691_74,11,20.07,1.67,683719.35,248201.22,470.87,-0.49,-0.11,0.86,-96.08,30.39,1044212.88,roof,30.39,0.00,1.67,1,6,5
B153691_80_0,B153691,B153691,80,B153691_80,0,10.98,1.57,683724.72,248194.81,473.12,-0.50,-0.12,0.86,-96.67,30.85,1062501.16,roof,30.85,0.00,1.57,1,6,5
B153691_80_1,B153691,B153691,80,B153691_80,1,10.98,1.57,683724.45,248196.80,473.24,-0.50,-0.12,0.86,-96.67,30.85,1077905.09,roof,30.85,0.00,1.57,1,6,5
B153691_80_2,B153691,B153691,80,B153691_80,2,10.98,1.57,683724.18,248198.30,473.28,-0.50,-0.12,0.86,-96.67,30.85,1071788.38,roof,30.85,0.00,1.57,1,6,5
B153691_80_3,B153691,B153691,80,B153691_80,3,10.98,1.57,683726.20,248195.11,474.03,-0.50,-0.12,0.86,-96.67,30.85,1085338.37,roof,30.85,0.00,1.57,1,6,5
B153691_80_4,B153691,B153691,80,B153691_80,4,10.98,1.57,683726.10,248196.73,474.19,-0.50,-0.12,0.86,-96.67,30.85,1085624.47,roof,30.85,0.00,1.57,1,6,5
B153691_80_5,B153691,B153691,80,B153691_80,5,10.98,1.57,683727.27,248195.65,474.72,-0.50,-0.12,0.86,-96.67,30.85,1088425.31,roof,30.85,0.00,1.57,1,6,5
B153691_80_6,B153691,B153691,80,B153691_80,6,10.98,1.57,683727.38,248196.14,474.85,-0.50,-0.12,0.86,-96.67,30.85,1089056.74,roof,30.85,0.00,1.57,1,6,5
B153691_81_0,B153691,B153691,81,B153691_81,0,4.45,1.11,683729.01,248186.49,474.54,-0.49,-0.11,0.87,-96.59,30.07,1095512.38,roof,30.07,0.00,1.11,1,6,5
B153691_81_1,B153691,B153691,81,B153691_81,1,4.45,1.11,683727.27,248186.57,473.56,-0.49,-0.11,0.87,-96.59,30.07,1091854.48,roof,30.07,0.00,1.11,1,6,5
B153691_81_2,B153691,B153691,81,B153691_81,2,4.45,1.11,683726.11,248186.62,472.92,-0.49,-0.11,0.87,-96.59,30.07,1085184.34,roof,30.07,0.00,1.11,1,6,5
B153691_81_3,B153691,B153691,81,B153691_81,3,4.45,1.11,683725.81,248187.63,472.88,-0.49,-0.11,0.87,-96.59,30.07,1096276.26,roof,30.07,0.00,1.11,1,6,5
B153691_82_0,B153691,B153691,82,B153691_82,0,11.23,1.60,683728.96,248187.40,474.63,-0.49,-0.12,0.87,-96.62,30.09,1096467.05,roof,30.09,0.00,1.60,1,6,5
B153691_82_1,B153691,B153691,82,B153691_82,1,11.23,1.60,683728.68,248189.39,474.74,-0.49,-0.12,0.87,-96.62,30.09,1100096.10,roof,30.09,0.00,1.60,1,6,5
B153691_82_2,B153691,B153691,82,B153691_82,2,11.23,1.60,683728.43,248190.92,474.80,-0.49,-0.12,0.87,-96.62,30.09,1106108.54,roof,30.09,0.00,1.60,1,6,5
B153691_82_3,B153691,B153691,82,B153691_82,3,11.23,1.60,683727.20,248187.67,473.67,-0.49,-0.12,0.87,-96.62,30.09,1092225.10,roof,30.09,0.00,1.60,1,6,5
B153691_82_4,B153691,B153691,82,B153691_82,4,11.23,1.60,683727.14,248189.39,473.87,-0.49,-0.12,0.87,-96.62,30.09,1092736.65,roof,30.09,0.00,1.60,1,6,5
B153691_82_5,B153691,B153691,82,B153691_82,5,11.23,1.60,683727.92,248190.38,474.44,-0.49,-0.12,0.87,-96.62,30.09,1107277.84,roof,30.09,0.00,1.60,1,6,5
B153691_82_6,B153691,B153691,82,B153691_82,6,11.23,1.60,683726.03,248187.90,473.05,-0.49,-0.12,0.87,-96.62,30.09,1098436.21,roof,30.09,0.00,1.60,1,6,5
B153691_88_3,B153691,B153691,88,B153691_88,3,7.54,1.51,683735.85,248183.91,471.88,0.49,0.11,0.86,83.49,30.36,1031457.95,roof,30.36,0.00,1.51,2,6,5
B153691_90_0,B153691,B153691,90,B153691_90,0,11.25,1.41,683725.97,248183.66,472.50,-0.49,-0.10,0.87,-95.90,30.11,1076709.83,roof,30.11,0.00,1.41,1,6,5
B153691_90_1,B153691,B153691,90,B153691_90,1,11.25,1.41,683725.69,248185.65,472.58,-0.49,-0.10,0.87,-95.90,30.11,1077746.20,roof,30.11,0.00,1.41,1,6,5
B153691_90_2,B153691,B153691,90,B153691_90,2,11.25,1.41,683725.44,248187.14,472.62,-0.49,-0.10,0.87,-95.90,30.11,1063649.06,roof,30.11,0.00,1.41,1,6,5
B153691_90_3,B153691,B153691,90,B153691_90,3,11.25,1.41,683724.85,248184.46,471.96,-0.49,-0.10,0.87,-95.90,30.11,1064999.66,roof,30.11,0.00,1.41,1,6,5
B153691_90_4,B153691,B153691,90,B153691_90,4,11.25,1.41,683724.13,248185.65,471.69,-0.49,-0.10,0.87,-95.90,30.11,1058891.54,roof,30.11,0.00,1.41,1,6,5
B153691_90_6,B153691,B153691,90,B153691_90,6,11.25,1.41,683722.81,248186.26,471.02,-0.49,-0.10,0.87,-95.90,30.11,1051186.24,roof,30.11,0.00,1.41,1,6,5
B153691_90_7,B153691,B153691,90,B153691_90,7,11.25,1.41,683722.60,248186.91,470.98,-0.49,-0.10,0.87,-95.90,30.11,1071010.97,roof,30.11,0.00,1.41,1,6,5
B153691_91_0,B153691,B153691,91,B153691_91,0,20.43,1.86,683723.94,248178.92,470.72,-0.50,-0.11,0.86,-96.42,30.62,1051925.75,roof,30.62,0.00,1.86,1,6,5
B153691_91_1,B153691,B153691,91,B153691_91,1,20.43,1.86,683723.65,248180.91,470.81,-0.50,-0.11,0.86,-96.42,30.62,1046994.05,roof,30.62,0.00,1.86,1,6,5
B153691_91_2,B153691,B153691,91,B153691_91,2,20.43,1.86,683723.37,248182.89,470.90,-0.50,-0.11,0.86,-96.42,30.62,1042776.65,roof,30.62,0.00,1.86,1,6,5
B153691_91_3,B153691,B153691,91,B153691_91,3,20.43,1.86,683723.09,248184.88,471.00,-0.50,-0.11,0.86,-96.42,30.62,1052385.72,roof,30.62,0.00,1.86,1,6,5
B153691_91_4,B153691,B153691,91,B153691_91,4,20.43,1.86,683722.63,248186.42,470.93,-0.50,-0.11,0.86,-96.42,30.62,1045974.30,roof,30.62,0.00,1.86,1,6,5
B153691_91_5,B153691,B153691,91,B153691_91,5,20.43,1.86,683724.75,248179.06,471.20,-0.50,-0.11,0.86,-96.42,30.62,1066752.18,roof,30.62,0.00,1.86,1,6,5
B153691_91_6,B153691,B153691,91,B153691_91,6,20.43,1.86,683724.95,248180.91,471.56,-0.50,-0.11,0.86,-96.42,30.62,1071637.38,roof,30.62,0.00,1.86,1,6,5
B153691_91_7,B153691,B153691,91,B153691_91,7,20.43,1.86,683724.84,248182.89,471.75,-0.50,-0.11,0.86,-96.42,30.62,1069145.29,roof,30.62,0.00,1.86,1,6,5
B153691_91_8,B153691,B153691,91,B153691_91,8,20.43,1.86,683724.66,248184.62,471.88,-0.50,-0.11,0.86,-96.42,30.62,1065065.27,roof,30.62,0.00,1.86,1,6,5
B153691_91_9,B153691,B153691,91,B153691_91,9,20.43,1.86,683726.13,248181.38,472.30,-0.50,-0.11,0.86,-96.42,30.62,1078654.35,roof,30.62,0.00,1.86,1,6,5
B153691_91_10,B153691,B153691,91,B153691_91,10,20.43,1.86,683726.29,248182.82,472.58,-0.50,-0.11,0.86,-96.42,30.62,1081985.09,roof,30.62,0.00,1.86,1,6,5
B153691_92_0,B153691,B153691,92,B153691_92,0,16.98,1.54,683733.08,248183.44,472.63,0.10,-0.47,0.87,118.34,29.07,1263051.69,roof,29.07,0.00,1.54,2,6,5
B153691_92_1,B153691,B153691,92,B153691_92,1,16.98,1.54,683731.09,248182.88,472.56,0.10,-0.47,0.87,118.34,29.07,1262903.61,roof,29.07,0.00,1.54,2,6,5
B153691_92_2,B153691,B153691,92,B153691_92,2,16.98,1.54,683729.10,248182.63,472.66,0.10,-0.47,0.87,118.34,29.07,1262840.09,roof,29.07,0.00,1.54,2,6,5
B153691_92_3,B153691,B153691,92,B153691_92,3,16.98,1.54,683727.32,248182.39,472.74,0.10,-0.47,0.87,118.34,29.07,1262778.83,roof,29.07,0.00,1.54,2,6,5
B153691_92_4,B153691,B153691,92,B153691_92,4,16.98,1.54,683730.55,248181.87,472.07,0.10,-0.47,0.87,118.34,29.07,1262624.50,roof,29.07,0.00,1.54,2,6,5
B153691_92_5,B153691,B153691,92,B153691_92,5,16.98,1.54,683729.10,248181.23,471.89,0.10,-0.47,0.87,118.34,29.07,1262451.44,roof,29.07,0.00,1.54,2,6,5
B153691_92_6,B153691,B153691,92,B153691_92,6,16.98,1.54,683727.11,248181.08,472.05,0.10,-0.47,0.87,118.34,29.07,1262415.45,roof,29.07,0.00,1.54,2,6,5
B153691_92_7,B153691,B153691,92,B153691_92,7,16.98,1.54,683725.79,248180.67,471.98,0.10,-0.47,0.87,118.34,29.07,1262307.77,roof,29.07,0.00,1.54,2,6,5
B153691_92_8,B153691,B153691,92,B153691_92,8,16.98,1.54,683727.02,248179.68,471.30,0.10,-0.47,0.87,118.34,29.07,1262001.92,roof,29.07,0.00,1.54,2,6,5
B153691_92_9,B153691,B153691,92,B153691_92,9,16.98,1.54,683725.25,248179.23,471.26,0.10,-0.47,0.87,118.34,29.07,1261957.41,roof,29.07,0.00,1.54,2,6,5
B153691_92_10,B153691,B153691,92,B153691_92,10,16.98,1.54,683724.49,248178.11,470.75,0.10,-0.47,0.87,118.34,29.07,1257903.09,roof,29.07,0.00,1.54,2,6,5
B153691_93_0,B153691,B153691,93,B153691_93,0,32.92,1.83,683735.56,248183.07,472.12,0.11,-0.48,0.87,118.51,29.27,1261576.87,roof,29.27,0.00,1.83,2,6,5
B153691_93_1,B153691,B153691,93,B153691_93,1,32.92,1.83,683733.60,248183.16,472.41,0.11,-0.48,0.87,118.51,29.27,1262866.54,roof,29.27,0.00,1.83,2,6,5
B153691_93_2,B153691,B153691,93,B153691_93,2,32.92,1.83,683731.80,248182.65,472.35,0.11,-0.48,0.87,118.51,29.27,1262730.90,roof,29.27,0.00,1.83,2,6,5
B153691_93_3,B153691,B153691,93,B153691_93,3,32.92,1.83,683737.58,248181.59,471.07,0.11,-0.48,0.87,118.51,29.27,1261756.20,roof,29.27,0.00,1.83,2,6,5
B153691_93_4,B153691,B153691,93,B153691_93,4,32.92,1.83,683735.59,248181.51,471.26,0.11,-0.48,0.87,118.51,29.27,1261739.84,roof,29.27,0.00,1.83,2,6,5
B153691_93_5,B153691,B153691,93,B153691_93,5,32.92,1.83,683733.60,248181.41,471.45,0.11,-0.48,0.87,118.51,29.27,1261120.16,roof,29.27,0.00,1.83,2,6,5
B153691_93_6,B153691,B153691,93,B153691_93,6,32.92,1.83,683731.61,248181.30,471.63,0.11,-0.48,0.87,118.51,29.27,1261098.13,roof,29.27,0.00,1.83,2,6,5
B153691_93_7,B153691,B153691,93,B153691_93,7,32.92,1.83,683729.62,248181.10,471.76,0.11,-0.48,0.87,118.51,29.27,1262229.44,roof,29.27,0.00,1.83,2,6,5
B153691_93_8,B153691,B153691,93,B153691_93,8,32.92,1.83,683728.27,248180.46,471.57,0.11,-0.48,0.87,118.51,29.27,1262070.07,roof,29.27,0.00,1.83,2,6,5
B153691_93_9,B153691,B153691,93,B153691_93,9,32.92,1.83,683736.71,248180.67,470.67,0.11,-0.48,0.87,118.51,29.27,1261502.25,roof,29.27,0.00,1.83,2,6,5
B153691_93_10,B153691,B153691,93,B153691_93,10,32.92,1.83,683735.59,248180.44,470.68,0.11,-0.48,0.87,118.51,29.27,1261443.29,roof,29.27,0.00,1.83,2,6,5
B153691_93_11,B153691,B153691,93,B153691_93,11,32.92,1.83,683733.60,248180.17,470.77,0.11,-0.48,0.87,118.51,29.27,1261374.93,roof,29.27,0.00,1.83,2,6,5
B153691_93_12,B153691,B153691,93,B153691_93,12,32.92,1.83,683731.61,248179.90,470.86,0.11,-0.48,0.87,118.51,29.27,1260708.07,roof,29.27,0.00,1.83,2,6,5
B153691_93_13,B153691,B153691,93,B153691_93,13,32.92,1.83,683729.62,248179.63,470.96,0.11,-0.48,0.87,118.51,29.27,1260567.42,roof,29.27,0.00,1.83,2,6,5
B153691_93_14,B153691,B153691,93,B153691_93,14,32.92,1.83,683727.63,248179.36,471.05,0.11,-0.48,0.87,118.51,29.27,1260513.07,roof,29.27,0.00,1.83,2,6,5
B153691_93_15,B153691,B153691,93,B153691_93,15,32.92,1.83,683725.74,248178.89,471.02,0.11,-0.48,0.87,118.51,29.27,1259335.33,roof,29.27,0.00,1.83,2,6,5
B153691_93_16,B153691,B153691,93,B153691_93,16,32.92,1.83,683725.58,248178.21,470.67,0.11,-0.48,0.87,118.51,29.27,1256532.47,roof,29.27,0.00,1.83,2,6,5
B153691_93_17,B153691,B153691,93,B153691_93,17,32.92,1.83,683724.39,248178.05,470.72,0.11,-0.48,0.87,118.51,29.27,1257805.29,roof,29.27,0.00,1.83,2,6,5
