bui_fac_sen,bui,bui_sh,fac,bui_fac,sen_int,fac_area,sen_area,sen_x,sen_y,sen_z,sen_dir_x,sen_dir_y,sen_dir_z,orientation,tilt,total_rad,fac_type,B,array_s,area_netpv,CATteta_z,CATB,CATGB
B153696_44_0,B153696,B153696,44,B153696_44,0,17.01,1.55,683663.45,248228.67,479.86,0.00,0.00,1.00,0.00,0.00,1113807.32,roof,15.22,1.98,0.79,5,6,5
B153696_44_1,B153696,B153696,44,B153696_44,1,17.01,1.55,683664.80,248226.30,479.86,0.00,0.00,1.00,0.00,0.00,1113943.15,roof,15.22,1.98,0.79,5,6,5
B153696_44_2,B153696,B153696,44,B153696_44,2,17.01,1.55,683663.92,248226.67,479.86,0.00,0.00,1.00,0.00,0.00,1113943.21,roof,15.22,1.98,0.79,5,6,5
B153696_44_3,B153696,B153696,44,B153696_44,3,17.01,1.55,683665.37,248224.67,479.86,0.00,0.00,1.00,0.00,0.00,1113943.11,roof,15.22,1.98,0.79,5,6,5
B153696_44_4,B153696,B153696,44,B153696_44,4,17.01,1.55,683664.18,248224.68,479.86,0.00,0.00,1.00,0.00,0.00,1113943.17,roof,15.22,1.98,0.79,5,6,5
B153696_44_5,B153696,B153696,44,B153696_44,5,17.01,1.55,683666.94,248222.55,479.86,0.00,0.00,1.00,0.00,0.00,1113942.98,roof,15.22,1.98,0.79,5,6,5
B153696_44_6,B153696,B153696,44,B153696_44,6,17.01,1.55,683665.44,248222.67,479.86,0.00,0.00,1.00,0.00,0.00,1113943.09,roof,15.22,1.98,0.79,5,6,5
B153696_44_7,B153696,B153696,44,B153696_44,7,17.01,1.55,683667.44,248220.67,479.86,0.00,0.00,1.00,0.00,0.00,1113942.91,roof,15.22,1.98,0.79,5,6,5
B153696_44_8,B153696,B153696,44,B153696_44,8,17.01,1.55,683665.70,248220.67,479.86,0.00,0.00,1.00,0.00,0.00,1113943.05,roof,15.22,1.98,0.79,5,6,5
B153696_44_9,B153696,B153696,44,B153696_44,9,17.01,1.55,683667.22,248219.22,479.86,0.00,0.00,1.00,0.00,0.00,1113942.91,roof,15.22,1.98,0.79,5,6,5
B153696_44_10,B153696,B153696,44,B153696_44,10,17.01,1.55,683665.96,248219.04,479.86,0.00,0.00,1.00,0.00,0.00,1113943.02,roof,15.22,1.98,0.79,5,6,5
B153696_47_0,B153696,B153696,47,B153696_47,0,37.90,1.99,683664.72,248217.83,478.68,-0.61,-0.35,0.71,-110.54,44.54,1123171.40,roof,44.54,0.00,1.99,1,6,5
B153696_47_1,B153696,B153696,47,B153696_47,1,37.90,1.99,683664.85,248218.93,479.34,-0.61,-0.35,0.71,-110.54,44.54,1123494.49,roof,44.54,0.00,1.99,1,6,5
B153696_47_2,B153696,B153696,47,B153696_47,2,37.90,1.99,683664.15,248220.80,479.66,-0.61,-0.35,0.71,-110.54,44.54,1123536.86,roof,44.54,0.00,1.99,1,6,5
B153696_47_3,B153696,B153696,47,B153696_47,3,37.90,1.99,683663.46,248222.33,479.83,-0.61,-0.35,0.71,-110.54,44.54,1123920.69,roof,44.54,0.00,1.99,1,6,5
B153696_47_4,B153696,B153696,47,B153696_47,4,37.90,1.99,683663.69,248217.47,477.63,-0.61,-0.35,0.71,-110.54,44.54,1122502.07,roof,44.54,0.00,1.99,1,6,5
B153696_47_5,B153696,B153696,47,B153696_47,5,37.90,1.99,683663.33,248218.93,478.05,-0.61,-0.35,0.71,-110.54,44.54,1122644.95,roof,44.54,0.00,1.99,1,6,5
B153696_47_6,B153696,B153696,47,B153696_47,6,37.90,1.99,683662.88,248220.80,478.58,-0.61,-0.35,0.71,-110.54,44.54,1123005.32,roof,44.54,0.00,1.99,1,6,5
B153696_47_7,B153696,B153696,47,B153696_47,7,37.90,1.99,683662.42,248222.68,479.11,-0.61,-0.35,0.71,-110.54,44.54,1123522.32,roof,44.54,0.00,1.99,1,6,5
B153696_47_8,B153696,B153696,47,B153696_47,8,37.90,1.99,683661.85,248224.55,479.55,-0.61,-0.35,0.71,-110.54,44.54,1123835.46,roof,44.54,0.00,1.99,1,6,5
B153696_47_9,B153696,B153696,47,B153696_47,9,37.90,1.99,683661.08,248226.42,479.82,-0.61,-0.35,0.71,-110.54,44.54,1125053.62,roof,44.54,0.00,1.99,1,6,5
B153696_47_10,B153696,B153696,47,B153696_47,10,37.90,1.99,683660.53,248227.41,479.83,-0.61,-0.35,0.71,-110.54,44.54,1125631.54,roof,44.54,0.00,1.99,1,6,5
B153696_47_11,B153696,B153696,47,B153696_47,11,37.90,1.99,683662.25,248217.11,476.23,-0.61,-0.35,0.71,-110.54,44.54,1121618.00,roof,44.54,0.00,1.99,1,6,5
B153696_47_12,B153696,B153696,47,B153696_47,12,37.90,1.99,683661.82,248218.93,476.75,-0.61,-0.35,0.71,-110.54,44.54,1121798.07,roof,44.54,0.00,1.99,1,6,5
B153696_47_13,B153696,B153696,47,B153696_47,13,37.90,1.99,683661.48,248220.80,477.39,-0.61,-0.35,0.71,-110.54,44.54,1122047.76,roof,44.54,0.00,1.99,1,6,5
B153696_47_14,B153696,B153696,47,B153696_47,14,37.90,1.99,683661.15,248222.68,478.03,-0.61,-0.35,0.71,-110.54,44.54,1122905.69,roof,44.54,0.00,1.99,1,6,5
B153696_47_15,B153696,B153696,47,B153696_47,15,37.90,1.99,683660.81,248224.55,478.66,-0.61,-0.35,0.71,-110.54,44.54,1123980.42,roof,44.54,0.00,1.99,1,6,5
B153696_47_16,B153696,B153696,47,B153696_47,16,37.90,1.99,683660.48,248226.42,479.30,-0.61,-0.35,0.71,-110.54,44.54,1124817.94,roof,44.54,0.00,1.99,1,6,5
B153696_47_17,B153696,B153696,47,B153696_47,17,37.90,1.99,683660.28,248227.73,479.78,-0.61,-0.35,0.71,-110.54,44.54,1126497.48,roof,44.54,0.00,1.99,1,6,5
B153696_47_18,B153696,B153696,47,B153696_47,18,37.90,1.99,683661.40,248217.02,475.46,-0.61,-0.35,0.71,-110.54,44.54,1121119.75,roof,44.54,0.00,1.99,1,6,5
B153696_48_0,B153696,B153696,48,B153696_48,0,36.74,1.93,683661.38,248217.21,475.53,-0.61,-0.35,0.71,-110.48,44.86,1119133.85,roof,44.86,0.00,1.93,1,6,5
B153696_48_1,B153696,B153696,48,B153696_48,1,36.74,1.93,683661.08,248218.93,476.12,-0.61,-0.35,0.71,-110.48,44.86,1119475.53,roof,44.86,0.00,1.93,1,6,5
B153696_48_2,B153696,B153696,48,B153696_48,2,36.74,1.93,683660.74,248220.81,476.76,-0.61,-0.35,0.71,-110.48,44.86,1119820.18,roof,44.86,0.00,1.93,1,6,5
B153696_48_3,B153696,B153696,48,B153696_48,3,36.74,1.93,683660.40,248222.68,477.39,-0.61,-0.35,0.71,-110.48,44.86,1120174.34,roof,44.86,0.00,1.93,1,6,5
B153696_48_4,B153696,B153696,48,B153696_48,4,36.74,1.93,683660.07,248224.55,478.03,-0.61,-0.35,0.71,-110.48,44.86,1120529.04,roof,44.86,0.00,1.93,1,6,5
B153696_48_5,B153696,B153696,48,B153696_48,5,36.74,1.93,683659.73,248226.43,478.66,-0.61,-0.35,0.71,-110.48,44.86,1120616.79,roof,44.86,0.00,1.93,1,6,5
B153696_48_7,B153696,B153696,48,B153696_48,7,36.74,1.93,683660.99,248217.06,475.12,-0.61,-0.35,0.71,-110.48,44.86,1118837.06,roof,44.86,0.00,1.93,1,6,5
B153696_48_8,B153696,B153696,48,B153696_48,8,36.74,1.93,683660.22,248218.93,475.38,-0.61,-0.35,0.71,-110.48,44.86,1118916.54,roof,44.86,0.00,1.93,1,6,5
B153696_48_9,B153696,B153696,48,B153696_48,9,36.74,1.93,683659.64,248220.81,475.81,-0.61,-0.35,0.71,-110.48,44.86,1119112.78,roof,44.86,0.00,1.93,1,6,5
B153696_48_10,B153696,B153696,48,B153696_48,10,36.74,1.93,683659.18,248222.68,476.34,-0.61,-0.35,0.71,-110.48,44.86,1119389.10,roof,44.86,0.00,1.93,1,6,5
B153696_48_11,B153696,B153696,48,B153696_48,11,36.74,1.93,683658.72,248224.55,476.87,-0.61,-0.35,0.71,-110.48,44.86,1119665.86,roof,44.86,0.00,1.93,1,6,5
B153696_48_12,B153696,B153696,48,B153696_48,12,36.74,1.93,683658.27,248226.40,477.39,-0.61,-0.35,0.71,-110.48,44.86,1119671.85,roof,44.86,0.00,1.93,1,6,5
B153696_48_13,B153696,B153696,48,B153696_48,13,36.74,1.93,683658.61,248221.18,475.10,-0.61,-0.35,0.71,-110.48,44.86,1118566.25,roof,44.86,0.00,1.93,1,6,5
B153696_48_14,B153696,B153696,48,B153696_48,14,36.74,1.93,683657.94,248222.68,475.26,-0.61,-0.35,0.71,-110.48,44.86,1118589.58,roof,44.86,0.00,1.93,1,6,5
B153696_48_15,B153696,B153696,48,B153696_48,15,36.74,1.93,683657.21,248224.55,475.56,-0.61,-0.35,0.71,-110.48,44.86,1118693.89,roof,44.86,0.00,1.93,1,6,5
B153696_48_16,B153696,B153696,48,B153696_48,16,36.74,1.93,683656.86,248226.00,475.97,-0.61,-0.35,0.71,-110.48,44.86,1118640.66,roof,44.86,0.00,1.93,1,6,5
B153696_48_17,B153696,B153696,48,B153696_48,17,36.74,1.93,683656.22,248225.37,475.10,-0.61,-0.35,0.71,-110.48,44.86,1118304.57,roof,44.86,0.00,1.93,1,6,5
B153696_48_18,B153696,B153696,48,B153696_48,18,36.74,1.93,683656.14,248225.60,475.14,-0.61,-0.35,0.71,-110.48,44.86,1118322.27,roof,44.86,0.00,1.93,1,6,5
