bui_fac_sen,bui,bui_sh,fac,bui_fac,sen_int,fac_area,sen_area,sen_x,sen_y,sen_z,sen_dir_x,sen_dir_y,sen_dir_z,orientation,tilt,total_rad,fac_type,B,array_s,area_netpv,CATteta_z,CATB,CATGB
B2368593_61_8,B2368593,B2368593,61,B2368593_61,8,27.89,1.99,683701.35,248160.86,475.92,0.20,-0.41,0.89,114.48,27.39,1249772.87,roof,27.39,0.00,1.99,2,6,5
B2368593_61_9,B2368593,B2368593,61,B2368593_61,9,27.89,1.99,683699.39,248160.69,476.28,0.20,-0.41,0.89,114.48,27.39,1250027.34,roof,27.39,0.00,1.99,2,6,5
B2368593_61_10,B2368593,B2368593,61,B2368593_61,10,27.89,1.99,683697.98,248160.57,476.54,0.20,-0.41,0.89,114.48,27.39,1250208.37,roof,27.39,0.00,1.99,2,6,5
B2368593_61_11,B2368593,B2368593,61,B2368593_61,11,27.89,1.99,683700.66,248161.81,476.52,0.20,-0.41,0.89,114.48,27.39,1250067.93,roof,27.39,0.00,1.99,2,6,5
B2368593_61_12,B2368593,B2368593,61,B2368593_61,12,27.89,1.99,683699.39,248162.04,476.91,0.20,-0.41,0.89,114.48,27.39,1250299.57,roof,27.39,0.00,1.99,2,6,5
B2368593_61_13,B2368593,B2368593,61,B2368593_61,13,27.89,1.99,683698.30,248161.79,477.04,0.20,-0.41,0.89,114.48,27.39,1250405.88,roof,27.39,0.00,1.99,2,6,5
B2368593_62_0,B2368593,B2368593,62,B2368593_62,0,10.96,1.57,683691.76,248152.69,474.11,-0.42,-0.26,0.87,-105.31,29.95,1164366.43,roof,29.95,0.00,1.57,1,6,5
B2368593_62_1,B2368593,B2368593,62,B2368593_62,1,10.96,1.57,683691.86,248154.62,474.75,-0.42,-0.26,0.87,-105.31,29.95,1164650.57,roof,29.95,0.00,1.57,1,6,5
B2368593_62_2,B2368593,B2368593,62,B2368593_62,2,10.96,1.57,683691.72,248155.96,475.09,-0.42,-0.26,0.87,-105.31,29.95,1164821.38,roof,29.95,0.00,1.57,1,6,5
B2368593_62_3,B2368593,B2368593,62,B2368593_62,3,10.96,1.57,683690.87,248153.11,473.81,-0.42,-0.26,0.87,-105.31,29.95,1164315.02,roof,29.95,0.00,1.57,1,6,5
B2368593_62_4,B2368593,B2368593,62,B2368593_62,4,10.96,1.57,683690.18,248154.62,473.93,-0.42,-0.26,0.87,-105.31,29.95,1164440.52,roof,29.95,0.00,1.57,1,6,5
B2368593_62_5,B2368593,B2368593,62,B2368593_62,5,10.96,1.57,683689.88,248156.28,474.29,-0.42,-0.26,0.87,-105.31,29.95,1164636.55,roof,29.95,0.00,1.57,1,6,5
B2368593_62_6,B2368593,B2368593,62,B2368593_62,6,10.96,1.57,683688.61,248156.58,473.76,-0.42,-0.26,0.87,-105.31,29.95,1164521.06,roof,29.95,0.00,1.57,1,6,5
B2368593_65_0,B2368593,B2368593,65,B2368593_65,0,13.30,1.66,683697.26,248158.98,475.94,-0.39,-0.21,0.89,-102.10,26.54,1159054.71,roof,26.54,0.00,1.66,1,6,5
B2368593_65_1,B2368593,B2368593,65,B2368593_65,1,13.30,1.66,683697.53,248160.71,476.46,-0.39,-0.21,0.89,-102.10,26.54,1161665.62,roof,26.54,0.00,1.66,1,6,5
B2368593_65_2,B2368593,B2368593,65,B2368593_65,2,13.30,1.66,683697.75,248162.06,476.88,-0.39,-0.21,0.89,-102.10,26.54,1164131.19,roof,26.54,0.00,1.66,1,6,5
B2368593_65_3,B2368593,B2368593,65,B2368593_65,3,13.30,1.66,683696.03,248158.75,475.35,-0.39,-0.21,0.89,-102.10,26.54,1160038.23,roof,26.54,0.00,1.66,1,6,5
B2368593_65_4,B2368593,B2368593,65,B2368593_65,4,13.30,1.66,683695.87,248160.62,475.71,-0.39,-0.21,0.89,-102.10,26.54,1159878.59,roof,26.54,0.00,1.66,1,6,5
B2368593_65_5,B2368593,B2368593,65,B2368593_65,5,13.30,1.66,683694.18,248159.01,474.59,-0.39,-0.21,0.89,-102.10,26.54,1157045.54,roof,26.54,0.00,1.66,1,6,5
B2368593_65_6,B2368593,B2368593,65,B2368593_65,6,13.30,1.66,683694.13,248160.17,474.83,-0.39,-0.21,0.89,-102.10,26.54,1159327.93,roof,26.54,0.00,1.66,1,6,5
B2368593_65_7,B2368593,B2368593,65,B2368593_65,7,13.30,1.66,683692.72,248159.27,474.01,-0.39,-0.21,0.89,-102.10,26.54,1149371.34,roof,26.54,0.00,1.66,1,6,5
B2368593_66_0,B2368593,B2368593,66,B2368593_66,0,16.53,1.84,683691.77,248160.14,473.81,-0.39,-0.23,0.89,-103.04,26.57,1156561.60,roof,26.57,0.00,1.84,1,6,5
B2368593_66_1,B2368593,B2368593,66,B2368593_66,1,16.53,1.84,683691.21,248161.98,474.03,-0.39,-0.23,0.89,-103.04,26.57,1161540.27,roof,26.57,0.00,1.84,1,6,5
B2368593_66_2,B2368593,B2368593,66,B2368593_66,2,16.53,1.84,683693.21,248160.18,474.44,-0.39,-0.23,0.89,-103.04,26.57,1164903.98,roof,26.57,0.00,1.84,1,6,5
B2368593_66_3,B2368593,B2368593,66,B2368593_66,3,16.53,1.84,683693.05,248161.94,474.82,-0.39,-0.23,0.89,-103.04,26.57,1164024.18,roof,26.57,0.00,1.84,1,6,5
B2368593_66_4,B2368593,B2368593,66,B2368593_66,4,16.53,1.84,683695.00,248160.64,475.33,-0.39,-0.23,0.89,-103.04,26.57,1164556.13,roof,26.57,0.00,1.84,1,6,5
B2368593_66_5,B2368593,B2368593,66,B2368593_66,5,16.53,1.84,683694.89,248161.89,475.60,-0.39,-0.23,0.89,-103.04,26.57,1165595.29,roof,26.57,0.00,1.84,1,6,5
B2368593_66_6,B2368593,B2368593,66,B2368593_66,6,16.53,1.84,683695.91,248161.10,475.84,-0.39,-0.23,0.89,-103.04,26.57,1165584.92,roof,26.57,0.00,1.84,1,6,5
B2368593_66_7,B2368593,B2368593,66,B2368593_66,7,16.53,1.84,683696.73,248161.84,476.38,-0.39,-0.23,0.89,-103.04,26.57,1167614.37,roof,26.57,0.00,1.84,1,6,5
B2368593_66_8,B2368593,B2368593,66,B2368593_66,8,16.53,1.84,683698.05,248162.24,477.05,-0.39,-0.23,0.89,-103.04,26.57,1169857.32,roof,26.57,0.00,1.84,1,6,5
B2368593_67_0,B2368593,B2368593,67,B2368593_67,0,6.76,1.13,683691.64,248164.71,474.06,-0.46,-0.28,0.84,-106.33,32.91,1152161.97,roof,32.91,0.00,1.13,1,6,5
B2368593_67_1,B2368593,B2368593,67,B2368593_67,1,6.76,1.13,683691.54,248166.10,474.47,-0.46,-0.28,0.84,-106.33,32.91,1172503.28,roof,32.91,0.00,1.13,1,6,5
B2368593_67_2,B2368593,B2368593,67,B2368593_67,2,6.76,1.13,683692.86,248165.20,474.90,-0.46,-0.28,0.84,-106.33,32.91,1169818.86,roof,32.91,0.00,1.13,1,6,5
B2368593_67_3,B2368593,B2368593,67,B2368593_67,3,6.76,1.13,683693.12,248166.59,475.51,-0.46,-0.28,0.84,-106.33,32.91,1190362.81,roof,32.91,0.00,1.13,1,6,5
B2368593_67_4,B2368593,B2368593,67,B2368593_67,4,6.76,1.13,683694.32,248167.14,476.36,-0.46,-0.28,0.84,-106.33,32.91,1206858.18,roof,32.91,0.00,1.13,1,6,5
B2368593_67_5,B2368593,B2368593,67,B2368593_67,5,6.76,1.13,683694.61,248167.95,476.79,-0.46,-0.28,0.84,-106.33,32.91,1161710.97,roof,32.91,0.00,1.13,1,6,5
B2368593_68_0,B2368593,B2368593,68,B2368593_68,0,20.95,1.75,683697.45,248163.39,477.00,-0.48,-0.26,0.83,-105.25,33.43,1157652.49,roof,33.43,0.00,1.75,1,6,5
B2368593_68_1,B2368593,B2368593,68,B2368593_68,1,20.95,1.75,683696.79,248165.32,477.22,-0.48,-0.26,0.83,-105.25,33.43,1155684.59,roof,33.43,0.00,1.75,1,6,5
B2368593_68_2,B2368593,B2368593,68,B2368593_68,2,20.95,1.75,683696.24,248166.43,477.25,-0.48,-0.26,0.83,-105.25,33.43,1155260.29,roof,33.43,0.00,1.75,1,6,5
B2368593_68_3,B2368593,B2368593,68,B2368593_68,3,20.95,1.75,683695.70,248163.57,476.04,-0.48,-0.26,0.83,-105.25,33.43,1156070.60,roof,33.43,0.00,1.75,1,6,5
B2368593_68_4,B2368593,B2368593,68,B2368593_68,4,20.95,1.75,683695.46,248165.32,476.45,-0.48,-0.26,0.83,-105.25,33.43,1155195.98,roof,33.43,0.00,1.75,1,6,5
B2368593_68_5,B2368593,B2368593,68,B2368593_68,5,20.95,1.75,683695.20,248167.25,476.90,-0.48,-0.26,0.83,-105.25,33.43,1154710.48,roof,33.43,0.00,1.75,1,6,5
B2368593_68_6,B2368593,B2368593,68,B2368593_68,6,20.95,1.75,683695.19,248168.26,477.22,-0.48,-0.26,0.83,-105.25,33.43,1154854.96,roof,33.43,0.00,1.75,1,6,5
B2368593_68_7,B2368593,B2368593,68,B2368593_68,7,20.95,1.75,683693.95,248163.74,475.07,-0.48,-0.26,0.83,-105.25,33.43,1154782.75,roof,33.43,0.00,1.75,1,6,5
B2368593_68_8,B2368593,B2368593,68,B2368593_68,8,20.95,1.75,683693.73,248165.32,475.45,-0.48,-0.26,0.83,-105.25,33.43,1160041.99,roof,33.43,0.00,1.75,1,6,5
B2368593_68_9,B2368593,B2368593,68,B2368593_68,9,20.95,1.75,683694.01,248166.73,476.05,-0.48,-0.26,0.83,-105.25,33.43,1154799.09,roof,33.43,0.00,1.75,1,6,5
B2368593_68_10,B2368593,B2368593,68,B2368593_68,10,20.95,1.75,683692.40,248163.92,474.23,-0.48,-0.26,0.83,-105.25,33.43,1144938.32,roof,33.43,0.00,1.75,1,6,5
B2368593_68_11,B2368593,B2368593,68,B2368593_68,11,20.95,1.75,683692.55,248164.79,474.59,-0.48,-0.26,0.83,-105.25,33.43,1156366.40,roof,33.43,0.00,1.75,1,6,5
B2368593_70_0,B2368593,B2368593,70,B2368593_70,0,8.37,0.93,683695.92,248156.76,475.23,0.20,-0.41,0.89,114.25,27.24,1249245.28,roof,27.24,0.00,0.93,2,6,5
B2368593_70_1,B2368593,B2368593,70,B2368593_70,1,8.37,0.93,683693.96,248156.20,475.42,0.20,-0.41,0.89,114.25,27.24,1249402.41,roof,27.24,0.00,0.93,2,6,5
B2368593_70_2,B2368593,B2368593,70,B2368593_70,2,8.37,0.93,683692.83,248155.70,475.44,0.20,-0.41,0.89,114.25,27.24,1249458.26,roof,27.24,0.00,0.93,2,6,5
B2368593_70_3,B2368593,B2368593,70,B2368593_70,3,8.37,0.93,683695.10,248155.61,474.89,0.20,-0.41,0.89,114.25,27.24,1249103.30,roof,27.24,0.00,0.93,2,6,5
B2368593_70_4,B2368593,B2368593,70,B2368593_70,4,8.37,0.93,683693.96,248154.78,474.76,0.20,-0.41,0.89,114.25,27.24,1249112.26,roof,27.24,0.00,0.93,2,6,5
B2368593_70_5,B2368593,B2368593,70,B2368593_70,5,8.37,0.93,683692.63,248154.66,475.01,0.20,-0.41,0.89,114.25,27.24,1249273.87,roof,27.24,0.00,0.93,2,6,5
B2368593_70_6,B2368593,B2368593,70,B2368593_70,6,8.37,0.93,683693.30,248153.46,474.30,0.20,-0.41,0.89,114.25,27.24,1248933.95,roof,27.24,0.00,0.93,2,6,5
B2368593_70_7,B2368593,B2368593,70,B2368593_70,7,8.37,0.93,683692.42,248152.83,474.21,0.20,-0.41,0.89,114.25,27.24,1248927.04,roof,27.24,0.00,0.93,2,6,5
B2368593_70_8,B2368593,B2368593,70,B2368593_70,8,8.37,0.93,683691.91,248151.80,473.85,0.20,-0.41,0.89,114.25,27.24,1248787.63,roof,27.24,0.00,0.93,2,6,5
B2368593_80_0,B2368593,B2368593,80,B2368593_80,0,13.06,1.63,683687.88,248151.77,462.53,-0.00,-0.00,1.00,0.00,0.15,1087553.94,roof,15.22,1.98,0.83,5,6,5
B2368593_82_0,B2368593,B2368593,82,B2368593_82,0,9.66,1.61,683689.31,248151.77,462.53,0.00,-0.00,1.00,0.00,0.12,1077486.18,roof,15.22,1.98,0.82,5,6,5
B2368593_82_4,B2368593,B2368593,82,B2368593_82,4,9.66,1.61,683690.81,248152.20,462.53,0.00,-0.00,1.00,0.00,0.12,1057577.26,roof,15.22,1.98,0.82,5,6,5
