bui_fac_sen,bui,bui_sh,fac,bui_fac,sen_int,fac_area,sen_area,sen_x,sen_y,sen_z,sen_dir_x,sen_dir_y,sen_dir_z,orientation,tilt,total_rad,fac_type,B,array_s,area_netpv,CATteta_z,CATB,CATGB
B153697_31_3,B153697,B153697,31,B153697_31,3,22.82,2.07,683657.91,248228.36,478.13,-0.63,-0.35,0.69,-110.65,46.05,1119319.47,roof,46.05,0.00,2.07,1,6,5
B153697_31_4,B153697,B153697,31,B153697_31,4,22.82,2.07,683657.47,248230.10,478.62,-0.63,-0.35,0.69,-110.65,46.05,1118823.51,roof,46.05,0.00,2.07,1,6,5
B153697_31_5,B153697,B153697,31,B153697_31,5,22.82,2.07,683656.99,248231.97,479.14,-0.63,-0.35,0.69,-110.65,46.05,1118168.54,roof,46.05,0.00,2.07,1,6,5
B153697_31_6,B153697,B153697,31,B153697_31,6,22.82,2.07,683657.01,248233.33,479.85,-0.63,-0.35,0.69,-110.65,46.05,1125923.57,roof,46.05,0.00,2.07,1,6,5
B153697_31_7,B153697,B153697,31,B153697_31,7,22.82,2.07,683656.44,248228.27,476.76,-0.63,-0.35,0.69,-110.65,46.05,1126972.48,roof,46.05,0.00,2.07,1,6,5
B153697_31_8,B153697,B153697,31,B153697_31,8,22.82,2.07,683656.10,248230.10,477.38,-0.63,-0.35,0.69,-110.65,46.05,1121429.95,roof,46.05,0.00,2.07,1,6,5
B153697_31_9,B153697,B153697,31,B153697_31,9,22.82,2.07,683656.30,248231.27,478.16,-0.63,-0.35,0.69,-110.65,46.05,1089121.10,roof,46.05,0.00,2.07,1,6,5
B153697_31_10,B153697,B153697,31,B153697_31,10,22.82,2.07,683655.39,248228.01,475.67,-0.63,-0.35,0.69,-110.65,46.05,1086862.82,roof,46.05,0.00,2.07,1,6,5
B153697_32_0,B153697,B153697,32,B153697_32,0,2.64,0.53,683654.57,248227.59,475.77,0.37,-0.59,0.71,126.47,44.43,1131336.08,roof,44.43,0.00,0.53,6,6,5
B153697_32_1,B153697,B153697,32,B153697_32,1,2.64,0.53,683653.91,248228.89,477.19,0.37,-0.59,0.71,126.47,44.43,1191008.04,roof,44.43,0.00,0.53,6,6,5
B153697_32_2,B153697,B153697,32,B153697_32,2,2.64,0.53,683653.23,248229.18,477.79,0.37,-0.59,0.71,126.47,44.43,1218228.36,roof,44.43,0.00,0.53,6,6,5
B153697_32_3,B153697,B153697,32,B153697_32,3,2.64,0.53,683652.77,248230.21,478.88,0.37,-0.59,0.71,126.47,44.43,1243522.22,roof,44.43,0.00,0.53,6,6,5
B153697_32_4,B153697,B153697,32,B153697_32,4,2.64,0.53,683652.15,248230.98,479.84,0.37,-0.59,0.71,126.47,44.43,1244350.35,roof,44.43,0.00,0.53,6,6,5
B153697_33_0,B153697,B153697,33,B153697_33,0,19.76,1.65,683655.46,248228.05,475.75,0.32,-0.63,0.71,128.98,44.90,1127951.62,roof,44.90,0.00,1.65,6,6,5
B153697_33_1,B153697,B153697,33,B153697_33,1,19.76,1.65,683654.71,248227.94,475.99,0.32,-0.63,0.71,128.98,44.90,1154252.14,roof,44.90,0.00,1.65,6,6,5
B153697_33_2,B153697,B153697,33,B153697_33,2,19.76,1.65,683655.69,248229.60,477.02,0.32,-0.63,0.71,128.98,44.90,1177991.94,roof,44.90,0.00,1.65,6,6,5
B153697_33_3,B153697,B153697,33,B153697_33,3,19.76,1.65,683654.25,248229.28,477.38,0.32,-0.63,0.71,128.98,44.90,1191083.93,roof,44.90,0.00,1.65,6,6,5
B153697_33_4,B153697,B153697,33,B153697_33,4,19.76,1.65,683653.23,248229.69,478.21,0.32,-0.63,0.71,128.98,44.90,1225157.20,roof,44.90,0.00,1.65,6,6,5
B153697_33_5,B153697,B153697,33,B153697_33,5,19.76,1.65,683655.91,248231.14,478.29,0.32,-0.63,0.71,128.98,44.90,1201869.69,roof,44.90,0.00,1.65,6,6,5
B153697_33_6,B153697,B153697,33,B153697_33,6,19.76,1.65,683654.25,248230.77,478.71,0.32,-0.63,0.71,128.98,44.90,1229675.96,roof,44.90,0.00,1.65,6,6,5
B153697_33_7,B153697,B153697,33,B153697_33,7,19.76,1.65,683652.70,248230.42,479.10,0.32,-0.63,0.71,128.98,44.90,1241508.17,roof,44.90,0.00,1.65,6,6,5
B153697_33_8,B153697,B153697,33,B153697_33,8,19.76,1.65,683656.14,248232.69,479.56,0.32,-0.63,0.71,128.98,44.90,1244576.78,roof,44.90,0.00,1.65,6,6,5
B153697_33_9,B153697,B153697,33,B153697_33,9,19.76,1.65,683654.25,248232.03,479.83,0.32,-0.63,0.71,128.98,44.90,1250853.08,roof,44.90,0.00,1.65,6,6,5
B153697_33_10,B153697,B153697,33,B153697_33,10,19.76,1.65,683652.67,248231.40,479.98,0.32,-0.63,0.71,128.98,44.90,1247886.66,roof,44.90,0.00,1.65,6,6,5
B153697_33_11,B153697,B153697,33,B153697_33,11,19.76,1.65,683656.96,248233.66,480.05,0.32,-0.63,0.71,128.98,44.90,1254291.43,roof,44.90,0.00,1.65,6,6,5
B153697_35_0,B153697,B153697,35,B153697_35,0,10.10,1.44,683658.58,248231.05,480.06,0.01,-0.00,1.00,0.00,0.67,1115321.71,roof,15.22,1.98,0.74,5,6,5
B153697_35_1,B153697,B153697,35,B153697_35,1,10.10,1.44,683658.06,248232.92,480.07,0.01,-0.00,1.00,0.00,0.67,1115319.89,roof,15.22,1.98,0.74,5,6,5
B153697_35_2,B153697,B153697,35,B153697_35,2,10.10,1.44,683658.18,248234.42,480.07,0.01,-0.00,1.00,0.00,0.67,1115318.00,roof,15.22,1.98,0.74,5,6,5
B153697_35_3,B153697,B153697,35,B153697_35,3,10.10,1.44,683659.76,248228.92,480.05,0.01,-0.00,1.00,0.00,0.67,1115322.85,roof,15.22,1.98,0.74,5,6,5
B153697_35_4,B153697,B153697,35,B153697_35,4,10.10,1.44,683659.60,248230.92,480.05,0.01,-0.00,1.00,0.00,0.67,1115320.40,roof,15.22,1.98,0.74,5,6,5
B153697_35_5,B153697,B153697,35,B153697_35,5,10.10,1.44,683659.52,248232.92,480.06,0.01,-0.00,1.00,0.00,0.67,1115318.14,roof,15.22,1.98,0.74,5,6,5
B153697_35_6,B153697,B153697,35,B153697_35,6,10.10,1.44,683659.43,248234.59,480.06,0.01,-0.00,1.00,0.00,0.67,1115316.40,roof,15.22,1.98,0.74,5,6,5
B153697_36_0,B153697,B153697,36,B153697_36,0,10.35,1.48,683660.26,248234.27,480.05,0.00,-0.00,1.00,0.00,0.15,1115475.37,roof,15.22,1.98,0.76,5,6,5
B153697_36_1,B153697,B153697,36,B153697_36,1,10.35,1.48,683661.48,248232.11,480.05,0.00,-0.00,1.00,0.00,0.15,1115476.47,roof,15.22,1.98,0.76,5,6,5
B153697_36_2,B153697,B153697,36,B153697_36,2,10.35,1.48,683660.43,248232.27,480.05,0.00,-0.00,1.00,0.00,0.15,1115477.48,roof,15.22,1.98,0.76,5,6,5
B153697_36_3,B153697,B153697,36,B153697_36,3,10.35,1.48,683662.00,248230.27,480.04,0.00,-0.00,1.00,0.00,0.15,1115477.94,roof,15.22,1.98,0.76,5,6,5
B153697_36_4,B153697,B153697,36,B153697_36,4,10.35,1.48,683660.51,248230.27,480.04,0.00,-0.00,1.00,0.00,0.15,1115479.73,roof,15.22,1.98,0.76,5,6,5
B153697_36_5,B153697,B153697,36,B153697_36,5,10.35,1.48,683661.84,248228.79,480.04,0.00,-0.00,1.00,0.00,0.15,1115479.90,roof,15.22,1.98,0.76,5,6,5
B153697_36_6,B153697,B153697,36,B153697_36,6,10.35,1.48,683660.60,248228.59,480.04,0.00,-0.00,1.00,0.00,0.15,1115481.82,roof,15.22,1.98,0.76,5,6,5
