,FILE,FIELD,RMSE,ERROR
3272,cooling\outputs\data\potentials\solar\SC_FP_total_buildings.csv, Q_SC_l_kWh,2074.141375, ok
3276,cooling\outputs\data\potentials\solar\SC_FP_total_buildings.csv, SC_FP_walls_east_m2,0.5776, ok
3277,cooling\outputs\data\potentials\solar\SC_FP_total_buildings.csv, SC_FP_walls_west_m2,9.08025, ok
3278,cooling\outputs\data\potentials\solar\SC_FP_total_buildings.csv, Area_SC_m2,9.665475, ok
3279,cooling\outputs\data\solar-radiation\B1000_geometry.csv, AREA_m2,66.3544000777, ok
3280,cooling\outputs\data\solar-radiation\B1000_geometry.csv, Xcoor,8.1628070528, ok
3282,cooling\outputs\data\solar-radiation\B1000_geometry.csv, Ycoor,3.4932214058, ok
3284,cooling\outputs\data\solar-radiation\B1000_geometry.csv, Zcoor,0.2072940496, ok
3286,cooling\outputs\data\solar-radiation\B1000_radiation.csv, roofs_top_kW,0.0196952055, ok
3290,cooling\outputs\data\solar-radiation\B1000_radiation.csv, walls_north_kW,0.0587896461, ok
3292,cooling\outputs\data\solar-radiation\B1000_radiation.csv, walls_south_kW,0.0180709589, ok
3304,cooling\outputs\data\solar-radiation\B1001_geometry.csv, AREA_m2,66.4184832424, ok
3305,cooling\outputs\data\solar-radiation\B1001_geometry.csv, Xcoor,8.0834131958, ok
3307,cooling\outputs\data\solar-radiation\B1001_geometry.csv, Ycoor,3.448651924, ok
3309,cooling\outputs\data\solar-radiation\B1001_geometry.csv, Zcoor,0.2072940496, ok
3311,cooling\outputs\data\solar-radiation\B1001_radiation.csv, roofs_top_kW,0.0290846233, ok
3317,cooling\outputs\data\solar-radiation\B1001_radiation.csv, walls_south_kW,0.0107980936, ok
3329,cooling\outputs\data\solar-radiation\B1002_geometry.csv, AREA_m2,66.3543887947, ok
3330,cooling\outputs\data\solar-radiation\B1002_geometry.csv, Xcoor,8.1059438933, ok
3332,cooling\outputs\data\solar-radiation\B1002_geometry.csv, Ycoor,3.4296451231, ok
3334,cooling\outputs\data\solar-radiation\B1002_geometry.csv, Zcoor,0.1976462139, ok
3336,cooling\outputs\data\solar-radiation\B1002_radiation.csv, roofs_top_kW,0.0264759475, ok
3340,cooling\outputs\data\solar-radiation\B1002_radiation.csv, walls_north_kW,0.0255717237, ok
3342,cooling\outputs\data\solar-radiation\B1002_radiation.csv, walls_south_kW,0.0283895091, ok
3354,cooling\outputs\data\solar-radiation\B1003_geometry.csv, AREA_m2,66.3448842417, ok
3355,cooling\outputs\data\solar-radiation\B1003_geometry.csv, Xcoor,8.4491844918, ok
3357,cooling\outputs\data\solar-radiation\B1003_geometry.csv, Ycoor,3.7036592343, ok
3359,cooling\outputs\data\solar-radiation\B1003_geometry.csv, Zcoor,0.1976462139, ok
3361,cooling\outputs\data\solar-radiation\B1003_radiation.csv, roofs_top_kW,0.0288641324, ok
3365,cooling\outputs\data\solar-radiation\B1003_radiation.csv, walls_north_kW,0.0665718379, ok
3367,cooling\outputs\data\solar-radiation\B1003_radiation.csv, walls_south_kW,0.0327218151, ok
3382,cooling\outputs\data\thermal-network\DC__EdgeNode.csv, PIPE0,0.2222222222, ok
3383,cooling\outputs\data\thermal-network\DC__EdgeNode.csv, PIPE1,0.2222222222, ok
3384,cooling\outputs\data\thermal-network\DC__EdgeNode.csv, PIPE2,0.2222222222, ok
3386,cooling\outputs\data\thermal-network\DC__EdgeNode.csv, PIPE4,0.4444444444, ok
3387,cooling\outputs\data\thermal-network\DC__EdgeNode.csv, PIPE5,0.2222222222, ok
3388,cooling\outputs\data\thermal-network\DC__EdgeNode.csv, PIPE6,0.6666666667, ok
3390,cooling\outputs\data\thermal-network\DC__linear_pressure_drop_edges_Paperm.csv, PIPE0,9825.8517072661, ok
3391,cooling\outputs\data\thermal-network\DC__linear_pressure_drop_edges_Paperm.csv, PIPE1,9890.9291804127, ok
3392,cooling\outputs\data\thermal-network\DC__linear_pressure_drop_edges_Paperm.csv, PIPE2,106894.4300528402, ok
3393,cooling\outputs\data\thermal-network\DC__linear_pressure_drop_edges_Paperm.csv, PIPE3,106697.9449010544, ok
3394,cooling\outputs\data\thermal-network\DC__linear_pressure_drop_edges_Paperm.csv, PIPE4,0.4920248023, ok
3395,cooling\outputs\data\thermal-network\DC__linear_pressure_drop_edges_Paperm.csv, PIPE5,878.1964799112, ok
3396,cooling\outputs\data\thermal-network\DC__linear_pressure_drop_edges_Paperm.csv, PIPE6,888.5686443054, ok
3397,cooling\outputs\data\thermal-network\DC__linear_pressure_drop_edges_Paperm.csv, PIPE7,2.950332295, ok
3398,cooling\outputs\data\thermal-network\DC__linear_thermal_loss_edges_Wperm.csv, PIPE0,1.8983382612, ok
3399,cooling\outputs\data\thermal-network\DC__linear_thermal_loss_edges_Wperm.csv, PIPE1,1.8900658719, ok
3400,cooling\outputs\data\thermal-network\DC__linear_thermal_loss_edges_Wperm.csv, PIPE2,0.6488780094, ok
3401,cooling\outputs\data\thermal-network\DC__linear_thermal_loss_edges_Wperm.csv, PIPE3,0.6477329691, ok
3403,cooling\outputs\data\thermal-network\DC__linear_thermal_loss_edges_Wperm.csv, PIPE5,0.437982793, ok
3404,cooling\outputs\data\thermal-network\DC__linear_thermal_loss_edges_Wperm.csv, PIPE6,0.4595348965, ok
3406,cooling\outputs\data\thermal-network\DC__massflow_edges_kgs.csv, PIPE0,0.0323524197, ok
3407,cooling\outputs\data\thermal-network\DC__massflow_edges_kgs.csv, PIPE1,0.0324598313, ok
3419,cooling\outputs\data\thermal-network\DC__massflow_nodes_kgs.csv, NODE5,0.013120471, ok
3421,cooling\outputs\data\thermal-network\DC__massflow_nodes_kgs.csv, NODE7,0.0130930713, ok
3423,cooling\outputs\data\thermal-network\DC__metadata_edges.csv, length_m,47.1675058704, ok
3429,cooling\outputs\data\thermal-network\DC__plant_pumping_pressure_loss_Pa.csv, pressure_loss_return_Pa,4465.9059012972, ok
3430,cooling\outputs\data\thermal-network\DC__plant_pumping_pressure_loss_Pa.csv, pressure_loss_substations_Pa,1557.6279303388, ok
3431,cooling\outputs\data\thermal-network\DC__plant_pumping_pressure_loss_Pa.csv, pressure_loss_supply_Pa,4465.9059012972, ok
3432,cooling\outputs\data\thermal-network\DC__plant_pumping_pressure_loss_Pa.csv, pressure_loss_total_Pa,27252.349857241, ok
3434,cooling\outputs\data\thermal-network\DC__pressure_at_nodes_Pa.csv, NODE0,378.0662159078, ok
3435,cooling\outputs\data\thermal-network\DC__pressure_at_nodes_Pa.csv, NODE1,157.8145084493, ok
3436,cooling\outputs\data\thermal-network\DC__pressure_at_nodes_Pa.csv, NODE2,17732948.755686365, ok
3437,cooling\outputs\data\thermal-network\DC__pressure_at_nodes_Pa.csv, NODE3,17842460.343121085, ok
3438,cooling\outputs\data\thermal-network\DC__pressure_at_nodes_Pa.csv, NODE4,39197349.75317197, ok
3439,cooling\outputs\data\thermal-network\DC__pressure_at_nodes_Pa.csv, NODE5,30117442.830274846, ok
3440,cooling\outputs\data\thermal-network\DC__pressure_at_nodes_Pa.csv, NODE6,43508188.12497302, ok
3441,cooling\outputs\data\thermal-network\DC__pressure_at_nodes_Pa.csv, NODE7,33204029.35871456, ok
3442,cooling\outputs\data\thermal-network\DC__pressure_at_nodes_Pa.csv, NODE8,404.9655597948, ok
3455,cooling\outputs\data\thermal-network\DC__temperature_plant_K.csv, temperature_return_K,0.0804494561, ok
3457,cooling\outputs\data\thermal-network\DC__temperature_return_nodes_K.csv, NODE3,0.0804494561, ok
3458,cooling\outputs\data\thermal-network\DC__temperature_return_nodes_K.csv, NODE2,0.0804494561, ok
3459,cooling\outputs\data\thermal-network\DC__temperature_return_nodes_K.csv, NODE5,0.0804494561, ok
3460,cooling\outputs\data\thermal-network\DC__temperature_return_nodes_K.csv, NODE6,0.0804494561, ok
3461,cooling\outputs\data\thermal-network\DC__temperature_return_nodes_K.csv, NODE0,0.0804494561, ok
3462,cooling\outputs\data\thermal-network\DC__temperature_return_nodes_K.csv, NODE1,0.0804494561, ok
3463,cooling\outputs\data\thermal-network\DC__temperature_return_nodes_K.csv, NODE4,0.0804494561, ok
3464,cooling\outputs\data\thermal-network\DC__temperature_return_nodes_K.csv, NODE7,0.0804494561, ok
3465,cooling\outputs\data\thermal-network\DC__temperature_return_nodes_K.csv, NODE8,0.0804494561, ok
3475,cooling\outputs\data\thermal-network\DC__thermal_demand_per_building_W.csv, B1000,131.4271689498, ok
3476,cooling\outputs\data\thermal-network\DC__thermal_demand_per_building_W.csv, B1001,489.3805936073, ok
3477,cooling\outputs\data\thermal-network\DC__thermal_demand_per_building_W.csv, B1002,107.5166666667, ok
3478,cooling\outputs\data\thermal-network\DC__thermal_demand_per_building_W.csv, B1003,330.2059360731, ok
3490,cooling\outputs\data\thermal-network\DC__velocity_edges_mpers.csv, PIPE0,0.0200022484, ok
3491,cooling\outputs\data\thermal-network\DC__velocity_edges_mpers.csv, PIPE1,0.0201872452, ok
3492,cooling\outputs\data\thermal-network\DC__velocity_edges_mpers.csv, PIPE2,0.0538624284, ok
3493,cooling\outputs\data\thermal-network\DC__velocity_edges_mpers.csv, PIPE3,0.0537910904, ok
3901,heating\outputs\data\costs\supply_system_costs_today.csv, OIL_hs_TAC_USD,0.1578, ok
3910,heating\outputs\data\costs\supply_system_costs_today.csv, OIL_hs_opex_USD,0.1580666667, ok
3911,heating\outputs\data\costs\supply_system_costs_today.csv, OIL_hs_opex_a_USD,0.1580666667, ok
3912,heating\outputs\data\costs\supply_system_costs_today.csv, OIL_hs_opex_a_building_scale_USD,0.1580666667, ok
3916,heating\outputs\data\costs\supply_system_costs_today.csv, OIL_hs_opex_a_var_USD,0.1617, ok
3917,heating\outputs\data\costs\supply_system_costs_today.csv, OIL_hs_opex_building_scale_USD,0.1580666667, ok
3921,heating\outputs\data\costs\supply_system_costs_today.csv, OIL_hs_opex_var_USD,0.1617, ok
3944,heating\outputs\data\costs\supply_system_costs_today.csv, Opex_a_sys_USD,0.1603, ok
3945,heating\outputs\data\costs\supply_system_costs_today.csv, Opex_a_sys_building_scale_USD,0.1575166667, ok
3948,heating\outputs\data\costs\supply_system_costs_today.csv, Opex_a_var_sys_USD,0.1580666667, ok
3950,heating\outputs\data\costs\supply_system_costs_today.csv, Opex_sys_USD,0.1603, ok
3951,heating\outputs\data\costs\supply_system_costs_today.csv, Opex_sys_building_scale_USD,0.1575166667, ok
3954,heating\outputs\data\costs\supply_system_costs_today.csv, Opex_var_sys_USD,0.1580666667, ok
3955,heating\outputs\data\costs\supply_system_costs_today.csv, TAC_sys_USD,0.1614166667, ok
4383,heating\outputs\data\demand\B1002.csv, Ths_sys_sup_shu_C,0.0372911049, ok
4386,heating\outputs\data\demand\B1002.csv, Ths_sys_re_shu_C,0.0372681613, ok
5103,heating\outputs\data\optimization\decentralized\DiscOp_B1000_result_heating.csv, Capacity_BaseBoiler_NG_W,0.1361251374, ok
5104,heating\outputs\data\optimization\decentralized\DiscOp_B1000_result_heating.csv, Capacity_FC_NG_W,0.0353571785, ok
5105,heating\outputs\data\optimization\decentralized\DiscOp_B1000_result_heating.csv, Capacity_GS_HP_W,0.1361251374, ok
5106,heating\outputs\data\optimization\decentralized\DiscOp_B1000_result_heating.csv, Capex_a_USD,0.1152287066, ok
5107,heating\outputs\data\optimization\decentralized\DiscOp_B1000_result_heating.csv, Capex_total_USD,7.6032703006, ok
5109,heating\outputs\data\optimization\decentralized\DiscOp_B1000_result_heating.csv, Nominal heating load,0.459643321, ok
5110,heating\outputs\data\optimization\decentralized\DiscOp_B1000_result_heating.csv, Opex_fixed_USD,0.0166490594, ok
5111,heating\outputs\data\optimization\decentralized\DiscOp_B1000_result_heating.csv, Opex_var_USD,0.9667794954, ok
5112,heating\outputs\data\optimization\decentralized\DiscOp_B1000_result_heating.csv, TAC_USD,1.2082576921, ok
5114,heating\outputs\data\optimization\decentralized\DiscOp_B1000_result_heating_activation.csv, NG_Boiler_req_W,137.5443168742, ok
5115,heating\outputs\data\optimization\decentralized\DiscOp_B1000_result_heating_activation.csv, Q_Boiler_gen_directload_W,112.4930146861, ok
5125,heating\outputs\data\optimization\decentralized\DiscOp_B1001_result_heating.csv, Opex_var_USD,0.0800361403, ok
5126,heating\outputs\data\optimization\decentralized\DiscOp_B1001_result_heating.csv, TAC_USD,0.0800361403, ok
5128,heating\outputs\data\optimization\decentralized\DiscOp_B1001_result_heating_activation.csv, NG_Boiler_req_W,53.700328486, ok
5129,heating\outputs\data\optimization\decentralized\DiscOp_B1001_result_heating_activation.csv, Q_Boiler_gen_directload_W,43.5637272442, ok
5142,heating\outputs\data\optimization\decentralized\DiscOp_B1002_result_heating_activation.csv, NG_Boiler_req_W,31.1337091435, ok
5143,heating\outputs\data\optimization\decentralized\DiscOp_B1002_result_heating_activation.csv, Q_Boiler_gen_directload_W,25.2956197533, ok
5153,heating\outputs\data\optimization\decentralized\DiscOp_B1003_result_heating.csv, Opex_var_USD,0.0178287206, ok
5154,heating\outputs\data\optimization\decentralized\DiscOp_B1003_result_heating.csv, TAC_USD,0.0178287206, ok
5156,heating\outputs\data\optimization\decentralized\DiscOp_B1003_result_heating_activation.csv, NG_Boiler_req_W,52.6404476071, ok
5157,heating\outputs\data\optimization\decentralized\DiscOp_B1003_result_heating_activation.csv, Q_Boiler_gen_directload_W,42.3649274008, ok
5159,heating\outputs\data\optimization\decentralized\DiscOp_B1004_result_heating.csv, Capacity_BaseBoiler_NG_W,0.1361251374, ok
5160,heating\outputs\data\optimization\decentralized\DiscOp_B1004_result_heating.csv, Capacity_FC_NG_W,0.0353571785, ok
5161,heating\outputs\data\optimization\decentralized\DiscOp_B1004_result_heating.csv, Capacity_GS_HP_W,0.1361251374, ok
5162,heating\outputs\data\optimization\decentralized\DiscOp_B1004_result_heating.csv, Capex_a_USD,0.1144945556, ok
5163,heating\outputs\data\optimization\decentralized\DiscOp_B1004_result_heating.csv, Capex_total_USD,7.4063664995, ok
5165,heating\outputs\data\optimization\decentralized\DiscOp_B1004_result_heating.csv, Nominal heating load,0.4596433209, ok
5166,heating\outputs\data\optimization\decentralized\DiscOp_B1004_result_heating.csv, Opex_fixed_USD,0.0166478602, ok
5167,heating\outputs\data\optimization\decentralized\DiscOp_B1004_result_heating.csv, Opex_var_USD,0.1316038152, ok
5168,heating\outputs\data\optimization\decentralized\DiscOp_B1004_result_heating.csv, TAC_USD,0.3922960746, ok
5170,heating\outputs\data\optimization\decentralized\DiscOp_B1004_result_heating_activation.csv, NG_Boiler_req_W,51.1948240323, ok
5171,heating\outputs\data\optimization\decentralized\DiscOp_B1004_result_heating_activation.csv, Q_Boiler_gen_directload_W,41.1909505105, ok
5181,heating\outputs\data\optimization\decentralized\DiscOp_B1005_result_heating.csv, Opex_var_USD,0.0178863664, ok
5182,heating\outputs\data\optimization\decentralized\DiscOp_B1005_result_heating.csv, TAC_USD,0.0178863664, ok
5184,heating\outputs\data\optimization\decentralized\DiscOp_B1005_result_heating_activation.csv, NG_Boiler_req_W,25.2685813996, ok
5185,heating\outputs\data\optimization\decentralized\DiscOp_B1005_result_heating_activation.csv, Q_Boiler_gen_directload_W,20.6490986619, ok
5200,heating\outputs\data\optimization\network\DH_Network_summary_result_0x37.csv, Q_DHNf_W,9.0852051115, ok
5201,heating\outputs\data\optimization\network\DH_Network_summary_result_0x37.csv, Q_DH_losses_W,0.831593696, ok
5214,heating\outputs\data\optimization\network\DH_Network_summary_result_0x3f.csv, Q_DHNf_W,11.2086489346, ok
5215,heating\outputs\data\optimization\network\DH_Network_summary_result_0x3f.csv, Q_DH_losses_W,0.9248057839, ok
5429,heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_building_scale_performance.csv, GHG_heating_building_scale_tonCO2,0.020736, ok
5433,heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_building_scale_performance.csv, Opex_var_heating_building_scale_USD,2895.946596, ok
5434,heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv, Capex_a_BackupBoiler_NG_district_scale_USD,6204587.791800999, ok
5439,heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv, Capex_a_Furnace_wet_district_scale_USD,3554573256.1385636, ok
5440,heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv, Capex_a_GHP_district_scale_USD,76057271.250724, ok
5445,heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv, Capex_a_PVT_district_scale_USD,4128528.206883988, ok
5446,heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv, Capex_a_PV_district_scale_USD,414992.3516010001, ok
5447,heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv, Capex_a_PeakBoiler_NG_district_scale_USD,73289.8598410007, ok
5448,heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv, Capex_a_SC_ET_district_scale_USD,27524156.844408788, ok
5449,heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv, Capex_a_SC_FP_district_scale_USD,247380.8958760106, ok
5450,heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv, Capex_a_SeasonalStorage_WS_district_scale_USD,78927055.12810045, ok
5452,heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv, Capex_total_BackupBoiler_NG_district_scale_USD,963613772.8526411, ok
5457,heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv, Capex_total_Furnace_wet_district_scale_USD,552049000000.0, ok
5458,heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv, Capex_total_GHP_district_scale_USD,20643948147.200397, ok
5463,heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv, Capex_total_PVT_district_scale_USD,641188237.6730402, ok
5464,heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv, Capex_total_PV_district_scale_USD,64451176.36620096, ok
5465,heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv, Capex_total_PeakBoiler_NG_district_scale_USD,11382452.21652098, ok
5466,heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv, Capex_total_SC_ET_district_scale_USD,4274684968.1555886, ok
5467,heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv, Capex_total_SC_FP_district_scale_USD,38419827.84713071, ok
5468,heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv, Capex_total_SeasonalStorage_WS_district_scale_USD,12897800103.784288, ok
5470,heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv, GHG_DB_district_scale_tonCO2yr,0.421201, ok
5471,heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv, GHG_GRID_exports_district_scale_tonCO2yr,0.013689, ok
5472,heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv, GHG_GRID_imports_district_scale_tonCO2yr,0.020736, ok
5473,heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv, GHG_NG_district_scale_tonCO2yr,0.215296, ok
5474,heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv, GHG_WB_district_scale_tonCO2yr,1.190281, ok
5475,heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv, Opex_fixed_BackupBoiler_NG_district_scale_USD,2409033.035236, ok
5480,heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv, Opex_fixed_Furnace_wet_district_scale_USD,1380122500.0, ok
5481,heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv, Opex_fixed_GHP_district_scale_USD,111608.778241, ok
5486,heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv, Opex_fixed_PVT_district_scale_USD,38323.152169, ok
5487,heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv, Opex_fixed_PV_district_scale_USD,6445.038961, ok
5488,heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv, Opex_fixed_PeakBoiler_NG_district_scale_USD,28456.3161, ok
5489,heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv, Opex_fixed_SC_ET_district_scale_USD,10392925.125636004, ok
5490,heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv, Opex_fixed_SC_FP_district_scale_USD,96049.786561001, ok
5491,heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv, Opex_fixed_SeasonalStorage_WS_district_scale_USD,1289780.4192249947, ok
5493,heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv, Opex_var_DB_district_scale_USD,25022775.184729, ok
5494,heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv, Opex_var_GRID_exports_district_scale_USD,63497.952144, ok
5495,heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv, Opex_var_GRID_imports_district_scale_USD,96574.2636960006, ok
5496,heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv, Opex_var_NG_district_scale_USD,29935.228324, ok
5497,heating\outputs\data\optimization\slave\gen_0\ind_3_buildings_district_scale_performance.csv, Opex_var_WB_district_scale_USD,70682525.14410001, ok
5498,heating\outputs\data\optimization\slave\gen_0\ind_3_building_scale_heating_capacity.csv, Capacity_BaseBoiler_NG_heat_building_scale_W,83.202804, ok
5516,heating\outputs\data\optimization\slave\gen_0\ind_3_district_scale_electrical_capacity.csv, Capacity_GRID_el_district_scale_W,4128581.0358809982, ok
5517,heating\outputs\data\optimization\slave\gen_0\ind_3_district_scale_electrical_capacity.csv, Capacity_PV_el_district_scale_W,27599808.616704006, ok
5518,heating\outputs\data\optimization\slave\gen_0\ind_3_district_scale_electrical_capacity.csv, Capacity_PV_el_district_scale_m2,9897.663169, ok
5519,heating\outputs\data\optimization\slave\gen_0\ind_3_district_scale_heating_capacity.csv, Capacity_BackupBoiler_NG_heat_district_scale_W,2795908.377409001, ok
5520,heating\outputs\data\optimization\slave\gen_0\ind_3_district_scale_heating_capacity.csv, Capacity_BaseBoiler_NG_heat_district_scale_W,295433153.5725611, ok
5521,heating\outputs\data\optimization\slave\gen_0\ind_3_district_scale_heating_capacity.csv, Capacity_CHP_DB_el_district_scale_W,49970902.380100004, ok
5522,heating\outputs\data\optimization\slave\gen_0\ind_3_district_scale_heating_capacity.csv, Capacity_CHP_DB_heat_district_scale_W,212742556.9758091, ok
5525,heating\outputs\data\optimization\slave\gen_0\ind_3_district_scale_heating_capacity.csv, Capacity_CHP_WB_el_district_scale_W,27109454.142276, ok
5526,heating\outputs\data\optimization\slave\gen_0\ind_3_district_scale_heating_capacity.csv, Capacity_CHP_WB_heat_district_scale_W,1254566907.457956, ok
5528,heating\outputs\data\optimization\slave\gen_0\ind_3_district_scale_heating_capacity.csv, Capacity_HP_GS_heat_district_scale_W,1254479988.6123207, ok
5529,heating\outputs\data\optimization\slave\gen_0\ind_3_district_scale_heating_capacity.csv, Capacity_HP_SS_heat_district_scale_W,2441000.0169000025, ok
5530,heating\outputs\data\optimization\slave\gen_0\ind_3_district_scale_heating_capacity.csv, Capacity_HP_WS_heat_district_scale_W,9758707.475448932, ok
5531,heating\outputs\data\optimization\slave\gen_0\ind_3_district_scale_heating_capacity.csv, Capacity_PVT_district_scale_m2,3580.8256, ok
5532,heating\outputs\data\optimization\slave\gen_0\ind_3_district_scale_heating_capacity.csv, Capacity_PVT_el_district_scale_W,91671892.807936, ok
5533,heating\outputs\data\optimization\slave\gen_0\ind_3_district_scale_heating_capacity.csv, Capacity_PVT_heat_district_scale_W,2150798024.629809, ok
5534,heating\outputs\data\optimization\slave\gen_0\ind_3_district_scale_heating_capacity.csv, Capacity_PeakBoiler_NG_heat_district_scale_W,156301254.20250008, ok
5535,heating\outputs\data\optimization\slave\gen_0\ind_3_district_scale_heating_capacity.csv, Capacity_SC_ET_district_scale_m2,915.425536, ok
5536,heating\outputs\data\optimization\slave\gen_0\ind_3_district_scale_heating_capacity.csv, Capacity_SC_ET_heat_district_scale_W,475894574.0400641, ok
5537,heating\outputs\data\optimization\slave\gen_0\ind_3_district_scale_heating_capacity.csv, Capacity_SC_FP_district_scale_m2,8.462281, ok
5538,heating\outputs\data\optimization\slave\gen_0\ind_3_district_scale_heating_capacity.csv, Capacity_SC_FP_heat_district_scale_W,5081611.50304901, ok
5539,heating\outputs\data\optimization\slave\gen_0\ind_3_district_scale_heating_capacity.csv, Capacity_SeasonalStorage_WS_heat_district_scale_W,4818698704169.356, ok
5540,heating\outputs\data\optimization\slave\gen_0\ind_3_district_scale_heating_capacity.csv, Capacity_SeasonalStorage_WS_heat_district_scale_m3,26361.743769, ok
5543,heating\outputs\data\optimization\slave\gen_0\ind_3_Electricity_Activation_Pattern.csv, E_Furnace_dry_gen_directload_W,6022495.330870933, ok
5544,heating\outputs\data\optimization\slave\gen_0\ind_3_Electricity_Activation_Pattern.csv, E_Furnace_dry_gen_export_W,583915.2025777928, ok
5545,heating\outputs\data\optimization\slave\gen_0\ind_3_Electricity_Activation_Pattern.csv, E_Furnace_wet_gen_directload_W,1631053.9892185293, ok
5546,heating\outputs\data\optimization\slave\gen_0\ind_3_Electricity_Activation_Pattern.csv, E_Furnace_wet_gen_export_W,164813.507573647, ok
5547,heating\outputs\data\optimization\slave\gen_0\ind_3_Electricity_Activation_Pattern.csv, E_GRID_directload_W,32041686.480169322, ok
5548,heating\outputs\data\optimization\slave\gen_0\ind_3_Electricity_Activation_Pattern.csv, E_PVT_gen_directload_W,3959111.0428477195, ok
5549,heating\outputs\data\optimization\slave\gen_0\ind_3_Electricity_Activation_Pattern.csv, E_PVT_gen_export_W,634877.5299296831, ok
5550,heating\outputs\data\optimization\slave\gen_0\ind_3_Electricity_Activation_Pattern.csv, E_PV_gen_directload_W,6330582.684299381, ok
5551,heating\outputs\data\optimization\slave\gen_0\ind_3_Electricity_Activation_Pattern.csv, E_PV_gen_export_W,1051122.36368445, ok
5554,heating\outputs\data\optimization\slave\gen_0\ind_3_Electricity_Requirements_Pattern.csv, E_BackupBoiler_req_W,1.3498609579, ok
5556,heating\outputs\data\optimization\slave\gen_0\ind_3_Electricity_Requirements_Pattern.csv, E_BaseBoiler_req_W,625.4859864922, ok
5560,heating\outputs\data\optimization\slave\gen_0\ind_3_Electricity_Requirements_Pattern.csv, E_DHN_req_W,0.0312069089, ok
5561,heating\outputs\data\optimization\slave\gen_0\ind_3_Electricity_Requirements_Pattern.csv, E_GHP_req_W,219177.5274113519, ok
5562,heating\outputs\data\optimization\slave\gen_0\ind_3_Electricity_Requirements_Pattern.csv, E_HP_Lake_req_W,12404215.698910322, ok
5563,heating\outputs\data\optimization\slave\gen_0\ind_3_Electricity_Requirements_Pattern.csv, E_HP_PVT_req_W,1110401.0362081344, ok
5564,heating\outputs\data\optimization\slave\gen_0\ind_3_Electricity_Requirements_Pattern.csv, E_HP_SC_ET_req_W,3538.3539534104, ok
5565,heating\outputs\data\optimization\slave\gen_0\ind_3_Electricity_Requirements_Pattern.csv, E_HP_SC_FP_req_W,2751.9558684595, ok
5567,heating\outputs\data\optimization\slave\gen_0\ind_3_Electricity_Requirements_Pattern.csv, E_HP_Sew_req_W,3069308.215595695, ok
5568,heating\outputs\data\optimization\slave\gen_0\ind_3_Electricity_Requirements_Pattern.csv, E_PeakBoiler_req_W,881.4039795502, ok
5572,heating\outputs\data\optimization\slave\gen_0\ind_3_Electricity_Requirements_Pattern.csv, E_Storage_discharging_req_W,311924.4778229048, ok
