,FILE,FIELD,RMSE,ERROR
8342,heating\outputs\data\thermal-network\DH__linear_pressure_drop_edges_Paperm.csv, PIPE6,602164.7980278688, ok
8343,heating\outputs\data\thermal-network\DH__linear_pressure_drop_edges_Paperm.csv, PIPE7,2.7396715934, ok
8344,heating\outputs\data\thermal-network\DH__linear_pressure_drop_edges_Paperm.csv, PIPE8,91130.8130451527, ok
8345,heating\outputs\data\thermal-network\DH__linear_pressure_drop_edges_Paperm.csv, PIPE9,94594.7827401856, ok
8346,heating\outputs\data\thermal-network\DH__linear_pressure_drop_edges_Paperm.csv, PIPE10,3.3297642908, ok
8347,heating\outputs\data\thermal-network\DH__linear_pressure_drop_edges_Paperm.csv, PIPE11,4.7014576215, ok
8348,heating\outputs\data\thermal-network\DH__linear_thermal_loss_edges_Wperm.csv, PIPE0,0.4530403634, ok
8349,heating\outputs\data\thermal-network\DH__linear_thermal_loss_edges_Wperm.csv, PIPE1,0.5739512473, ok
8350,heating\outputs\data\thermal-network\DH__linear_thermal_loss_edges_Wperm.csv, PIPE2,0.4523757291, ok
8351,heating\outputs\data\thermal-network\DH__linear_thermal_loss_edges_Wperm.csv, PIPE3,0.1840470985, ok
8352,heating\outputs\data\thermal-network\DH__linear_thermal_loss_edges_Wperm.csv, PIPE4,0.1889594171, ok
8354,heating\outputs\data\thermal-network\DH__linear_thermal_loss_edges_Wperm.csv, PIPE6,0.1088297815, ok
8356,heating\outputs\data\thermal-network\DH__linear_thermal_loss_edges_Wperm.csv, PIPE8,0.4524127087, ok
8357,heating\outputs\data\thermal-network\DH__linear_thermal_loss_edges_Wperm.csv, PIPE9,0.4596622887, ok
8358,heating\outputs\data\thermal-network\DH__linear_thermal_loss_edges_Wperm.csv, PIPE10,0.18451534, ok
8361,heating\outputs\data\thermal-network\DH__massflow_edges_kgs.csv, PIPE1,0.0281062541, ok
8366,heating\outputs\data\thermal-network\DH__massflow_edges_kgs.csv, PIPE6,0.028541902, ok
8385,heating\outputs\data\thermal-network\DH__metadata_edges.csv, length_m,20.4292632173, ok
8391,heating\outputs\data\thermal-network\DH__plant_pumping_pressure_loss_Pa.csv, pressure_loss_return_Pa,260.8417278248, ok
8392,heating\outputs\data\thermal-network\DH__plant_pumping_pressure_loss_Pa.csv, pressure_loss_substations_Pa,132.4782800188, ok
8393,heating\outputs\data\thermal-network\DH__plant_pumping_pressure_loss_Pa.csv, pressure_loss_supply_Pa,260.8417278248, ok
8394,heating\outputs\data\thermal-network\DH__plant_pumping_pressure_loss_Pa.csv, pressure_loss_total_Pa,1916.6000556871, ok
8396,heating\outputs\data\thermal-network\DH__pressure_at_nodes_Pa.csv, NODE0,49174237.25035896, ok
8397,heating\outputs\data\thermal-network\DH__pressure_at_nodes_Pa.csv, NODE1,3385512.190223234, ok
8398,heating\outputs\data\thermal-network\DH__pressure_at_nodes_Pa.csv, NODE2,3349316.6241624733, ok
8399,heating\outputs\data\thermal-network\DH__pressure_at_nodes_Pa.csv, NODE3,3383153.2033032198, ok
8400,heating\outputs\data\thermal-network\DH__pressure_at_nodes_Pa.csv, NODE4,754948.4416208562, ok
8401,heating\outputs\data\thermal-network\DH__pressure_at_nodes_Pa.csv, NODE5,3407171.8609623974, ok
8402,heating\outputs\data\thermal-network\DH__pressure_at_nodes_Pa.csv, NODE6,40969037.6759476, ok
8403,heating\outputs\data\thermal-network\DH__pressure_at_nodes_Pa.csv, NODE7,40884779.64701826, ok
8404,heating\outputs\data\thermal-network\DH__pressure_at_nodes_Pa.csv, NODE8,59995695.194114104, ok
8405,heating\outputs\data\thermal-network\DH__pressure_at_nodes_Pa.csv, NODE9,4320449.124553298, ok
8406,heating\outputs\data\thermal-network\DH__pressure_at_nodes_Pa.csv, NODE10,57006045.23995389, ok
8407,heating\outputs\data\thermal-network\DH__pressure_at_nodes_Pa.csv, NODE11,28827239.957872074, ok
8408,heating\outputs\data\thermal-network\DH__pressure_at_nodes_Pa.csv, NODE12,19.8091306313, ok
8455,heating\outputs\data\thermal-network\DH__thermal_demand_per_building_W.csv, B1000,4.0149543379, ok
8456,heating\outputs\data\thermal-network\DH__thermal_demand_per_building_W.csv, B1001,1.5271689498, ok
8457,heating\outputs\data\thermal-network\DH__thermal_demand_per_building_W.csv, B1002,0.6284246575, ok
8458,heating\outputs\data\thermal-network\DH__thermal_demand_per_building_W.csv, B1003,2.5546803653, ok
8459,heating\outputs\data\thermal-network\DH__thermal_demand_per_building_W.csv, B1004,1.7321917808, ok
8460,heating\outputs\data\thermal-network\DH__thermal_demand_per_building_W.csv, B1005,0.2828767123, ok
8476,heating\outputs\data\thermal-network\DH__velocity_edges_mpers.csv, PIPE0,0.0528865271, ok
8477,heating\outputs\data\thermal-network\DH__velocity_edges_mpers.csv, PIPE1,0.2101587179, ok
8478,heating\outputs\data\thermal-network\DH__velocity_edges_mpers.csv, PIPE2,0.0516046541, ok
8482,heating\outputs\data\thermal-network\DH__velocity_edges_mpers.csv, PIPE6,0.213416184, ok
8484,heating\outputs\data\thermal-network\DH__velocity_edges_mpers.csv, PIPE8,0.0516243916, ok
8485,heating\outputs\data\thermal-network\DH__velocity_edges_mpers.csv, PIPE9,0.054763326, ok
