ID,UUID,name,ID_recycling,recycling_method,density,unit,thermal_conductivity,thermal_conductivity_source,UBP_total,UBP_production,UBP_recycling,overall_energy_total,overall_energy_production,overall_energy_production_in_process,overall_energy_prodution_in_material,overall_recycling,renewable_energy_total,renewable_energy_production,renewable_energy_production_in_process,renewable_energy_prodution_in_material,renewable_recycling,unrenewable_energy_total,unrenewable_energy_production,unrenewable_energy_production_in_process,unrenewable_energy_prodution_in_material,unrenewable_recycling,GHG_emission_total,GHG_emission_production,GHG_emission_recycling,biogenic_carbon_in_product
10.016,7A1681B7-2F34-4B51-BF2D-D4C9C33CFCA5,Flachsfasern,91.121,"Entsorgung, Flachsfaser-Daemmung",30,kg,,,"2,940","2,570",370,11.3,11.1,6.12,5,0.167,5.97,5.96,0.956,5,0.0126,5.32,5.17,5.17,0,0.154,1.01,0.777,0.235,0.44
10.016.01,109E7CA4-9DB1-46E0-AAA8-EF6E159A7A63,"Flachsfasern, MAGRIPOL, Premium",91.121,"Entsorgung, Flachsfaser-Daemmung",30,kg,,,"2,880","2,510",370,11.1,10.9,5.92,5,0.167,5.91,5.89,0.893,5,0.0126,5.18,5.03,5.03,0,0.154,0.983,0.749,0.235,0.44
10.017,CC513F17-747F-4776-ABFA-9C78FF26A557,"Flachsfasern, feuerfest",91.121,"Entsorgung, Flachsfaser-Daemmung",30,kg,,,"3,530","3,160",370,13,12.8,7.82,5,0.167,5.47,5.46,0.456,5,0.0126,7.51,7.36,7.36,0,0.154,1.45,1.22,0.235,0.44
10.017.01,C5CF1731-3091-4FC5-9552-DE7368F296A6,"Flachsfasern, feuerfest, MAGRIPOL, Premium+",91.121,"Entsorgung, Flachsfaser-Daemmung",30,kg,,,"3,460","3,090",370,12.8,12.6,7.6,5,0.167,5.41,5.4,0.397,5,0.0126,7.35,7.2,7.2,0,0.154,1.42,1.18,0.235,0.44
10.001,43B03F61-91A1-438E-B958-6E274F13B241,Glaswolle,91.173,"Entsorgung, Daemmstoff, mineralisch",20-100,kg,0.044,"SIA 279:2018, assumed","1,960","1,850",116,7.82,7.67,7.67,0,0.143,2.35,2.34,2.34,0,0.0107,5.46,5.33,5.33,0,0.133,1.1,1.04,0.0592,0
10.001.01,C2140A4D-E25B-4E13-BD72-87C1C5A37286,"Glaswolle, Isover, phenolbasiertes Bindemittel",91.173,"Entsorgung, Daemmstoff, mineralisch",20-100,kg,0.033,SIA 279 -- Register Baustoffkennwerte ISOVER averaged,"1,830","1,710",116,7.4,7.26,7.26,0,0.143,2.28,2.27,2.27,0,0.0107,5.13,4.99,4.99,0,0.133,1.03,0.97,0.0592,0
10.001.03,894290c5-7d1a-42b6-8b27-cfabcd6fa573,"Glaswolle, Isover, pflanzliches Bindemittel",91.173,"Entsorgung, Daemmstoff, mineralisch",20-100,kg,0.033,SIA 279 -- Register Baustoffkennwerte ISOVER averaged,"1,700","1,580",116,6.11,5.97,5.97,0,0.143,2.45,2.44,2.44,0,0.0107,3.66,3.53,3.53,0,0.133,0.89,0.831,0.0592,0
10.001.02,b0b693b6-0c93-49bc-ad75-0de3492042b8,"Glaswolle, SUPAFIL",91.173,"Entsorgung, Daemmstoff, mineralisch",35,kg,0.033,SIA 279 -- Register Baustoffkennwerte Supafil Max Frame,"2,060","1,940",116,6.21,6.07,6.07,0,0.143,0.317,0.306,0.306,0,0.0107,5.89,5.76,5.76,0,0.133,1.14,1.08,0.0592,0
10.002,42A8911C-62FF-4A4B-ACD8-31E4148787E8,Korkplatte,91.15,"Entsorgung, Korkplatte",120,kg,0.054,SIA 279:2018,"2,170","1,990",172,14.2,14,8.87,5.15,0.161,7.95,7.94,3.79,4.15,0.0125,6.24,6.09,5.09,1,0.148,1.11,1.07,0.0387,0.496
10.003,4F352DCA-9E8B-49E4-98B6-F10BA797180E,Phenolharz (PF),91.151,"Entsorgung, Daemmstoff, organisch, Polystyrol",40,kg,0.024,SIA 279:2018,"10,000",6730,3280,34.2,33.9,26.9,7,0.213,0.618,0.606,0.606,0,0.0117,33.5,33.3,26.3,7,0.202,7.26,4.17,3.09,0
10.004,9F6CB547-DC00-4900-8FB4-A37135F510B4,Polystyrol expandiert (EPS),91.151,"Entsorgung, Daemmstoff, organisch, Polystyrol",15-40,kg,0.042,SIA 279:2018,"9,800","6,520",3280,30.5,30.3,21.1,9.22,0.213,0.524,0.512,0.512,0,0.0117,30,29.8,20.6,9.22,0.202,7.6,4.51,3.09,0
10.004.01,046FE9F5-65FC-48A0-802F-8E2EE600CDA6,"Polystyrol expandiert, SwissporEPS",91.151,"Entsorgung, Daemmstoff, organisch, Polystyrol",16.8,kg,0.035,"SIA 279 -- Register Baustoffkennwerte, SwissporEPS, interpolated","8,790","5,510",3280,27.4,27.2,18,9.18,0.213,0.729,0.718,0.694,0.024,0.0117,26.7,26.5,17.3,9.15,0.202,6.95,3.86,3.09,0
10.004.02,05CBB4FF-6CFE-4285-86E1-8D5EA593637D,swissporEPS Roof ECO,91.151,"Entsorgung, Daemmstoff, organisch, Polystyrol",26,kg,0.033,SIA 279 -- Register Baustoffkennwerte,"7,000","3,730",3280,18.4,18.2,13,5.13,0.215,1.23,1.22,1.22,0,0.012,17.2,17,11.8,5.13,0.203,5.75,2.66,3.09,0
10.004.03,99E3A2B4-CE0F-4E7A-AECB-9AA35D2FABAF,swissporEPS R 100,91.151,"Entsorgung, Daemmstoff, organisch, Polystyrol",28,kg,0.033,SIA 279 -- Register Baustoffkennwerte,"3,920",639,"3,280",3.26,3.06,3.06,0,0.215,0.86,0.86,0.86,0,0.012,2.4,2.2,2.2,0,0.203,3.56,0.46,3.09,0
10.004.04,c27ee2a0-1c10-4ec3-b3b1-74144598d20a,swissporLAMBDA REC 100%,91.151,"Entsorgung, Daemmstoff, organisch, Polystyrol",15-40,kg,,,"5,650","2,370",3280,11.2,11,11,0,0.215,1.99,1.98,1.98,0,0.012,9.2,9,9,0,0.203,4.31,1.22,3.09,0
10.004.05,e4bde1df-82ea-44c9-ba0d-67e760ffed4e,swissporLAMBDA White Mono REC100%,91.151,"Entsorgung, Daemmstoff, organisch, Polystyrol",16,kg,0.03,SIA 279 -- Register Baustoffkennwerte,"5,870","2,590",3280,12.2,12,12,0,0.215,2.01,2,2,0,0.012,10.2,10,10,0,0.203,4.48,1.39,3.09,0
10.004.06,8e95e024-881c-499f-b8ce-00615fa25cce,swissporLAMBDA White REC 100%,91.151,"Entsorgung, Daemmstoff, organisch, Polystyrol",16,kg,,,"5,890","3,710","3,280",12.8,12.6,3.38,9.22,0.215,1.99,1.98,1.98,0,0.012,10.8,10.6,1.4,9.22,0.203,4.57,1.48,3.09,0
10.005,604F2ECA-F888-49C4-9FA5-C206BC37E889,Polystyrol extrudiert (XPS),91.151,"Entsorgung, Daemmstoff, organisch, Polystyrol",30-35,kg,0.042,SIA 279:2018,"19,700","16,500",3280,30.1,29.9,20.6,9.22,0.213,0.671,0.659,0.659,0,0.0117,29.4,29.2,20,9.22,0.202,14.4,11.3,3.09,0
10.005.02,0e651b7f-45ea-4bef-929b-87ce6e1a20b8,"Polystyrol extrudiert, JACKODUR EVO",91.151,"Entsorgung, Daemmstoff, organisch, Polystyrol",31.1,kg,0.032,SIA 279 -- Register Baustoffkennwerte,"9,200","5,920",3280,23.8,23.6,17.5,6.05,0.214,0.376,0.364,0.364,0,0.0117,23.4,23.2,17.2,6.05,0.202,6.65,3.56,3.09,0
10.005.01,ACF64203-B038-4EAF-B297-53D8C48F8A42,"Polystyrol extrudiert, SwissporXPS",91.151,"Entsorgung, Daemmstoff, organisch, Polystyrol",34.3,kg,0.034,"SIA 279 -- Register Baustoffkennwerte, SwissporXPS, interpolated","8,880",5600,3280,26.9,26.7,17.3,9.4,0.213,1.37,1.36,1.36,0.00169,0.0117,25.5,25.3,15.9,9.4,0.202,6.96,3.87,3.09,0
10.006,D23B8D09-6CCC-42B7-B54D-B67BEEEC54DD,Polyurethan (PUR/PIR),91.039,"Entsorgung, Waeremdaemmstoffe Polyurethan",30,kg,0.028,SIA 279:2018,10400,7490,2920,31,30.3,21.7,8.58,0.699,0.83,0.813,0.813,0,0.0176,30.1,29.5,20.9,8.58,0.682,7.44,4.79,2.65,0
10.006.01,575A32F0-D99A-4ADE-A360-8E770639A5E3,"Polyurethan, SwissporPIR",91.039,"Entsorgung, Waeremdaemmstoffe Polyurethan",30,kg,0.026,"SIA 279 -- Register Baustoffkennwerte, SwissporPIR, interpolated",9830,6910,2920,29,28.3,20.3,7.98,0.699,1.03,1.02,0.973,0.044,0.0176,28,27.3,19.3,7.94,0.682,7.08,4.43,2.65,0
10.007,328C6FA7-DA92-462A-9CC7-6D0DB5CCE2D3,Schaumglas,91.136,"Entsorgung, Baumaterialien, mineralisch, unspezifisch",100-165,kg,0.054,"SIA 279 -- Register Baustoffkennwerte, Schaumglas, interpolated",1760,1710,42.5,7.04,6.99,6.99,0,0.0548,1.88,1.88,1.88,0,0.00221,5.16,5.11,5.11,0,0.0526,1.19,1.17,0.0127,0
10.007.01,6bbf201f-48e8-4866-9dff-f6f2e3105ec6,"Schaumglas, GLAPOR",91.136,"Entsorgung, Baumaterialien, mineralisch, unspezifisch",120,kg,0.052,SIA 279 -- Register Baustoffkennwerte,"1,020",979,42.5,3.35,3.3,3.3,0,0.0548,0.206,0.203,0.203,0,0.00221,3.15,3.1,3.1,0,0.0526,0.707,0.694,0.0127,0
10.013,BEB5B222-85E0-44DB-891D-851DF16EEA31,Schaumglasschotter,91.136,"Entsorgung, Baumaterialien, mineralisch, unspezifisch",125-190,kg,0.115,"SIA 279 -- Register Baustoffkennwerte, interpolated",610,567,42.5,2.37,2.32,2.32,0,0.0548,0.352,0.35,0.35,0,0.00221,2.02,1.97,1.97,0,0.0526,0.266,0.253,0.0127,0
10.013.01,62F9139A-7A1D-40DD-90F8-38B52AF993C4,"Schaumglasschotter 10/75, Misapor",91.136,"Entsorgung, Baumaterialien, mineralisch, unspezifisch",125-150,kg,0.081,SIA 279 -- Register Baustoffkennwerte,565,522,42.5,2.22,2.17,2.17,0,0.0548,0.333,0.33,0.33,0,0.00221,1.89,1.84,1.84,0,0.0526,0.244,0.231,0.0127,0
10.013.02,b6f20454-1670-4e0c-97d0-4c450fed947f,"Schaumglasschotter 10/50, Misapor",91.136,"Entsorgung, Baumaterialien, mineralisch, unspezifisch",160-190,kg,,,559,517,42.5,2.21,2.16,2.16,0,0.0548,0.333,0.331,0.331,0,0.00221,1.88,1.82,1.82,0,0.0526,0.239,0.226,0.0127,0
10.008,A3BBA042-97AF-4B5C-AF00-E049CEF1A557,Steinwolle,91.173,"Entsorgung, Daemmstoff, mineralisch",32-160,kg,0.045,SIA 279:2018,1360,1240,116,4.88,4.73,4.73,0,0.143,1.65,1.64,1.64,0,0.0107,3.23,3.1,3.1,0,0.133,0.816,0.757,0.0592,0
10.008.01,194F45E4-A08A-427B-A490-999934D5D610,"Steinwolle, Flumroc",91.173,"Entsorgung, Daemmstoff, mineralisch",32-160,kg,0.035,SIA 279 -- Register Baustoffkennwerte Flumroc-Daemmplatte 1,"1,100",982,116,4.56,4.41,4.41,0,0.143,2.01,2,2,0,0.0107,2.55,2.41,2.41,0,0.133,0.617,0.558,0.0592,0
10.015,92766C16-5D0D-44ED-9F92-C15AA32DECCE,Strohballenwand,91.122,"Entsorgungsmix, Strohballenwand",215,kg,,,586,586,0,5.1,5.1,0.324,4.78,0,4.87,4.87,0.0949,4.78,0,0.229,0.229,0.229,0,0,0.0956,0.0956,0,0.368
10.009,B9689582-8BDE-4FE1-849D-BBBED840E410,Weichfaserplatte,91.051,"Entsorgung, Weichfaserplatte",147.5,kg,0.04,SIA 279 -- Register Baustoffkennwerte assumed from GUTEX Thermowall 5in1,"1,400","1,180",227,10.5,10.4,4.67,5.7,0.164,7.11,7.1,1.93,5.17,0.0126,3.42,3.27,2.74,0.53,0.151,0.725,0.633,0.0921,0.436
10.01,858771D5-96F5-42C9-AEE3-51D3BE1879F7,Zellulosefasern,91.046,"Entsorgung, Papier",35-60,kg,0.042,SIA 279:2018,556,395,161,1.31,1.13,1.13,0,0.178,0.259,0.245,0.245,0,0.0137,1.05,0.882,0.882,0,0.165,0.28,0.209,0.0709,0.404
10.010.01,1F31C383-B2A1-490D-AB0F-B3EA2A24D804,"Zellulosefasern, Isofloc",91.046,"Entsorgung, Papier",35-60,kg,0.038,SIA 279 -- Register Baustoffkennwerte isofloc LM,470,309,161,1.09,0.909,0.909,0,0.178,0.24,0.226,0.226,0,0.0137,0.848,0.683,0.683,0,0.165,0.233,0.163,0.0709,0.404
11.001,D5660BDD-EC47-4D6A-B3C1-3EA06F77EA89,"2K-Fliessbelag Industrie (Epoxidharz), 2.25 mm",91.002,"Entsorgung, 2K-Fliessbelag Industrie",4.55,m2,,,"41,700","33,500","8,240",66.6,64.3,55.2,9.12,2.34,1.55,1.47,1.47,0,0.0816,65.1,62.8,53.7,9.12,2.26,18.4,11.1,7.24,0
11.002,4E8C7D2C-2FC7-4E38-AB39-049E58E9CFCC,"2K-Fliessbelag Wohnen/Verwaltung (Epoxidharz, PU), 2 mm",91.003,"Entsorgung, 2K-Fliessbelag Wohnen",3.6,m2,,,"25,800","21,300","4,540",64,62.5,60.2,2.31,1.51,2.07,2.01,2.01,0,0.0613,62,60.5,58.2,2.31,1.45,13.9,10,3.87,0
11.003,2F71DB77-CF3D-49DC-8DCA-C25203ED860B,"Gummigranulat versiegelt, 7.5 mm",91.004,"Entsorgung, Bodenbelag organisch, Gummigranulat",8.25,m2,,,"38,800","25,400","13,400",115,112,94.1,18.1,2.87,2.56,2.41,2.41,0,0.14,113,110,91.7,18.1,2.73,26.8,14.9,11.9,0
11.004,B0C749DA-292B-417D-8E38-65766E052FBC,"Gussasphalt, 27.5 mm",91.001,"Entsorgung, Asphalt, 0.1% Wasser, in Reaktordeponie",63.3,m2,,,"33,700","24,600","9,070",129,124,65.4,58.2,5.56,3.44,3.28,3.28,0,0.155,126,120,62.1,58.2,5.4,15.9,14.7,1.22,0
11.005,FC78B567-FFF2-432F-98A2-07A1420AA8BD,"Hartbeton einschichtig, 27.5 mm",91.005,"Entsorgung, Bodenbelag, Hartbeton einschichtig",57.8,m2,,,"26,600","24,100","2,460",48.9,45.7,45.7,0,3.17,2.32,2.19,2.19,0,0.127,46.6,43.5,43.5,0,3.04,16.4,15.7,0.733,0
11.006,160EF365-BB74-41C8-AF40-5256811D83C3,"Hartbeton zweischichtig, 35 mm",91.006,"Entsorgung, Bodenbelag, Hartbeton zweischichtig",73.5,m2,,,"27,200","24,100","3,120",44.1,40.1,40.1,0,4.03,2.35,2.19,2.19,0,0.162,41.8,37.9,37.9,0,3.87,16.4,15.4,0.932,0
11.007,63EE2517-0078-4246-B833-08D253528653,"Kautschuk, 2 mm",91.007,"Entsorgung, Bodenbelag, Kautschuk",3.36,m2,,,"24,200","20,400","3,750",70.7,69.7,62.4,7.3,0.991,9.91,9.85,9.85,0,0.0665,60.8,59.8,52.5,7.3,0.925,14.1,11,3.19,0
11.008,414EEBBE-85C4-4869-A411-29C0097ADA38,"Keramik-/Steinzeugplatte, 9 mm",91.152,"Entsorgung, Keramikziegel",18,m2,,,"86,800","73,100","13,800",87.6,69.8,69.8,0,17.8,4.49,3.77,3.77,0,0.715,83.1,66,66,0,17,18.2,14,4.11,0
11.009,09B8473A-DDB4-42D4-977E-C9CA914B54AC,"Kork Fertigparkett, 10.5 mm",91.008,"Entsorgung, Korkparkett",7.8,m2,,,"15,500","13,400",2130,84.3,82.9,45.9,37,1.46,39.2,39.1,7.79,31.3,0.1,45.2,43.8,38.1,5.72,1.36,9.07,7.77,1.3,2.73
11.01,BF645614-152F-4820-8AA9-45B474C60CE2,"Kork PVC-beschichtet, 3.2 mm",91.009,"Entsorgung, Bodenbelag, Kork PVC-beschichtet",2.7,m2,,,"12,000","7,890","4,060",43.1,41.6,31.5,10.1,1.53,8.39,8.29,2.6,5.69,0.0971,34.7,33.3,28.9,4.37,1.43,8.28,4.75,3.52,0.604
11.011,32D89BCF-BBDA-4EC1-B2B8-E4EE731B5D82,"Korkparkett geoelt/versiegelt, 5.3 mm",91.008,"Entsorgung, Korkparkett",2.7,m2,,,5970,3830,2130,24.4,23,15.5,7.48,1.46,12.3,12.2,4.75,7.48,0.1,12.1,10.7,10.7,0,1.36,3.26,1.96,1.3,0.921
11.012,D6E43E7F-94A3-46BC-8327-A37DC2283E3A,"Kunststeinplatte zementgebunden, 10 mm",91.153,"Entsorgung, Kunststeinziegel",21.5,m2,,,25700,6100,19600,32.1,6.8,6.8,0,25.3,1.78,0.762,0.762,0,1.02,30.4,6.04,6.04,0,24.3,10.4,4.51,5.86,0
11.013,927E7BE7-E17F-4B77-B6A5-F1E755ED4C9D,"Laminat, 8.5 mm",91.011,"Entsorgung, Laminat, 5% Bindemittel",8.5,m2,,,16600,13600,2970,81,79.5,31,48.5,1.56,38.3,38.2,2.77,35.4,0.108,42.7,41.3,28.2,13.1,1.45,10.4,8.1,2.3,2.42
11.014,219ECD16-D974-452B-9D34-CB93A1C2087D,"Linoleum, 2.5 mm",91.012,"Entsorgung, Linoleum, 15% Bindemittel",2.9,m2,,,"15,800","15,100",728,45.6,45.2,34.9,10.3,0.473,19.3,19.3,9.01,10.3,0.0362,26.3,25.9,25.9,0,0.437,6.36,5.84,0.516,0.786
11.015,A94BDF7C-82AA-49BB-A7D8-BA6C9DE53D49,"Natursteinplatte geschliffen, 15 mm",91.154,"Entsorgung, Natursteinziegel",40.5,m2,,,"41,900","40,200","1,720",138,136,136,0,2.22,19.8,19.7,19.7,0,0.0893,118,116,116,0,2.13,16.8,16.3,0.514,0
11.015.01,C5248FB7-477A-414E-9767-D520A592AD8F,"Natursteinplatte geschliffen, Europa, 15 mm",91.154,"Entsorgung, Natursteinziegel",40.5,m2,,,"40,700","39,000",1720,137,135,135,0,2.22,19.9,19.8,19.8,0,0.0893,117,115,115,0,2.13,16.6,16.1,0.514,0
11.015.02,31E6D875-1CEC-4AB8-BA9F-4515F540EF64,"Natursteinplatte geschliffen, Schweiz, 15 mm",91.154,"Entsorgung, Natursteinziegel",40.5,m2,,,"34,800","33,100",1720,123,121,121,0,2.22,19.2,19.1,19.1,0,0.0893,104,102,102,0,2.13,13.4,12.8,0.514,0
11.015.03,8248313F-D90D-4DE8-B4A4-B9DBE3FD1D47,"Natursteinplatte geschliffen, Übersee, 15 mm",91.154,"Entsorgung, Natursteinziegel",40.5,m2,,,"44,500","42,800",1720,142,140,140,0,2.22,19.9,19.8,19.8,0,0.0893,122,120,120,0,2.13,17.9,17.4,0.514,0
11.016,09C392C6-F1C7-421F-B4DA-536C97AB36C7,"Natursteinplatte geschnitten, 15 mm",91.154,"Entsorgung, Natursteinziegel",40.5,m2,,,"32,000","30,200","1,720",101,98.9,98.9,0,2.22,13.5,13.4,13.4,0,0.0893,87.6,85.5,85.5,0,2.13,13.4,12.9,0.514,0
11.017,09098784-8F4C-4C60-BD8D-39EB2145D8C4,"Natursteinplatte poliert, 15 mm",91.154,"Entsorgung, Natursteinziegel",40.5,m2,,,"69,700","68,000",1720,169,167,167,0,2.22,25.2,25.1,25.1,0,0.0893,144,142,142,0,2.13,19.6,19.1,0.514,0
11.018,E7E6539A-A99C-41CA-B367-9F23E95AB60B,"Parkett 2-Schicht werkversiegelt, 11 mm",91.013,"Entsorgung, Holzparkett, 2-Schicht",6.1,m2,,,"16,100","15,600",490,130,129,99,30.3,0.601,87.7,87.6,58.5,29.2,0.0376,42.3,41.7,40.5,1.18,0.563,7.8,7.47,0.337,2.69
11.019,3A16EE50-78D2-41C3-B04C-081938045128,"Parkett 3-Schicht werkversiegelt, 15 mm",91.014,"Entsorgung, Holzparkett, 3-Schicht",7.9,m2,,,"18,100","17,500",635,186,185,145,39.5,0.778,145,145,107,38.8,0.0487,40.3,39.6,38.9,0.681,0.729,8.09,7.65,0.437,3.54
11.02,3CBF6DF7-FB0E-43EC-B297-DFBA6B9E4283,"Parkett Mosaik werkversiegelt, 8 mm",91.015,"Entsorgung, Holzparkett Mosaik",5.6,m2,,,"9,020","8,670",352,113,113,88,24.7,0.531,90,89.9,65.2,24.7,0.0343,23.3,22.8,22.8,0,0.497,3.57,3.35,0.218,2.23
11.021,07714EA8-1659-4E92-BF5B-CE52120C7B4F,"PVC homogen, 2 mm",91.016,"Entsorgung, Kunststoffe, PVC",3.1,m2,,,"20,600","13,500","7,140",60.5,57,48.5,8.43,3.5,2.29,1.98,1.98,0,0.303,58.2,55,46.6,8.43,3.19,14.4,8.16,6.22,0
11.022,9C7A2743-77DD-4CE8-B1C7-A412157B907C,"Steinholz versiegelt, 16.5 mm",91.017,"Entsorgung, Steinholzboden",22,m2,,,"16,400","15,400",935,26.1,24.9,24.9,0,1.21,0.99,0.942,0.942,0,0.0485,25.1,24,24,0,1.16,12.9,12.7,0.279,0
11.023,C8140CBD-C5D3-40B0-9AEF-498C98AD7909,"Synthetische thermoplastische Belaege (TPO), 2 mm",91.018,"Entsorgung, synthetische thermoplastische Belaege (TPO)",3.4,m2,,,"20,000","9,510","10,400",47,45.8,33.4,12.4,0.668,3.22,3.19,3.19,0,0.0303,43.3,42.6,30.2,12.4,0.638,16,5.87,10.1,0
11.024,92E45A3D-900C-4492-ADA8-61B2DD0019C8,Teppich Kunstfaser getuftet,91.019,"Entsorgung, Teppich Kunstfaser getuftet",2.1,m2,,,"21,100","14,700","6,470",50.6,50.2,38.9,11.3,0.413,0.6,0.582,0.582,0,0.0187,50,49.6,38.3,11.3,0.394,16.7,10.5,6.25,0
11.025,E5FD6450-C5AC-4847-BCCD-D0F029C154E6,Teppich Nadelfilz,91.02,"Entsorgung, Teppich Nadelfilz",1.3,m2,,,"12,700","8,700","4,010",34.9,34.6,24.2,10.4,0.255,0.615,0.604,0.604,0,0.0116,34.3,34,23.6,10.4,0.244,9.84,5.98,3.87,0
11.026,9C22D41F-BB8A-428D-A09A-853D819ABCDF,Teppich Naturfaser,91.021,"Entsorgung, Teppich Naturfaser",2.7,m2,,,"15,300","13,200","2,070",26.4,25.9,14.2,11.7,0.438,10.9,10.9,1.44,9.43,0.0241,15.5,15.1,12.8,2.26,0.414,5.08,3.22,1.85,1.01
11.027,3C9838E9-2A6B-46EF-B6B7-E310A1B0A6B8,"Terrazzo versiegelt, 40 mm",91.022,"Entsorgung, Terrazzo",95,m2,,,"28,100","24,100","4,040",44.8,39.6,39.6,0,5.21,4.23,4.02,4.02,0,0.21,40.5,35.6,35.6,0,5,17.3,16.1,1.21,0
12.005,35881663-8dbf-472c-8690-957d157a54a2,"Aussentuere, Aluminium, Glaseinsatz",91.162,"Entsorgung, Aussentuere, Aluminium, Glaseinsatz",-,m2,,,"394,000","377,000","17,300",1030,1020,1020,0,5.83,118,117,117,0,0.49,911,906,906,0,5.34,216,201,14.8,0
12.006,2c4d1c2a-496b-4d2f-8e9f-ce621e4a1afb,"Aussentuere, Aluminium, Paneelfuellung",91.163,"Entsorgung, Aussentuere, Aluminium, Paneelfuellung",-,m2,,,"385,000","374,000","10,500",980,979,979,0,0.818,143,142,142,0,0.0263,837,836,836,0,0.792,192,182,10,0
12.008,ff27a77b-badc-4527-9373-29f79906804c,"Aussentuere, Holz",91.164,"Entsorgung, Gebaeude, Aussentuere, Holz",-,m2,,,"125,000","116,000","9,270",548,544,336,207,4.31,283,283,102,181,0.14,265,261,234,26.3,4.17,62.2,54.6,7.64,15.5
12.001,4C49FCC1-4EF1-41DC-8754-E19D12D113FA,"Aussentuere, Holz, aluminiumbeplankt",91.024,"Entsorgung, Gebaeude, Aussentuere, Holz-Aluminium",-,m2,,,"231,000","222,000","9,270",834,830,622,207,4.31,329,329,147,181,0.14,505,501,475,26.3,4.17,116,108,7.64,15.5
12.002,1B535A14-092B-4B01-9882-459671D72379,"Aussentuere, Holz, Glaseinsatz",91.025,"Entsorgung, Gebaeude, Aussentuere, Holz-Glas",-,m2,,,"161,000","148,000","12,100",606,599,424,175,6.63,247,247,93.2,153,0.321,359,352,331,21.2,6.31,85.7,76,9.7,13
12.007,70161147-1156-4b2d-b954-d6592929a8ef,"Innentuere, Aluminium, Glaseinsatz",91.165,"Entsorgung, Innentuere, Aluminium, Glaseinsatz",-,m2,,,"316,000","305,000","10,500",827,823,823,0,3.94,104,104,104,0,0.339,722,719,719,0,3.6,166,157,8.71,0
12.009,bfa8d003-c41c-4c53-9875-5c924683a1d2,"Innentuere, Funktionstuere, Holz, Holzrahmen",91.166,"Entsorgung, Gebaeude, Funktionstuere, Holz, Holzrahmen",-,m2,,,"87,800","79,300","8,530",470,465,247,218,5.05,280,280,88.8,191,0.181,190,185,158,27.5,4.87,44.3,37.4,6.86,17.3
12.012,0be05dde-ba72-4acc-bf8d-278e526584d7,"Innentuere, Funktionstuere, Holz, Stahlzarge",91.167,"Entsorgung, Gebaeude, Funktionstuere, Holz, Stahlzarge",-,m2,,,"181,000","173,000","7,920",589,584,420,164,4.52,232,232,94.1,138,0.173,357,352,326,26.3,4.35,96.8,90.4,6.46,13.7
12.004,A1868DC5-9456-4291-865A-499B33A5FCD1,"Innentuere, Zimmertuere, Holz, Glaseinsatz, Holzrahmen",91.034,"Entsorgung, Gebaeude, Innentuere, Holz, Glaseinsatz, Holzrahmen",-,m2,,,"109,000","99,800",8890,455,450,308,142,5.51,201,200,73,127,0.279,255,249,234,14.9,5.24,59.7,52.8,6.92,11
12.011,baf5dab7-6a2d-47f6-a64c-867e2227b969,"Innentuere, Zimmertuere, Holz, Glaseinsatz, Stahlzarge",91.168,"Entsorgung, Gebaeude, Innentuere, Holz, Glaseinsatz, Stahlzarge",-,m2,,,"202,000","193,000","8,270",574,569,481,88.1,4.98,153,153,78.3,74.4,0.271,421,416,403,13.7,4.71,112,106,6.53,7.46
12.003,767D89CB-9927-4BDD-ACD3-FCC79C32B97E,"Innentuere, Zimmertuere, Holz, Holzrahmen",91.035,"Entsorgung, Gebaeude, Innentuere, Holz, Holzrahmen",-,m2,,,"64,500","57,800","6,700",347,343,185,158,3.57,206,206,67.1,139,0.125,141,137,118,18.9,3.44,32.3,26.9,5.39,12.4
12.01,0ea0aaec-c7a6-42ab-97cb-d02848277eb6,"Innentuere, Zimmertuere, Holz, Stahlzarge",91.169,"Entsorgung, Gebaeude, Innentuere, Holz, Stahlzarge",-,m2,,,"158,000","151,000","6,090",466,463,359,104,3.04,159,158,72.3,86.2,0.117,307,304,287,17.7,2.92,84.8,79.9,5,8.83
13.001,D145CC3E-3828-487D-8C94-C2CDC23BF922,Acrylnitril-Butadien-Styrol (ABS),91.155,"Entsorgung, Kunststoff-Rohre, ABS",1050,kg,,,"9,770","6,790",2980,30.4,29.6,21,8.58,0.76,0.437,0.416,0.416,0,0.0213,30,29.2,20.6,8.58,0.739,7.67,4.92,2.75,0
13.005,BF5ADE50-BDAD-419B-B7E5-9A3F7F6938A3,Gusseisen,91.143,"Entsorgung, Stahl",7850,kg,50000,SIA 279 -- Register Baustoffkennwerte,"5,670","5,660",11.1,5.76,5.73,5.73,0,0.0278,0.279,0.279,0.279,0,0.000582,5.48,5.45,5.45,0,0.0272,2.09,2.09,0.00693,0
13.002,0DB3712B-3B7E-44BB-B56C-A49DDED3D465,Polyethylen (PE),91.174,"Entsorgung, Kunststoffrohre, PE oder PP",960,kg,0.5,"SIA 279 -- Register Baustoffkennwerte, assumed from Polyethylen hohe Rohdichte ",6020,3570,2450,23.8,23.5,11.7,11.9,0.223,0.544,0.53,0.53,0,0.0143,23.2,23,11.1,11.9,0.209,4.75,2.38,2.37,0
