hour,occupancy,appliances,lighting,hot_water,heating,cooling,processes,servers,electromobility
Sunday_14,0.25,0.7,0.7,0.5,OFF,SETPOINT,0.0,0.0,0.0
Sunday_15,0.25,0.7,0.7,0.6,OFF,SETPOINT,0.0,0.0,0.0
Sunday_16,0.3,0.8,0.8,0.7,OFF,SETPOINT,0.0,0.0,0.0
Sunday_17,0.5,1.0,1.0,0.7,OFF,SETPOINT,0.0,0.0,0.0
Sunday_18,0.9,1.0,1.0,0.4,OFF,SETBACK,0.0,0.0,0.0
Sunday_19,0.9,0.9,0.9,0.25,OFF,SETBACK,0.0,0.0,0.0
Sunday_20,0.9,0.9,0.9,0.2,OFF,SETBACK,0.0,0.0,0.0
Sunday_21,1.0,0.8,0.8,0.2,OFF,SETBACK,0.0,0.0,0.0
Sunday_22,1.0,0.7,0.7,0.05,OFF,SETBACK,0.0,0.0,0.0
Sunday_23,1.0,0.6,0.6,0.05,OFF,SETBACK,0.0,0.0,0.0
