hour,occupancy,appliances,lighting,hot_water,heating,cooling,processes,servers,electromobility
Sunday_06,0.4,0.4,0.4,0.15,OFF,SETPOINT,0.22,0.0,0.0
Sunday_07,0.4,0.4,0.4,0.15,OFF,SETPOINT,0.22,0.0,0.0
Sunday_08,0.6,0.6,0.6,0.15,OFF,SETPOINT,0.23,0.0,0.0
Sunday_09,0.6,0.6,0.6,0.15,OFF,SETPOINT,0.24,0.0,0.0
Sunday_10,0.6,0.6,0.6,0.15,OFF,SETPOINT,0.24,0.0,0.0
Sunday_11,0.6,0.6,0.6,0.15,OFF,SETPOINT,0.07,0.0,0.0
Sunday_12,0.6,0.6,0.6,0.15,OFF,SETPOINT,0.06,0.0,0.0
Sunday_13,0.6,0.6,0.6,0.15,OFF,SETPOINT,0.06,0.0,0.0
Sunday_14,0.6,0.6,0.6,0.15,OFF,SETPOINT,0.06,0.0,0.0
Sunday_15,0.6,0.6,0.6,0.15,OFF,SETPOINT,0.06,0.0,0.0
Sunday_16,0.4,0.4,0.4,0.15,OFF,SETPOINT,0.05,0.0,0.0
Sunday_17,0.4,0.4,0.4,0.15,OFF,SETPOINT,0.05,0.0,0.0
Sunday_18,0.4,0.4,0.4,0.15,OFF,SETPOINT,0.05,0.0,0.0
Sunday_19,0.4,0.4,0.4,0.15,OFF,SETPOINT,0.05,0.0,0.0
Sunday_20,0.4,0.4,0.4,0.15,OFF,SETPOINT,0.05,0.0,0.0
Sunday_21,0.4,0.4,0.4,0.15,OFF,SETPOINT,0.05,0.0,0.0
Sunday_22,0.4,0.4,0.4,0.15,OFF,SETPOINT,0.05,0.0,0.0
Sunday_23,0.4,0.4,0.4,0.15,OFF,SETPOINT,0.05,0.0,0.0
