hour,occupancy,appliances,lighting,hot_water,heating,cooling,processes,servers,electromobility
Saturday_14,1.0,0.65,0.65,1.0,SETPOINT,SETPOINT,1.0,0.0,0.0
Saturday_15,0.88,0.54,0.54,0.88,SETPOINT,SETPOINT,1.0,0.0,0.0
Saturday_16,0.77,0.43,0.43,0.77,SETPOINT,SETPOINT,1.0,0.0,0.0
Saturday_17,0.55,0.21,0.21,0.55,SETPOINT,SETPOINT,1.0,0.0,0.0
Saturday_18,0.43,0.15,0.15,0.43,SETPOINT,SETPOINT,1.0,0.0,0.0
Saturday_19,0.43,0.4,0.4,0.43,SETPOINT,SETPOINT,1.0,0.0,0.0
Saturday_20,0.43,0.32,0.32,0.43,SETPOINT,SETPOINT,1.0,0.0,0.0
Saturday_21,0.43,0.23,0.23,0.43,SETPOINT,SETPOINT,1.0,0.0,0.0
Saturday_22,0.43,0.14,0.14,0.43,SETPOINT,SETPOINT,1.0,0.0,0.0
Saturday_23,0.43,0.14,0.14,0.43,SETPOINT,SETPOINT,1.0,0.0,0.0
Sunday_00,0.43,0.14,0.14,0.43,SETPOINT,SETPOINT,1.0,0.0,0.0
Sunday_01,0.43,0.14,0.14,0.43,SETPOINT,SETPOINT,1.0,0.0,0.0
Sunday_02,0.43,0.14,0.14,0.43,SETPOINT,SETPOINT,1.0,0.0,0.0
Sunday_03,0.43,0.14,0.14,0.43,SETPOINT,SETPOINT,1.0,0.0,0.0
Sunday_04,0.43,0.14,0.14,0.43,SETPOINT,SETPOINT,1.0,0.0,0.0
Sunday_05,0.43,0.14,0.14,0.43,SETPOINT,SETPOINT,1.0,0.0,0.0
Sunday_06,0.43,0.15,0.15,0.43,SETPOINT,SETPOINT,1.0,0.0,0.0
Sunday_07,0.55,0.21,0.21,0.55,SETPOINT,SETPOINT,1.0,0.0,0.0
Sunday_08,0.77,0.43,0.43,0.77,SETPOINT,SETPOINT,1.0,0.0,0.0
Sunday_09,1.0,0.54,0.54,1.0,SETPOINT,SETPOINT,1.0,0.0,0.0
Sunday_10,1.0,0.65,0.65,1.0,SETPOINT,SETPOINT,1.0,0.0,0.0
Sunday_11,0.88,0.54,0.54,0.88,SETPOINT,SETPOINT,1.0,0.0,0.0
Sunday_12,0.66,0.32,0.32,0.66,SETPOINT,SETPOINT,1.0,0.0,0.0
Sunday_13,0.77,0.43,0.43,0.77,SETPOINT,SETPOINT,1.0,0.0,0.0
Sunday_14,1.0,0.65,0.65,1.0,SETPOINT,SETPOINT,1.0,0.0,0.0
Sunday_15,0.88,0.54,0.54,0.88,SETPOINT,SETPOINT,1.0,0.0,0.0
Sunday_16,0.77,0.43,0.43,0.77,SETPOINT,SETPOINT,1.0,0.0,0.0
Sunday_17,0.55,0.21,0.21,0.55,SETPOINT,SETPOINT,1.0,0.0,0.0
Sunday_18,0.43,0.15,0.15,0.43,SETPOINT,SETPOINT,1.0,0.0,0.0
Sunday_19,0.43,0.4,0.4,0.43,SETPOINT,SETPOINT,1.0,0.0,0.0
Sunday_20,0.43,0.32,0.32,0.43,SETPOINT,SETPOINT,1.0,0.0,0.0
Sunday_21,0.43,0.23,0.23,0.43,SETPOINT,SETPOINT,1.0,0.0,0.0
Sunday_22,0.43,0.14,0.14,0.43,SETPOINT,SETPOINT,1.0,0.0,0.0
Sunday_23,0.43,0.14,0.14,0.43,SETPOINT,SETPOINT,1.0,0.0,0.0
