hour,occupancy,appliances,lighting,hot_water,heating,cooling,processes,servers,electromobility
Saturday_06,0.0,0.1,0.1,0.0,SETBACK,OFF,0.0,0.0,0.0
Saturday_07,0.2,1.0,1.0,0.2,SETPOINT,SETPOINT,0.0,0.0,0.0
Saturday_08,0.4,1.0,1.0,0.4,SETPOINT,SETPOINT,0.0,0.0,0.0
Saturday_09,0.4,1.0,1.0,0.4,SETPOINT,SETPOINT,0.0,0.0,0.0
Saturday_10,0.4,1.0,1.0,0.4,SETPOINT,SETPOINT,0.0,0.0,0.0
Saturday_11,0.6,1.0,1.0,0.6,SETPOINT,SETPOINT,0.0,0.0,0.0
Saturday_12,0.6,1.0,1.0,0.6,SETPOINT,SETPOINT,0.0,0.0,0.0
Saturday_13,0.6,1.0,1.0,0.6,SETPOINT,SETPOINT,0.0,0.0,0.0
Saturday_14,0.4,1.0,1.0,0.4,SETPOINT,SETPOINT,0.0,0.0,0.0
Saturday_15,0.4,1.0,1.0,0.4,SETPOINT,SETPOINT,0.0,0.0,0.0
Saturday_16,0.6,1.0,1.0,0.6,SETPOINT,SETPOINT,0.0,0.0,0.0
Saturday_17,1.0,1.0,1.0,1.0,SETPOINT,SETPOINT,0.0,0.0,0.0
Saturday_18,0.6,1.0,1.0,0.6,SETPOINT,SETPOINT,0.0,0.0,0.0
Saturday_19,0.4,1.0,1.0,0.4,SETPOINT,SETPOINT,0.0,0.0,0.0
Saturday_20,0.0,0.1,0.1,0.0,SETBACK,OFF,0.0,0.0,0.0
Saturday_21,0.0,0.1,0.1,0.0,SETBACK,OFF,0.0,0.0,0.0
Saturday_22,0.0,0.1,0.1,0.0,SETBACK,OFF,0.0,0.0,0.0
Saturday_23,0.0,0.1,0.1,0.0,SETBACK,OFF,0.0,0.0,0.0
Sunday_00,0.0,0.1,0.1,0.0,OFF,OFF,0.0,0.0,0.0
Sunday_01,0.0,0.1,0.1,0.0,OFF,OFF,0.0,0.0,0.0
Sunday_02,0.0,0.1,0.1,0.0,OFF,OFF,0.0,0.0,0.0
Sunday_03,0.0,0.1,0.1,0.0,OFF,OFF,0.0,0.0,0.0
Sunday_04,0.0,0.1,0.1,0.0,OFF,OFF,0.0,0.0,0.0
Sunday_05,0.0,0.1,0.1,0.0,OFF,OFF,0.0,0.0,0.0
Sunday_06,0.0,0.1,0.1,0.0,OFF,OFF,0.0,0.0,0.0
Sunday_07,0.0,0.1,0.1,0.0,OFF,OFF,0.0,0.0,0.0
Sunday_08,0.0,0.1,0.1,0.0,OFF,OFF,0.0,0.0,0.0
Sunday_09,0.0,0.1,0.1,0.0,OFF,OFF,0.0,0.0,0.0
Sunday_10,0.0,0.1,0.1,0.0,OFF,OFF,0.0,0.0,0.0
Sunday_11,0.0,0.1,0.1,0.0,OFF,OFF,0.0,0.0,0.0
Sunday_12,0.0,0.1,0.1,0.0,OFF,OFF,0.0,0.0,0.0
Sunday_13,0.0,0.1,0.1,0.0,OFF,OFF,0.0,0.0,0.0
Sunday_14,0.0,0.1,0.1,0.0,OFF,OFF,0.0,0.0,0.0
Sunday_15,0.0,0.1,0.1,0.0,OFF,OFF,0.0,0.0,0.0
Sunday_16,0.0,0.1,0.1,0.0,OFF,OFF,0.0,0.0,0.0
Sunday_17,0.0,0.1,0.1,0.0,OFF,OFF,0.0,0.0,0.0
Sunday_18,0.0,0.1,0.1,0.0,OFF,OFF,0.0,0.0,0.0
Sunday_19,0.0,0.1,0.1,0.0,OFF,OFF,0.0,0.0,0.0
Sunday_20,0.0,0.1,0.1,0.0,OFF,OFF,0.0,0.0,0.0
Sunday_21,0.0,0.1,0.1,0.0,OFF,OFF,0.0,0.0,0.0
Sunday_22,0.0,0.1,0.1,0.0,OFF,OFF,0.0,0.0,0.0
Sunday_23,0.0,0.1,0.1,0.0,OFF,OFF,0.0,0.0,0.0
