DATE,Hour,Hour2,Month,Day,tintH_set,tintC_set,People,Ve,I_int,w_int,Ealf_nove,Epro,Edata,Qcdata,Qcrefri,Mww,Mw
16/6/2010 8:59,10.00,3994,6,4,22,22,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
16/6/2010 9:59,11.00,3995,6,4,22,22,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
16/6/2010 10:59,12.00,3996,6,4,22,22,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
16/6/2010 11:59,13.00,3997,6,4,22,22,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
16/6/2010 12:59,14.00,3998,6,4,22,22,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
16/6/2010 13:59,15.00,3999,6,4,22,22,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
16/6/2010 14:59,16.00,4000,6,4,22,22,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
16/6/2010 15:59,17.00,4001,6,4,22,22,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
16/6/2010 16:59,18.00,4002,6,4,22,22,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
16/6/2010 17:59,19.00,4003,6,4,-22,44,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
16/6/2010 18:59,20.00,4004,6,4,-22,44,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
16/6/2010 19:59,21.00,4005,6,4,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
16/6/2010 20:59,22.00,4006,6,4,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
16/6/2010 21:59,23.00,4007,6,4,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
16/6/2010 22:59,24.00,4008,6,4,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
16/6/2010 23:59,1.00,4009,6,4,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
17/6/2010 0:59,2.00,4010,6,5,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
17/6/2010 1:59,3.00,4011,6,5,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
17/6/2010 2:59,4.00,4012,6,5,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
17/6/2010 3:59,5.00,4013,6,5,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
17/6/2010 4:59,6.00,4014,6,5,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
17/6/2010 5:59,7.00,4015,6,5,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
17/6/2010 6:59,8.00,4016,6,5,22,22,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
17/6/2010 7:59,9.00,4017,6,5,22,22,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
17/6/2010 8:59,10.00,4018,6,5,22,22,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
17/6/2010 9:59,11.00,4019,6,5,22,22,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
17/6/2010 10:59,12.00,4020,6,5,22,22,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
17/6/2010 11:59,13.00,4021,6,5,22,22,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
17/6/2010 12:59,14.00,4022,6,5,22,22,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
17/6/2010 13:59,15.00,4023,6,5,22,22,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
17/6/2010 14:59,16.00,4024,6,5,22,22,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
17/6/2010 15:59,17.00,4025,6,5,22,22,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
17/6/2010 16:59,18.00,4026,6,5,22,22,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
17/6/2010 17:59,19.00,4027,6,5,-22,44,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
17/6/2010 18:59,20.00,4028,6,5,-22,44,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
17/6/2010 19:59,21.00,4029,6,5,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
17/6/2010 20:59,22.00,4030,6,5,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
17/6/2010 21:59,23.00,4031,6,5,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
17/6/2010 22:59,24.00,4032,6,5,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
17/6/2010 23:59,1.00,4033,6,5,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
18/6/2010 0:59,2.00,4034,6,6,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
18/6/2010 1:59,3.00,4035,6,6,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
18/6/2010 2:59,4.00,4036,6,6,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
18/6/2010 3:59,5.00,4037,6,6,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
18/6/2010 4:59,6.00,4038,6,6,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
18/6/2010 5:59,7.00,4039,6,6,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
18/6/2010 6:59,8.00,4040,6,6,22,22,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
18/6/2010 7:59,9.00,4041,6,6,22,22,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
18/6/2010 8:59,10.00,4042,6,6,22,22,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
18/6/2010 9:59,11.00,4043,6,6,22,22,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
18/6/2010 10:59,12.00,4044,6,6,22,22,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
18/6/2010 11:59,13.00,4045,6,6,22,22,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
18/6/2010 12:59,14.00,4046,6,6,22,22,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
18/6/2010 13:59,15.00,4047,6,6,22,22,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
18/6/2010 14:59,16.00,4048,6,6,22,22,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
18/6/2010 15:59,17.00,4049,6,6,22,22,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
18/6/2010 16:59,18.00,4050,6,6,22,22,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
18/6/2010 17:59,19.00,4051,6,6,-22,44,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
18/6/2010 18:59,20.00,4052,6,6,-22,44,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
18/6/2010 19:59,21.00,4053,6,6,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
18/6/2010 20:59,22.00,4054,6,6,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
18/6/2010 21:59,23.00,4055,6,6,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
18/6/2010 22:59,24.00,4056,6,6,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
18/6/2010 23:59,1.00,4057,6,6,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
19/6/2010 0:59,2.00,4058,6,7,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
19/6/2010 1:59,3.00,4059,6,7,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
19/6/2010 2:59,4.00,4060,6,7,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
19/6/2010 3:59,5.00,4061,6,7,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
19/6/2010 4:59,6.00,4062,6,7,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
19/6/2010 5:59,7.00,4063,6,7,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
19/6/2010 6:59,8.00,4064,6,7,-22,44,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
19/6/2010 7:59,9.00,4065,6,7,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
19/6/2010 8:59,10.00,4066,6,7,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
19/6/2010 9:59,11.00,4067,6,7,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
19/6/2010 10:59,12.00,4068,6,7,-22,44,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
19/6/2010 11:59,13.00,4069,6,7,-22,44,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
19/6/2010 12:59,14.00,4070,6,7,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
19/6/2010 13:59,15.00,4071,6,7,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
19/6/2010 14:59,16.00,4072,6,7,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
19/6/2010 15:59,17.00,4073,6,7,-22,44,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
19/6/2010 16:59,18.00,4074,6,7,-22,44,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
19/6/2010 17:59,19.00,4075,6,7,-22,44,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
19/6/2010 18:59,20.00,4076,6,7,-22,44,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
19/6/2010 19:59,21.00,4077,6,7,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
19/6/2010 20:59,22.00,4078,6,7,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
19/6/2010 21:59,23.00,4079,6,7,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
19/6/2010 22:59,24.00,4080,6,7,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
19/6/2010 23:59,1.00,4081,6,7,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
20/6/2010 0:59,2.00,4082,6,1,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
20/6/2010 1:59,3.00,4083,6,1,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
20/6/2010 2:59,4.00,4084,6,1,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
20/6/2010 3:59,5.00,4085,6,1,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
20/6/2010 4:59,6.00,4086,6,1,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
20/6/2010 5:59,7.00,4087,6,1,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
20/6/2010 6:59,8.00,4088,6,1,-22,44,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
20/6/2010 7:59,9.00,4089,6,1,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
20/6/2010 8:59,10.00,4090,6,1,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
20/6/2010 9:59,11.00,4091,6,1,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
20/6/2010 10:59,12.00,4092,6,1,-22,44,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
20/6/2010 11:59,13.00,4093,6,1,-22,44,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
20/6/2010 12:59,14.00,4094,6,1,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
20/6/2010 13:59,15.00,4095,6,1,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
20/6/2010 14:59,16.00,4096,6,1,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
20/6/2010 15:59,17.00,4097,6,1,-22,44,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
20/6/2010 16:59,18.00,4098,6,1,-22,44,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
20/6/2010 17:59,19.00,4099,6,1,-22,44,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
20/6/2010 18:59,20.00,4100,6,1,-22,44,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
20/6/2010 19:59,21.00,4101,6,1,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
20/6/2010 20:59,22.00,4102,6,1,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
20/6/2010 21:59,23.00,4103,6,1,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
20/6/2010 22:59,24.00,4104,6,1,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
20/6/2010 23:59,1.00,4105,6,1,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
21/6/2010 0:59,2.00,4106,6,2,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
21/6/2010 1:59,3.00,4107,6,2,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
21/6/2010 2:59,4.00,4108,6,2,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
21/6/2010 3:59,5.00,4109,6,2,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
21/6/2010 4:59,6.00,4110,6,2,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
21/6/2010 5:59,7.00,4111,6,2,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
21/6/2010 6:59,8.00,4112,6,2,22,22,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
21/6/2010 7:59,9.00,4113,6,2,22,22,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
21/6/2010 8:59,10.00,4114,6,2,22,22,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
21/6/2010 9:59,11.00,4115,6,2,22,22,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
21/6/2010 10:59,12.00,4116,6,2,22,22,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
21/6/2010 11:59,13.00,4117,6,2,22,22,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
21/6/2010 12:59,14.00,4118,6,2,22,22,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
21/6/2010 13:59,15.00,4119,6,2,22,22,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
21/6/2010 14:59,16.00,4120,6,2,22,22,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
21/6/2010 15:59,17.00,4121,6,2,22,22,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
21/6/2010 16:59,18.00,4122,6,2,22,22,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
21/6/2010 17:59,19.00,4123,6,2,-22,44,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
21/6/2010 18:59,20.00,4124,6,2,-22,44,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
21/6/2010 19:59,21.00,4125,6,2,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
21/6/2010 20:59,22.00,4126,6,2,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
21/6/2010 21:59,23.00,4127,6,2,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
21/6/2010 22:59,24.00,4128,6,2,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
21/6/2010 23:59,1.00,4129,6,2,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
22/6/2010 0:59,2.00,4130,6,3,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
22/6/2010 1:59,3.00,4131,6,3,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
22/6/2010 2:59,4.00,4132,6,3,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
22/6/2010 3:59,5.00,4133,6,3,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
22/6/2010 4:59,6.00,4134,6,3,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
22/6/2010 5:59,7.00,4135,6,3,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
22/6/2010 6:59,8.00,4136,6,3,22,22,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
22/6/2010 7:59,9.00,4137,6,3,22,22,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
22/6/2010 8:59,10.00,4138,6,3,22,22,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
22/6/2010 9:59,11.00,4139,6,3,22,22,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
22/6/2010 10:59,12.00,4140,6,3,22,22,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
22/6/2010 11:59,13.00,4141,6,3,22,22,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
22/6/2010 12:59,14.00,4142,6,3,22,22,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
22/6/2010 13:59,15.00,4143,6,3,22,22,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
22/6/2010 14:59,16.00,4144,6,3,22,22,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
22/6/2010 15:59,17.00,4145,6,3,22,22,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
22/6/2010 16:59,18.00,4146,6,3,22,22,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
22/6/2010 17:59,19.00,4147,6,3,-22,44,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
22/6/2010 18:59,20.00,4148,6,3,-22,44,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
22/6/2010 19:59,21.00,4149,6,3,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
22/6/2010 20:59,22.00,4150,6,3,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
22/6/2010 21:59,23.00,4151,6,3,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
22/6/2010 22:59,24.00,4152,6,3,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
22/6/2010 23:59,1.00,4153,6,3,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
23/6/2010 0:59,2.00,4154,6,4,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
23/6/2010 1:59,3.00,4155,6,4,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
23/6/2010 2:59,4.00,4156,6,4,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
23/6/2010 3:59,5.00,4157,6,4,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
23/6/2010 4:59,6.00,4158,6,4,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
23/6/2010 5:59,7.00,4159,6,4,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
23/6/2010 6:59,8.00,4160,6,4,22,22,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
23/6/2010 7:59,9.00,4161,6,4,22,22,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
23/6/2010 8:59,10.00,4162,6,4,22,22,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
23/6/2010 9:59,11.00,4163,6,4,22,22,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
23/6/2010 10:59,12.00,4164,6,4,22,22,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
23/6/2010 11:59,13.00,4165,6,4,22,22,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
23/6/2010 12:59,14.00,4166,6,4,22,22,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
23/6/2010 13:59,15.00,4167,6,4,22,22,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
23/6/2010 14:59,16.00,4168,6,4,22,22,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
23/6/2010 15:59,17.00,4169,6,4,22,22,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
23/6/2010 16:59,18.00,4170,6,4,22,22,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
23/6/2010 17:59,19.00,4171,6,4,-22,44,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
23/6/2010 18:59,20.00,4172,6,4,-22,44,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
23/6/2010 19:59,21.00,4173,6,4,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
23/6/2010 20:59,22.00,4174,6,4,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
23/6/2010 21:59,23.00,4175,6,4,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
23/6/2010 22:59,24.00,4176,6,4,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
23/6/2010 23:59,1.00,4177,6,4,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
24/6/2010 0:59,2.00,4178,6,5,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
24/6/2010 1:59,3.00,4179,6,5,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
24/6/2010 2:59,4.00,4180,6,5,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
24/6/2010 3:59,5.00,4181,6,5,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
24/6/2010 4:59,6.00,4182,6,5,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
24/6/2010 5:59,7.00,4183,6,5,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
24/6/2010 6:59,8.00,4184,6,5,22,22,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
24/6/2010 7:59,9.00,4185,6,5,22,22,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
24/6/2010 8:59,10.00,4186,6,5,22,22,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
24/6/2010 9:59,11.00,4187,6,5,22,22,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
24/6/2010 10:59,12.00,4188,6,5,22,22,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
24/6/2010 11:59,13.00,4189,6,5,22,22,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
24/6/2010 12:59,14.00,4190,6,5,22,22,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
24/6/2010 13:59,15.00,4191,6,5,22,22,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
24/6/2010 14:59,16.00,4192,6,5,22,22,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
24/6/2010 15:59,17.00,4193,6,5,22,22,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
24/6/2010 16:59,18.00,4194,6,5,22,22,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
24/6/2010 17:59,19.00,4195,6,5,-22,44,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
24/6/2010 18:59,20.00,4196,6,5,-22,44,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
24/6/2010 19:59,21.00,4197,6,5,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
24/6/2010 20:59,22.00,4198,6,5,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
24/6/2010 21:59,23.00,4199,6,5,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
24/6/2010 22:59,24.00,4200,6,5,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
24/6/2010 23:59,1.00,4201,6,5,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
25/6/2010 0:59,2.00,4202,6,6,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
25/6/2010 1:59,3.00,4203,6,6,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
25/6/2010 2:59,4.00,4204,6,6,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
25/6/2010 3:59,5.00,4205,6,6,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
25/6/2010 4:59,6.00,4206,6,6,-22,44,0.000,0,0,0,0.17,0.0,0.0,0.0,0.0,0,0
25/6/2010 5:59,7.00,4207,6,6,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
25/6/2010 6:59,8.00,4208,6,6,22,22,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
25/6/2010 7:59,9.00,4209,6,6,22,22,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
25/6/2010 8:59,10.00,4210,6,6,22,22,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
25/6/2010 9:59,11.00,4211,6,6,22,22,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
25/6/2010 10:59,12.00,4212,6,6,22,22,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
25/6/2010 11:59,13.00,4213,6,6,22,22,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
25/6/2010 12:59,14.00,4214,6,6,22,22,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
25/6/2010 13:59,15.00,4215,6,6,22,22,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
25/6/2010 14:59,16.00,4216,6,6,22,22,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
25/6/2010 15:59,17.00,4217,6,6,22,22,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
25/6/2010 16:59,18.00,4218,6,6,22,22,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
25/6/2010 17:59,19.00,4219,6,6,-22,44,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
25/6/2010 18:59,20.00,4220,6,6,-22,44,0.000,0,0,0,1.66,0.0,0.0,0.0,0.0,0,0
25/6/2010 19:59,21.00,4221,6,6,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
25/6/2010 20:59,22.00,4222,6,6,-22,44,0.000,0,0,0,0.83,0.0,0.0,0.0,0.0,0,0
