,a,b,d
5251,0.0,26,19
5252,0.0,26,20
5253,0.0,26,21
5254,0.0,26,22
5255,0.0,26,23
5256,0.0,26,0
5257,0.0,26,1
5258,0.0,26,2
5259,0.0,26,3
5260,0.0,26,4
5261,0.0,26,5
5262,0.0,26,6
5263,0.0,26,7
5264,0.0,26,8
5265,0.0,26,9
5266,0.0,26,10
5267,0.0,26,11
5268,0.0,26,12
5269,0.0,26,13
5270,0.0,26,14
5271,0.0,26,15
5272,0.0,26,16
5273,0.0,26,17
5274,0.0,26,18
5275,0.0,26,19
5276,0.0,26,20
5277,0.0,26,21
5278,0.0,26,22
5279,0.0,26,23
5280,0.0,26,0
5281,0.0,26,1
5282,0.0,26,2
5283,0.0,26,3
5284,0.0,26,4
5285,0.0,26,5
5286,0.0,26,6
5287,0.0,26,7
5288,0.0,26,8
5289,0.0,26,9
5290,0.0,26,10
5291,0.0,26,11
5292,0.0,26,12
5293,0.0,26,13
5294,0.0,26,14
5295,0.0,26,15
5296,0.0,26,16
5297,0.0,26,17
5298,0.0,26,18
5299,0.0,26,19
5300,0.0,26,20
5301,0.0,26,21
5302,0.0,26,22
5303,0.0,26,23
5304,0.0,26,0
5305,0.0,26,1
5306,0.0,26,2
5307,0.0,26,3
5308,0.0,26,4
5309,0.0,26,5
5310,0.0,26,6
5311,0.0,26,7
5312,0.0,26,8
5313,0.0,26,9
5314,0.0,26,10
5315,0.0,26,11
5316,0.0,26,12
5317,0.0,26,13
5318,0.0,26,14
5319,0.0,26,15
5320,0.0,26,16
5321,0.0,26,17
5322,0.0,26,18
5323,0.0,26,19
5324,0.0,26,20
5325,0.0,26,21
5326,0.0,26,22
5327,0.0,26,23
5328,0.0,26,0
5329,0.0,26,1
5330,0.0,26,2
5331,0.0,26,3
5332,0.0,26,4
5333,0.0,26,5
5334,0.0,26,6
5335,0.0,26,7
5336,0.0,26,8
5337,0.0,26,9
5338,0.0,26,10
5339,0.0,26,11
5340,0.0,26,12
5341,0.0,26,13
5342,0.0,26,14
5343,0.0,26,15
5344,0.0,26,16
5345,0.0,26,17
5346,0.0,26,18
5347,0.0,26,19
5348,0.0,26,20
5349,0.0,26,21
5350,0.0,26,22
5351,0.0,26,23
5352,0.0,26,0
5353,0.0,26,1
5354,0.0,26,2
5355,0.0,26,3
5356,0.0,26,4
5357,0.0,26,5
5358,0.0,26,6
5359,0.0,26,7
5360,0.0,26,8
5361,0.0,26,9
5362,0.0,26,10
5363,0.0,26,11
5364,0.0,26,12
5365,0.0,26,13
5366,0.0,26,14
5367,0.0,26,15
5368,0.0,26,16
5369,0.0,26,17
5370,0.0,26,18
5371,0.0,26,19
5372,0.0,26,20
5373,0.0,26,21
5374,0.0,26,22
5375,0.0,26,23
5376,0.0,26,0
5377,0.0,26,1
5378,0.0,26,2
5379,0.0,26,3
5380,0.0,26,4
5381,0.0,26,5
5382,0.0,26,6
5383,0.0,26,7
5384,0.0,26,8
5385,0.0,26,9
5386,0.0,26,10
5387,0.0,26,11
5388,0.0,26,12
5389,0.0,26,13
5390,0.0,26,14
5391,0.0,26,15
5392,0.0,26,16
5393,0.0,26,17
5394,0.0,26,18
5395,0.0,26,19
5396,0.0,26,20
5397,0.0,26,21
5398,0.0,26,22
5399,0.0,26,23
5400,0.0,26,0
5401,0.0,26,1
5402,0.0,26,2
5403,0.0,26,3
5404,0.0,26,4
5405,0.0,26,5
5406,0.0,26,6
5407,0.0,26,7
5408,0.0,26,8
5409,0.0,26,9
5410,0.0,26,10
5411,0.0,26,11
5412,0.0,26,12
5413,0.0,26,13
5414,0.0,26,14
5415,0.0,26,15
5416,0.0,26,16
5417,0.0,26,17
5418,0.0,26,18
5419,0.0,26,19
5420,0.0,26,20
5421,0.0,26,21
5422,0.0,26,22
5423,0.0,26,23
5424,0.0,26,0
5425,0.0,26,1
5426,0.0,26,2
5427,0.0,26,3
5428,0.0,26,4
5429,0.0,26,5
5430,0.0,26,6
5431,0.0,26,7
5432,0.0,26,8
5433,0.0,26,9
5434,0.0,26,10
5435,0.0,26,11
5436,0.0,26,12
5437,0.0,26,13
5438,0.0,26,14
5439,0.0,26,15
5440,0.0,26,16
5441,0.0,26,17
5442,0.0,26,18
5443,0.0,26,19
5444,0.0,26,20
5445,0.0,26,21
5446,0.0,26,22
5447,0.0,26,23
5448,0.0,26,0
5449,0.0,26,1
5450,0.0,26,2
5451,0.0,26,3
5452,0.0,26,4
5453,0.0,26,5
5454,0.0,26,6
5455,0.0,26,7
5456,0.0,26,8
5457,0.0,26,9
5458,0.0,26,10
5459,0.0,26,11
5460,0.0,26,12
5461,0.0,26,13
5462,0.0,26,14
5463,0.0,26,15
5464,0.0,26,16
5465,0.0,26,17
5466,0.0,26,18
5467,0.0,26,19
5468,0.0,26,20
5469,0.0,26,21
5470,0.0,26,22
5471,0.0,26,23
5472,0.0,26,0
5473,0.0,26,1
5474,0.0,26,2
5475,0.0,26,3
5476,0.0,26,4
5477,0.0,26,5
5478,0.0,26,6
5479,0.0,26,7
5480,0.0,26,8
5481,0.0,26,9
5482,0.0,26,10
5483,0.0,26,11
5484,0.0,26,12
5485,0.0,26,13
5486,0.0,26,14
5487,0.0,26,15
5488,0.0,26,16
5489,0.0,26,17
5490,0.0,26,18
5491,0.0,26,19
5492,0.0,26,20
5493,0.0,26,21
5494,0.0,26,22
5495,0.0,26,23
5496,0.0,26,0
5497,0.0,26,1
5498,0.0,26,2
5499,0.0,26,3
5500,0.0,26,4
5501,0.0,26,5
5502,0.0,26,6
5503,0.0,26,7
5504,0.0,26,8
5505,0.0,26,9
5506,0.0,26,10
5507,0.0,26,11
5508,0.0,26,12
5509,0.0,26,13
5510,0.0,26,14
5511,0.0,26,15
5512,0.0,26,16
5513,0.0,26,17
5514,0.0,26,18
5515,0.0,26,19
5516,0.0,26,20
5517,0.0,26,21
5518,0.0,26,22
5519,0.0,26,23
5520,0.0,26,0
5521,0.0,26,1
5522,0.0,26,2
5523,0.0,26,3
5524,0.0,26,4
5525,0.0,26,5
5526,0.0,26,6
5527,0.0,26,7
5528,0.0,26,8
5529,0.0,26,9
5530,0.0,26,10
5531,0.0,26,11
5532,0.0,26,12
5533,0.0,26,13
5534,0.0,26,14
5535,0.0,26,15
5536,0.0,26,16
5537,0.0,26,17
5538,0.0,26,18
5539,0.0,26,19
5540,0.0,26,20
5541,0.0,26,21
5542,0.0,26,22
5543,0.0,26,23
5544,0.0,26,0
5545,0.0,26,1
5546,0.0,26,2
5547,0.0,26,3
5548,0.0,26,4
5549,0.0,26,5
5550,0.0,26,6
5551,0.0,26,7
5552,0.0,26,8
5553,0.0,26,9
5554,0.0,26,10
5555,0.0,26,11
5556,0.0,26,12
5557,0.0,26,13
5558,0.0,26,14
5559,0.0,26,15
5560,0.0,26,16
5561,0.0,26,17
5562,0.0,26,18
5563,0.0,26,19
5564,0.0,26,20
5565,0.0,26,21
5566,0.0,26,22
5567,0.0,26,23
5568,0.0,26,0
5569,0.0,26,1
5570,0.0,26,2
5571,0.0,26,3
5572,0.0,26,4
5573,0.0,26,5
5574,0.0,26,6
5575,0.0,26,7
5576,0.0,26,8
5577,0.0,26,9
5578,0.0,26,10
5579,0.0,26,11
5580,0.0,26,12
5581,0.0,26,13
5582,0.0,26,14
5583,0.0,26,15
5584,0.0,26,16
5585,0.0,26,17
5586,0.0,26,18
5587,0.0,26,19
5588,0.0,26,20
5589,0.0,26,21
5590,0.0,26,22
5591,0.0,26,23
5592,0.0,26,0
5593,0.0,26,1
5594,0.0,26,2
5595,0.0,26,3
5596,0.0,26,4
5597,0.0,26,5
5598,0.0,26,6
5599,0.0,26,7
5600,0.0,26,8
5601,0.0,26,9
5602,0.0,26,10
5603,0.0,26,11
5604,0.0,26,12
5605,0.0,26,13
5606,0.0,26,14
5607,0.0,26,15
5608,0.0,26,16
5609,0.0,26,17
5610,0.0,26,18
5611,0.0,26,19
5612,0.0,26,20
5613,0.0,26,21
5614,0.0,26,22
5615,0.0,26,23
5616,0.0,26,0
5617,0.0,26,1
5618,0.0,26,2
5619,0.0,26,3
5620,0.0,26,4
5621,0.0,26,5
5622,0.0,26,6
5623,0.0,26,7
5624,0.0,26,8
5625,0.0,26,9
5626,0.0,26,10
5627,0.0,26,11
5628,0.0,26,12
5629,0.0,26,13
5630,0.0,26,14
5631,0.0,26,15
5632,0.0,26,16
5633,0.0,26,17
5634,0.0,26,18
5635,0.0,26,19
5636,0.0,26,20
5637,0.0,26,21
5638,0.0,26,22
5639,0.0,26,23
5640,0.0,26,0
5641,0.0,26,1
5642,0.0,26,2
5643,0.0,26,3
5644,0.0,26,4
5645,0.0,26,5
5646,0.0,26,6
5647,0.0,26,7
5648,0.0,26,8
5649,0.0,26,9
5650,0.0,26,10
5651,0.0,26,11
5652,0.0,26,12
5653,0.0,26,13
5654,0.0,26,14
5655,0.0,26,15
5656,0.0,26,16
5657,0.0,26,17
5658,0.0,26,18
5659,0.0,26,19
5660,0.0,26,20
5661,0.0,26,21
5662,0.0,26,22
5663,0.0,26,23
5664,0.0,26,0
5665,0.0,26,1
5666,0.0,26,2
5667,0.0,26,3
5668,0.0,26,4
5669,0.0,26,5
5670,0.0,26,6
5671,0.0,26,7
5672,0.0,26,8
5673,0.0,26,9
5674,0.0,26,10
5675,0.0,26,11
5676,0.0,26,12
5677,0.0,26,13
5678,0.0,26,14
5679,0.0,26,15
5680,0.0,26,16
5681,0.0,26,17
5682,0.0,26,18
5683,0.0,26,19
5684,0.0,26,20
5685,0.0,26,21
5686,0.0,26,22
5687,0.0,26,23
5688,0.0,26,0
5689,0.0,26,1
5690,0.0,26,2
5691,0.0,26,3
5692,0.0,26,4
5693,0.0,26,5
5694,0.0,26,6
5695,0.0,26,7
5696,0.0,26,8
5697,0.0,26,9
5698,0.0,26,10
5699,0.0,26,11
5700,0.0,26,12
5701,0.0,26,13
5702,0.0,26,14
5703,0.0,26,15
5704,0.0,26,16
5705,0.0,26,17
5706,0.0,26,18
5707,0.0,26,19
5708,0.0,26,20
5709,0.0,26,21
5710,0.0,26,22
5711,0.0,26,23
5712,0.0,26,0
5713,0.0,26,1
5714,0.0,26,2
5715,0.0,26,3
5716,0.0,26,4
5717,0.0,26,5
5718,0.0,26,6
5719,0.0,26,7
5720,0.0,26,8
5721,0.0,26,9
5722,0.0,26,10
5723,0.0,26,11
5724,0.0,26,12
5725,0.0,26,13
5726,0.0,26,14
5727,0.0,26,15
5728,0.0,26,16
5729,0.0,26,17
5730,0.0,26,18
5731,0.0,26,19
5732,0.0,26,20
5733,0.0,26,21
5734,0.0,26,22
5735,0.0,26,23
5736,0.0,26,0
5737,0.0,26,1
5738,0.0,26,2
5739,0.0,26,3
5740,0.0,26,4
5741,0.0,26,5
5742,0.0,26,6
5743,0.0,26,7
5744,0.0,26,8
5745,0.0,26,9
5746,0.0,26,10
5747,0.0,26,11
5748,0.0,26,12
5749,0.0,26,13
5750,0.0,26,14
5751,0.0,26,15
5752,0.0,26,16
5753,0.0,26,17
5754,0.0,26,18
5755,0.0,26,19
5756,0.0,26,20
5757,0.0,26,21
5758,0.0,26,22
5759,0.0,26,23
5760,0.0,26,0
5761,0.0,26,1
5762,0.0,26,2
5763,0.0,26,3
5764,0.0,26,4
5765,0.0,26,5
5766,0.0,26,6
5767,0.0,26,7
5768,0.0,26,8
5769,0.0,26,9
5770,0.0,26,10
5771,0.0,26,11
5772,0.0,26,12
5773,0.0,26,13
5774,0.0,26,14
5775,0.0,26,15
5776,0.0,26,16
5777,0.0,26,17
5778,0.0,26,18
5779,0.0,26,19
5780,0.0,26,20
5781,0.0,26,21
5782,0.0,26,22
5783,0.0,26,23
5784,0.0,26,0
5785,0.0,26,1
5786,0.0,26,2
5787,0.0,26,3
5788,0.0,26,4
5789,0.0,26,5
5790,0.0,26,6
5791,0.0,26,7
5792,0.0,26,8
5793,0.0,26,9
5794,0.0,26,10
5795,0.0,26,11
5796,0.0,26,12
5797,0.0,26,13
5798,0.0,26,14
5799,0.0,26,15
5800,0.0,26,16
5801,0.0,26,17
5802,0.0,26,18
5803,0.0,26,19
5804,0.0,26,20
5805,0.0,26,21
5806,0.0,26,22
5807,0.0,26,23
5808,0.0,26,0
5809,0.0,26,1
5810,0.0,26,2
5811,0.0,26,3
5812,0.0,26,4
5813,0.0,26,5
5814,0.0,26,6
5815,0.0,26,7
5816,0.0,26,8
5817,0.0,26,9
5818,0.0,26,10
5819,0.0,26,11
5820,0.0,26,12
5821,0.0,26,13
5822,0.0,26,14
5823,0.0,26,15
5824,0.0,26,16
5825,0.0,26,17
5826,0.0,26,18
5827,0.0,26,19
5828,0.0,26,20
5829,0.0,26,21
5830,0.0,26,22
5831,0.0,26,23
5832,0.0,26,0
5833,0.0,26,1
5834,0.0,26,2
5835,0.0,26,3
5836,0.0,26,4
5837,0.0,26,5
5838,0.0,26,6
5839,0.0,26,7
5840,0.0,26,8
5841,0.0,26,9
5842,0.0,26,10
5843,0.0,26,11
5844,0.0,26,12
5845,0.0,26,13
5846,0.0,26,14
5847,0.0,26,15
5848,0.0,26,16
5849,0.0,26,17
5850,0.0,26,18
5851,0.0,26,19
5852,0.0,26,20
5853,0.0,26,21
5854,0.0,26,22
5855,0.0,26,23
5856,0.0,26,0
5857,0.0,26,1
5858,0.0,26,2
5859,0.0,26,3
5860,0.0,26,4
5861,0.0,26,5
5862,0.0,26,6
5863,0.0,26,7
5864,0.0,26,8
5865,0.0,26,9
5866,0.0,26,10
5867,0.0,26,11
5868,0.0,26,12
5869,0.0,26,13
5870,0.0,26,14
5871,0.0,26,15
5872,0.0,26,16
5873,0.0,26,17
5874,0.0,26,18
5875,0.0,26,19
5876,0.0,26,20
5877,0.0,26,21
5878,0.0,26,22
5879,0.0,26,23
5880,0.0,26,0
5881,0.0,26,1
5882,0.0,26,2
5883,0.0,26,3
5884,0.0,26,4
5885,0.0,26,5
5886,0.0,26,6
5887,0.0,26,7
5888,0.0,26,8
5889,0.0,26,9
5890,0.0,26,10
5891,0.0,26,11
5892,0.0,26,12
5893,0.0,26,13
5894,0.0,26,14
5895,0.0,26,15
5896,0.0,26,16
5897,0.0,26,17
5898,0.0,26,18
5899,0.0,26,19
5900,0.0,26,20
5901,0.0,26,21
5902,0.0,26,22
5903,0.0,26,23
5904,0.0,26,0
5905,0.0,26,1
5906,0.0,26,2
5907,0.0,26,3
5908,0.0,26,4
5909,0.0,26,5
5910,0.0,26,6
5911,0.0,26,7
5912,0.0,26,8
5913,0.0,26,9
5914,0.0,26,10
5915,0.0,26,11
5916,0.0,26,12
5917,0.0,26,13
5918,0.0,26,14
5919,0.0,26,15
5920,0.0,26,16
5921,0.0,26,17
5922,0.0,26,18
5923,0.0,26,19
5924,0.0,26,20
5925,0.0,26,21
5926,0.0,26,22
5927,0.0,26,23
5928,0.0,26,0
5929,0.0,26,1
5930,0.0,26,2
5931,0.0,26,3
5932,0.0,26,4
5933,0.0,26,5
5934,0.0,26,6
5935,0.0,26,7
5936,0.0,26,8
5937,0.0,26,9
5938,0.0,26,10
5939,0.0,26,11
5940,0.0,26,12
5941,0.0,26,13
5942,0.0,26,14
5943,0.0,26,15
5944,0.0,26,16
5945,0.0,26,17
5946,0.0,26,18
5947,0.0,26,19
5948,0.0,26,20
5949,0.0,26,21
5950,0.0,26,22
5951,0.0,26,23
5952,0.0,26,0
5953,0.0,26,1
5954,0.0,26,2
5955,0.0,26,3
5956,0.0,26,4
5957,0.0,26,5
5958,0.0,26,6
5959,0.0,26,7
5960,0.0,26,8
5961,0.0,26,9
5962,0.0,26,10
5963,0.0,26,11
5964,0.0,26,12
5965,0.0,26,13
5966,0.0,26,14
5967,0.0,26,15
5968,0.0,26,16
5969,0.0,26,17
5970,0.0,26,18
5971,0.0,26,19
5972,0.0,26,20
5973,0.0,26,21
5974,0.0,26,22
5975,0.0,26,23
5976,0.0,26,0
5977,0.0,26,1
5978,0.0,26,2
5979,0.0,26,3
5980,0.0,26,4
5981,0.0,26,5
5982,0.0,26,6
5983,0.0,26,7
5984,0.0,26,8
5985,0.0,26,9
5986,0.0,26,10
5987,0.0,26,11
5988,0.0,26,12
5989,0.0,26,13
5990,0.0,26,14
5991,0.0,26,15
5992,0.0,26,16
5993,0.0,26,17
5994,0.0,26,18
5995,0.0,26,19
5996,0.0,26,20
5997,0.0,26,21
5998,0.0,26,22
5999,0.0,26,23
6000,0.0,26,0
6001,0.0,26,1
6002,0.0,26,2
6003,0.0,26,3
6004,0.0,26,4
6005,0.0,26,5
6006,0.0,26,6
6007,0.0,26,7
6008,0.0,26,8
6009,0.0,26,9
6010,0.0,26,10
6011,0.0,26,11
6012,0.0,26,12
6013,0.0,26,13
6014,0.0,26,14
6015,0.0,26,15
6016,0.0,26,16
6017,0.0,26,17
6018,0.0,26,18
6019,0.0,26,19
6020,0.0,26,20
6021,0.0,26,21
6022,0.0,26,22
6023,0.0,26,23
6024,0.0,26,0
6025,0.0,26,1
6026,0.0,26,2
6027,0.0,26,3
6028,0.0,26,4
6029,0.0,26,5
6030,0.0,26,6
6031,0.0,26,7
6032,0.0,26,8
6033,0.0,26,9
6034,0.0,26,10
6035,0.0,26,11
6036,0.0,26,12
6037,0.0,26,13
6038,0.0,26,14
6039,0.0,26,15
6040,0.0,26,16
6041,0.0,26,17
6042,0.0,26,18
6043,0.0,26,19
6044,0.0,26,20
6045,0.0,26,21
6046,0.0,26,22
6047,0.0,26,23
6048,0.0,26,0
6049,0.0,26,1
6050,0.0,26,2
6051,0.0,26,3
6052,0.0,26,4
6053,0.0,26,5
6054,0.0,26,6
6055,0.0,26,7
6056,0.0,26,8
6057,0.0,26,9
6058,0.0,26,10
6059,0.0,26,11
6060,0.0,26,12
6061,0.0,26,13
6062,0.0,26,14
6063,0.0,26,15
6064,0.0,26,16
6065,0.0,26,17
6066,0.0,26,18
6067,0.0,26,19
6068,0.0,26,20
6069,0.0,26,21
6070,0.0,26,22
6071,0.0,26,23
6072,0.0,26,0
6073,0.0,26,1
6074,0.0,26,2
6075,0.0,26,3
6076,0.0,26,4
6077,0.0,26,5
6078,0.0,26,6
6079,0.0,26,7
6080,0.0,26,8
6081,0.0,26,9
6082,0.0,26,10
6083,0.0,26,11
6084,0.0,26,12
6085,0.0,26,13
6086,0.0,26,14
6087,0.0,26,15
6088,0.0,26,16
6089,0.0,26,17
6090,0.0,26,18
6091,0.0,26,19
6092,0.0,26,20
6093,0.0,26,21
6094,0.0,26,22
6095,0.0,26,23
6096,0.0,26,0
6097,0.0,26,1
6098,0.0,26,2
6099,0.0,26,3
6100,0.0,26,4
6101,0.0,26,5
6102,0.0,26,6
6103,0.0,26,7
6104,0.0,26,8
6105,0.0,26,9
6106,0.0,26,10
6107,0.0,26,11
6108,0.0,26,12
6109,0.0,26,13
6110,0.0,26,14
6111,0.0,26,15
6112,0.0,26,16
6113,0.0,26,17
6114,0.0,26,18
6115,0.0,26,19
6116,0.0,26,20
6117,0.0,26,21
6118,0.0,26,22
6119,0.0,26,23
6120,0.0,26,0
6121,0.0,26,1
6122,0.0,26,2
6123,0.0,26,3
6124,0.0,26,4
6125,0.0,26,5
6126,0.0,26,6
6127,0.0,26,7
6128,0.0,26,8
6129,0.0,26,9
6130,0.0,26,10
6131,0.0,26,11
6132,0.0,26,12
6133,0.0,26,13
6134,0.0,26,14
6135,0.0,26,15
6136,0.0,26,16
6137,0.0,26,17
6138,0.0,26,18
6139,0.0,26,19
6140,0.0,26,20
6141,0.0,26,21
6142,0.0,26,22
6143,0.0,26,23
6144,0.0,26,0
6145,0.0,26,1
6146,0.0,26,2
6147,0.0,26,3
6148,0.0,26,4
6149,0.0,26,5
6150,0.0,26,6
6151,0.0,26,7
6152,0.0,26,8
6153,0.0,26,9
6154,0.0,26,10
6155,0.0,26,11
6156,0.0,26,12
6157,0.0,26,13
6158,0.0,26,14
6159,0.0,26,15
6160,0.0,26,16
6161,0.0,26,17
6162,0.0,26,18
6163,0.0,26,19
6164,0.0,26,20
6165,0.0,26,21
6166,0.0,26,22
6167,0.0,26,23
6168,0.0,26,0
6169,0.0,26,1
6170,0.0,26,2
6171,0.0,26,3
6172,0.0,26,4
6173,0.0,26,5
6174,0.0,26,6
6175,0.0,26,7
6176,0.0,26,8
6177,0.0,26,9
6178,0.0,26,10
6179,0.0,26,11
6180,0.0,26,12
6181,0.0,26,13
6182,0.0,26,14
6183,0.0,26,15
6184,0.0,26,16
6185,0.0,26,17
6186,0.0,26,18
6187,0.0,26,19
6188,0.0,26,20
6189,0.0,26,21
6190,0.0,26,22
6191,0.0,26,23
6192,22.0,0,0
6193,22.0,0,1
6194,22.0,0,2
6195,22.0,0,3
6196,22.0,0,4
6197,22.0,0,5
6198,22.0,0,6
6199,22.0,0,7
6200,22.0,0,8
6201,22.0,0,9
6202,22.0,0,10
6203,22.0,0,11
6204,22.0,0,12
6205,22.0,0,13
6206,22.0,0,14
6207,22.0,0,15
6208,22.0,0,16
6209,22.0,0,17
6210,22.0,0,18
6211,22.0,0,19
6212,22.0,0,20
6213,22.0,0,21
6214,22.0,0,22
6215,22.0,0,23
6216,22.0,0,0
6217,22.0,0,1
6218,22.0,0,2
6219,22.0,0,3
6220,22.0,0,4
6221,22.0,0,5
6222,22.0,0,6
6223,22.0,0,7
6224,22.0,0,8
6225,22.0,0,9
6226,22.0,0,10
6227,22.0,0,11
6228,22.0,0,12
6229,22.0,0,13
6230,22.0,0,14
6231,22.0,0,15
6232,22.0,0,16
6233,22.0,0,17
6234,22.0,0,18
6235,22.0,0,19
6236,22.0,0,20
6237,22.0,0,21
6238,22.0,0,22
6239,22.0,0,23
6240,22.0,0,0
6241,22.0,0,1
6242,22.0,0,2
6243,22.0,0,3
6244,22.0,0,4
6245,22.0,0,5
6246,22.0,0,6
6247,22.0,0,7
6248,22.0,0,8
6249,22.0,0,9
6250,22.0,0,10
6251,22.0,0,11
6252,22.0,0,12
6253,22.0,0,13
6254,22.0,0,14
6255,22.0,0,15
6256,22.0,0,16
6257,22.0,0,17
6258,22.0,0,18
6259,22.0,0,19
6260,22.0,0,20
6261,22.0,0,21
6262,22.0,0,22
6263,22.0,0,23
6264,22.0,0,0
6265,22.0,0,1
6266,22.0,0,2
6267,22.0,0,3
6268,22.0,0,4
6269,22.0,0,5
6270,22.0,0,6
6271,22.0,0,7
6272,22.0,0,8
6273,22.0,0,9
6274,22.0,0,10
6275,22.0,0,11
6276,22.0,0,12
6277,22.0,0,13
6278,22.0,0,14
6279,22.0,0,15
6280,22.0,0,16
6281,22.0,0,17
6282,22.0,0,18
6283,22.0,0,19
6284,22.0,0,20
6285,22.0,0,21
6286,22.0,0,22
6287,22.0,0,23
6288,22.0,0,0
6289,22.0,0,1
6290,22.0,0,2
6291,22.0,0,3
6292,22.0,0,4
6293,22.0,0,5
6294,22.0,0,6
6295,22.0,0,7
6296,22.0,0,8
6297,22.0,0,9
6298,22.0,0,10
6299,22.0,0,11
6300,22.0,0,12
6301,22.0,0,13
6302,22.0,0,14
6303,22.0,0,15
6304,22.0,0,16
6305,22.0,0,17
6306,22.0,0,18
6307,22.0,0,19
6308,22.0,0,20
6309,22.0,0,21
6310,22.0,0,22
6311,22.0,0,23
6312,22.0,0,0
6313,22.0,0,1
6314,22.0,0,2
6315,22.0,0,3
6316,22.0,0,4
6317,22.0,0,5
6318,22.0,0,6
6319,22.0,0,7
6320,22.0,0,8
6321,22.0,0,9
6322,22.0,0,10
6323,22.0,0,11
6324,22.0,0,12
6325,22.0,0,13
6326,22.0,0,14
6327,22.0,0,15
6328,22.0,0,16
6329,22.0,0,17
6330,22.0,0,18
6331,22.0,0,19
6332,22.0,0,20
6333,22.0,0,21
6334,22.0,0,22
6335,22.0,0,23
6336,22.0,0,0
6337,22.0,0,1
6338,22.0,0,2
6339,22.0,0,3
6340,22.0,0,4
6341,22.0,0,5
6342,22.0,0,6
6343,22.0,0,7
6344,22.0,0,8
6345,22.0,0,9
6346,22.0,0,10
6347,22.0,0,11
6348,22.0,0,12
6349,22.0,0,13
6350,22.0,0,14
6351,22.0,0,15
6352,22.0,0,16
6353,22.0,0,17
6354,22.0,0,18
6355,22.0,0,19
6356,22.0,0,20
6357,22.0,0,21
6358,22.0,0,22
6359,22.0,0,23
6360,22.0,0,0
6361,22.0,0,1
6362,22.0,0,2
6363,22.0,0,3
6364,22.0,0,4
6365,22.0,0,5
6366,22.0,0,6
6367,22.0,0,7
6368,22.0,0,8
6369,22.0,0,9
6370,22.0,0,10
6371,22.0,0,11
6372,22.0,0,12
6373,22.0,0,13
6374,22.0,0,14
6375,22.0,0,15
6376,22.0,0,16
6377,22.0,0,17
6378,22.0,0,18
6379,22.0,0,19
6380,22.0,0,20
6381,22.0,0,21
6382,22.0,0,22
6383,22.0,0,23
6384,22.0,0,0
6385,22.0,0,1
6386,22.0,0,2
6387,22.0,0,3
6388,22.0,0,4
6389,22.0,0,5
6390,22.0,0,6
6391,22.0,0,7
6392,22.0,0,8
6393,22.0,0,9
6394,22.0,0,10
6395,22.0,0,11
6396,22.0,0,12
6397,22.0,0,13
6398,22.0,0,14
6399,22.0,0,15
6400,22.0,0,16
6401,22.0,0,17
6402,22.0,0,18
6403,22.0,0,19
6404,22.0,0,20
6405,22.0,0,21
6406,22.0,0,22
6407,22.0,0,23
6408,22.0,0,0
6409,22.0,0,1
6410,22.0,0,2
6411,22.0,0,3
6412,22.0,0,4
6413,22.0,0,5
6414,22.0,0,6
6415,22.0,0,7
6416,22.0,0,8
6417,22.0,0,9
6418,22.0,0,10
6419,22.0,0,11
6420,22.0,0,12
6421,22.0,0,13
6422,22.0,0,14
6423,22.0,0,15
6424,22.0,0,16
6425,22.0,0,17
6426,22.0,0,18
6427,22.0,0,19
6428,22.0,0,20
6429,22.0,0,21
6430,22.0,0,22
6431,22.0,0,23
6432,22.0,0,0
6433,22.0,0,1
6434,22.0,0,2
6435,22.0,0,3
6436,22.0,0,4
6437,22.0,0,5
6438,22.0,0,6
6439,22.0,0,7
6440,22.0,0,8
6441,22.0,0,9
6442,22.0,0,10
6443,22.0,0,11
6444,22.0,0,12
6445,22.0,0,13
6446,22.0,0,14
6447,22.0,0,15
6448,22.0,0,16
6449,22.0,0,17
6450,22.0,0,18
6451,22.0,0,19
6452,22.0,0,20
6453,22.0,0,21
6454,22.0,0,22
6455,22.0,0,23
6456,22.0,0,0
6457,22.0,0,1
6458,22.0,0,2
6459,22.0,0,3
6460,22.0,0,4
6461,22.0,0,5
6462,22.0,0,6
6463,22.0,0,7
6464,22.0,0,8
6465,22.0,0,9
6466,22.0,0,10
6467,22.0,0,11
6468,22.0,0,12
6469,22.0,0,13
6470,22.0,0,14
6471,22.0,0,15
6472,22.0,0,16
6473,22.0,0,17
6474,22.0,0,18
6475,22.0,0,19
6476,22.0,0,20
6477,22.0,0,21
6478,22.0,0,22
6479,22.0,0,23
6480,22.0,0,0
6481,22.0,0,1
6482,22.0,0,2
6483,22.0,0,3
6484,22.0,0,4
6485,22.0,0,5
6486,22.0,0,6
6487,22.0,0,7
6488,22.0,0,8
6489,22.0,0,9
6490,22.0,0,10
6491,22.0,0,11
6492,22.0,0,12
6493,22.0,0,13
6494,22.0,0,14
6495,22.0,0,15
6496,22.0,0,16
6497,22.0,0,17
6498,22.0,0,18
6499,22.0,0,19
6500,22.0,0,20
6501,22.0,0,21
6502,22.0,0,22
6503,22.0,0,23
6504,22.0,0,0
6505,22.0,0,1
6506,22.0,0,2
6507,22.0,0,3
6508,22.0,0,4
6509,22.0,0,5
6510,22.0,0,6
6511,22.0,0,7
6512,22.0,0,8
6513,22.0,0,9
6514,22.0,0,10
6515,22.0,0,11
6516,22.0,0,12
6517,22.0,0,13
6518,22.0,0,14
6519,22.0,0,15
6520,22.0,0,16
6521,22.0,0,17
6522,22.0,0,18
