,a,b,d
7795,22.0,0,19
7796,22.0,0,20
7797,22.0,0,21
7798,22.0,0,22
7799,22.0,0,23
7800,22.0,0,0
7801,22.0,0,1
7802,22.0,0,2
7803,22.0,0,3
7804,22.0,0,4
7805,22.0,0,5
7806,22.0,0,6
7807,22.0,0,7
7808,22.0,0,8
7809,22.0,0,9
7810,22.0,0,10
7811,22.0,0,11
7812,22.0,0,12
7813,22.0,0,13
7814,22.0,0,14
7815,22.0,0,15
7816,22.0,0,16
7817,22.0,0,17
7818,22.0,0,18
7819,22.0,0,19
7820,22.0,0,20
7821,22.0,0,21
7822,22.0,0,22
7823,22.0,0,23
7824,22.0,0,0
7825,22.0,0,1
7826,22.0,0,2
7827,22.0,0,3
7828,22.0,0,4
7829,22.0,0,5
7830,22.0,0,6
7831,22.0,0,7
7832,22.0,0,8
7833,22.0,0,9
7834,22.0,0,10
7835,22.0,0,11
7836,22.0,0,12
7837,22.0,0,13
7838,22.0,0,14
7839,22.0,0,15
7840,22.0,0,16
7841,22.0,0,17
7842,22.0,0,18
7843,22.0,0,19
7844,22.0,0,20
7845,22.0,0,21
7846,22.0,0,22
7847,22.0,0,23
7848,22.0,0,0
7849,22.0,0,1
7850,22.0,0,2
7851,22.0,0,3
7852,22.0,0,4
7853,22.0,0,5
7854,22.0,0,6
7855,22.0,0,7
7856,22.0,0,8
7857,22.0,0,9
7858,22.0,0,10
7859,22.0,0,11
7860,22.0,0,12
7861,22.0,0,13
7862,22.0,0,14
7863,22.0,0,15
7864,22.0,0,16
7865,22.0,0,17
7866,22.0,0,18
7867,22.0,0,19
7868,22.0,0,20
7869,22.0,0,21
7870,22.0,0,22
7871,22.0,0,23
7872,22.0,0,0
7873,22.0,0,1
7874,22.0,0,2
7875,22.0,0,3
7876,22.0,0,4
7877,22.0,0,5
7878,22.0,0,6
7879,22.0,0,7
7880,22.0,0,8
7881,22.0,0,9
7882,22.0,0,10
7883,22.0,0,11
7884,22.0,0,12
7885,22.0,0,13
7886,22.0,0,14
7887,22.0,0,15
7888,22.0,0,16
7889,22.0,0,17
7890,22.0,0,18
7891,22.0,0,19
7892,22.0,0,20
7893,22.0,0,21
7894,22.0,0,22
7895,22.0,0,23
7896,22.0,0,0
7897,22.0,0,1
7898,22.0,0,2
7899,22.0,0,3
7900,22.0,0,4
7901,22.0,0,5
7902,22.0,0,6
7903,22.0,0,7
7904,22.0,0,8
7905,22.0,0,9
7906,22.0,0,10
7907,22.0,0,11
7908,22.0,0,12
7909,22.0,0,13
7910,22.0,0,14
7911,22.0,0,15
7912,22.0,0,16
7913,22.0,0,17
7914,22.0,0,18
7915,22.0,0,19
7916,22.0,0,20
7917,22.0,0,21
7918,22.0,0,22
7919,22.0,0,23
7920,22.0,0,0
7921,22.0,0,1
7922,22.0,0,2
7923,22.0,0,3
7924,22.0,0,4
7925,22.0,0,5
7926,22.0,0,6
7927,22.0,0,7
7928,22.0,0,8
7929,22.0,0,9
7930,22.0,0,10
7931,22.0,0,11
7932,22.0,0,12
7933,22.0,0,13
7934,22.0,0,14
7935,22.0,0,15
7936,22.0,0,16
7937,22.0,0,17
7938,22.0,0,18
7939,22.0,0,19
7940,22.0,0,20
7941,22.0,0,21
7942,22.0,0,22
7943,22.0,0,23
7944,22.0,0,0
7945,22.0,0,1
7946,22.0,0,2
7947,22.0,0,3
7948,22.0,0,4
7949,22.0,0,5
7950,22.0,0,6
7951,22.0,0,7
7952,22.0,0,8
7953,22.0,0,9
7954,22.0,0,10
7955,22.0,0,11
7956,22.0,0,12
7957,22.0,0,13
7958,22.0,0,14
7959,22.0,0,15
7960,22.0,0,16
7961,22.0,0,17
7962,22.0,0,18
7963,22.0,0,19
7964,22.0,0,20
7965,22.0,0,21
7966,22.0,0,22
7967,22.0,0,23
7968,22.0,0,0
7969,22.0,0,1
7970,22.0,0,2
7971,22.0,0,3
7972,22.0,0,4
7973,22.0,0,5
7974,22.0,0,6
7975,22.0,0,7
7976,22.0,0,8
7977,22.0,0,9
7978,22.0,0,10
7979,22.0,0,11
7980,22.0,0,12
7981,22.0,0,13
7982,22.0,0,14
7983,22.0,0,15
7984,22.0,0,16
7985,22.0,0,17
7986,22.0,0,18
7987,22.0,0,19
7988,22.0,0,20
7989,22.0,0,21
7990,22.0,0,22
7991,22.0,0,23
7992,22.0,0,0
7993,22.0,0,1
7994,22.0,0,2
7995,22.0,0,3
7996,22.0,0,4
7997,22.0,0,5
7998,22.0,0,6
7999,22.0,0,7
8000,22.0,0,8
8001,22.0,0,9
8002,22.0,0,10
8003,22.0,0,11
8004,22.0,0,12
8005,22.0,0,13
8006,22.0,0,14
8007,22.0,0,15
8008,22.0,0,16
8009,22.0,0,17
8010,22.0,0,18
8011,22.0,0,19
8012,22.0,0,20
8013,22.0,0,21
8014,22.0,0,22
8015,22.0,0,23
8016,22.0,0,0
8017,22.0,0,1
8018,22.0,0,2
8019,22.0,0,3
8020,22.0,0,4
8021,22.0,0,5
8022,22.0,0,6
8023,22.0,0,7
8024,22.0,0,8
8025,22.0,0,9
8026,22.0,0,10
8027,22.0,0,11
8028,22.0,0,12
8029,22.0,0,13
8030,22.0,0,14
8031,22.0,0,15
8032,22.0,0,16
8033,22.0,0,17
8034,22.0,0,18
8035,22.0,0,19
8036,22.0,0,20
8037,22.0,0,21
8038,22.0,0,22
8039,22.0,0,23
8040,22.0,0,0
8041,22.0,0,1
8042,22.0,0,2
8043,22.0,0,3
8044,22.0,0,4
8045,22.0,0,5
8046,22.0,0,6
8047,22.0,0,7
8048,22.0,0,8
8049,22.0,0,9
8050,22.0,0,10
8051,22.0,0,11
8052,22.0,0,12
8053,22.0,0,13
8054,22.0,0,14
8055,22.0,0,15
8056,22.0,0,16
8057,22.0,0,17
8058,22.0,0,18
8059,22.0,0,19
8060,22.0,0,20
8061,22.0,0,21
8062,22.0,0,22
8063,22.0,0,23
8064,22.0,0,0
8065,22.0,0,1
8066,22.0,0,2
8067,22.0,0,3
8068,22.0,0,4
8069,22.0,0,5
8070,22.0,0,6
8071,22.0,0,7
8072,22.0,0,8
8073,22.0,0,9
8074,22.0,0,10
8075,22.0,0,11
8076,22.0,0,12
8077,22.0,0,13
8078,22.0,0,14
8079,22.0,0,15
8080,22.0,0,16
8081,22.0,0,17
8082,22.0,0,18
8083,22.0,0,19
8084,22.0,0,20
8085,22.0,0,21
8086,22.0,0,22
8087,22.0,0,23
8088,22.0,0,0
8089,22.0,0,1
8090,22.0,0,2
8091,22.0,0,3
8092,22.0,0,4
8093,22.0,0,5
8094,22.0,0,6
8095,22.0,0,7
8096,22.0,0,8
8097,22.0,0,9
8098,22.0,0,10
8099,22.0,0,11
8100,22.0,0,12
8101,22.0,0,13
8102,22.0,0,14
8103,22.0,0,15
8104,22.0,0,16
8105,22.0,0,17
8106,22.0,0,18
8107,22.0,0,19
8108,22.0,0,20
8109,22.0,0,21
8110,22.0,0,22
8111,22.0,0,23
8112,22.0,0,0
8113,22.0,0,1
8114,22.0,0,2
8115,22.0,0,3
8116,22.0,0,4
8117,22.0,0,5
8118,22.0,0,6
8119,22.0,0,7
8120,22.0,0,8
8121,22.0,0,9
8122,22.0,0,10
8123,22.0,0,11
8124,22.0,0,12
8125,22.0,0,13
8126,22.0,0,14
8127,22.0,0,15
8128,22.0,0,16
8129,22.0,0,17
8130,22.0,0,18
8131,22.0,0,19
8132,22.0,0,20
8133,22.0,0,21
8134,22.0,0,22
8135,22.0,0,23
8136,22.0,0,0
8137,22.0,0,1
8138,22.0,0,2
8139,22.0,0,3
8140,22.0,0,4
8141,22.0,0,5
8142,22.0,0,6
8143,22.0,0,7
8144,22.0,0,8
8145,22.0,0,9
8146,22.0,0,10
8147,22.0,0,11
8148,22.0,0,12
8149,22.0,0,13
8150,22.0,0,14
8151,22.0,0,15
8152,22.0,0,16
8153,22.0,0,17
8154,22.0,0,18
8155,22.0,0,19
8156,22.0,0,20
8157,22.0,0,21
8158,22.0,0,22
8159,22.0,0,23
8160,22.0,0,0
8161,22.0,0,1
8162,22.0,0,2
8163,22.0,0,3
8164,22.0,0,4
8165,22.0,0,5
8166,22.0,0,6
8167,22.0,0,7
8168,22.0,0,8
8169,22.0,0,9
8170,22.0,0,10
8171,22.0,0,11
8172,22.0,0,12
8173,22.0,0,13
8174,22.0,0,14
8175,22.0,0,15
8176,22.0,0,16
8177,22.0,0,17
8178,22.0,0,18
8179,22.0,0,19
8180,22.0,0,20
8181,22.0,0,21
8182,22.0,0,22
8183,22.0,0,23
8184,22.0,0,0
8185,22.0,0,1
8186,22.0,0,2
8187,22.0,0,3
8188,22.0,0,4
8189,22.0,0,5
8190,22.0,0,6
8191,22.0,0,7
8192,22.0,0,8
8193,22.0,0,9
8194,22.0,0,10
8195,22.0,0,11
8196,22.0,0,12
8197,22.0,0,13
8198,22.0,0,14
8199,22.0,0,15
8200,22.0,0,16
8201,22.0,0,17
8202,22.0,0,18
8203,22.0,0,19
8204,22.0,0,20
8205,22.0,0,21
8206,22.0,0,22
8207,22.0,0,23
8208,22.0,0,0
8209,22.0,0,1
8210,22.0,0,2
8211,22.0,0,3
8212,22.0,0,4
8213,22.0,0,5
8214,22.0,0,6
8215,22.0,0,7
8216,22.0,0,8
8217,22.0,0,9
8218,22.0,0,10
8219,22.0,0,11
8220,22.0,0,12
8221,22.0,0,13
8222,22.0,0,14
8223,22.0,0,15
8224,22.0,0,16
8225,22.0,0,17
8226,22.0,0,18
8227,22.0,0,19
8228,22.0,0,20
8229,22.0,0,21
8230,22.0,0,22
8231,22.0,0,23
8232,22.0,0,0
8233,22.0,0,1
8234,22.0,0,2
8235,22.0,0,3
8236,22.0,0,4
8237,22.0,0,5
8238,22.0,0,6
8239,22.0,0,7
8240,22.0,0,8
8241,22.0,0,9
8242,22.0,0,10
8243,22.0,0,11
8244,22.0,0,12
8245,22.0,0,13
8246,22.0,0,14
8247,22.0,0,15
8248,22.0,0,16
8249,22.0,0,17
8250,22.0,0,18
8251,22.0,0,19
8252,22.0,0,20
8253,22.0,0,21
8254,22.0,0,22
8255,22.0,0,23
8256,22.0,0,0
8257,22.0,0,1
8258,22.0,0,2
8259,22.0,0,3
8260,22.0,0,4
8261,22.0,0,5
8262,22.0,0,6
8263,22.0,0,7
8264,22.0,0,8
8265,22.0,0,9
8266,22.0,0,10
8267,22.0,0,11
8268,22.0,0,12
8269,22.0,0,13
8270,22.0,0,14
8271,22.0,0,15
8272,22.0,0,16
8273,22.0,0,17
8274,22.0,0,18
8275,22.0,0,19
8276,22.0,0,20
8277,22.0,0,21
8278,22.0,0,22
8279,22.0,0,23
8280,22.0,0,0
8281,22.0,0,1
8282,22.0,0,2
8283,22.0,0,3
8284,22.0,0,4
8285,22.0,0,5
8286,22.0,0,6
8287,22.0,0,7
8288,22.0,0,8
8289,22.0,0,9
8290,22.0,0,10
8291,22.0,0,11
8292,22.0,0,12
8293,22.0,0,13
8294,22.0,0,14
8295,22.0,0,15
8296,22.0,0,16
8297,22.0,0,17
8298,22.0,0,18
8299,22.0,0,19
8300,22.0,0,20
8301,22.0,0,21
8302,22.0,0,22
8303,22.0,0,23
8304,22.0,0,0
8305,22.0,0,1
8306,22.0,0,2
8307,22.0,0,3
8308,22.0,0,4
8309,22.0,0,5
8310,22.0,0,6
8311,22.0,0,7
8312,22.0,0,8
8313,22.0,0,9
8314,22.0,0,10
8315,22.0,0,11
8316,22.0,0,12
8317,22.0,0,13
8318,22.0,0,14
8319,22.0,0,15
8320,22.0,0,16
8321,22.0,0,17
8322,22.0,0,18
8323,22.0,0,19
8324,22.0,0,20
8325,22.0,0,21
8326,22.0,0,22
8327,22.0,0,23
8328,22.0,0,0
8329,22.0,0,1
8330,22.0,0,2
8331,22.0,0,3
8332,22.0,0,4
8333,22.0,0,5
8334,22.0,0,6
8335,22.0,0,7
8336,22.0,0,8
8337,22.0,0,9
8338,22.0,0,10
8339,22.0,0,11
8340,22.0,0,12
8341,22.0,0,13
8342,22.0,0,14
8343,22.0,0,15
8344,22.0,0,16
8345,22.0,0,17
8346,22.0,0,18
8347,22.0,0,19
8348,22.0,0,20
8349,22.0,0,21
8350,22.0,0,22
8351,22.0,0,23
8352,22.0,0,0
8353,22.0,0,1
8354,22.0,0,2
8355,22.0,0,3
8356,22.0,0,4
8357,22.0,0,5
8358,22.0,0,6
8359,22.0,0,7
8360,22.0,0,8
8361,22.0,0,9
8362,22.0,0,10
8363,22.0,0,11
8364,22.0,0,12
8365,22.0,0,13
8366,22.0,0,14
8367,22.0,0,15
8368,22.0,0,16
8369,22.0,0,17
8370,22.0,0,18
8371,22.0,0,19
8372,22.0,0,20
8373,22.0,0,21
8374,22.0,0,22
8375,22.0,0,23
8376,22.0,0,0
8377,22.0,0,1
8378,22.0,0,2
8379,22.0,0,3
8380,22.0,0,4
8381,22.0,0,5
8382,22.0,0,6
8383,22.0,0,7
8384,22.0,0,8
8385,22.0,0,9
8386,22.0,0,10
8387,22.0,0,11
8388,22.0,0,12
8389,22.0,0,13
8390,22.0,0,14
8391,22.0,0,15
8392,22.0,0,16
8393,22.0,0,17
8394,22.0,0,18
8395,22.0,0,19
8396,22.0,0,20
8397,22.0,0,21
8398,22.0,0,22
8399,22.0,0,23
8400,22.0,0,0
8401,22.0,0,1
8402,22.0,0,2
8403,22.0,0,3
8404,22.0,0,4
8405,22.0,0,5
8406,22.0,0,6
8407,22.0,0,7
8408,22.0,0,8
8409,22.0,0,9
8410,22.0,0,10
8411,22.0,0,11
8412,22.0,0,12
8413,22.0,0,13
8414,22.0,0,14
8415,22.0,0,15
8416,22.0,0,16
8417,22.0,0,17
8418,22.0,0,18
8419,22.0,0,19
8420,22.0,0,20
8421,22.0,0,21
8422,22.0,0,22
8423,22.0,0,23
8424,22.0,0,0
8425,22.0,0,1
8426,22.0,0,2
8427,22.0,0,3
8428,22.0,0,4
8429,22.0,0,5
8430,22.0,0,6
8431,22.0,0,7
8432,22.0,0,8
8433,22.0,0,9
8434,22.0,0,10
8435,22.0,0,11
8436,22.0,0,12
8437,22.0,0,13
8438,22.0,0,14
8439,22.0,0,15
8440,22.0,0,16
8441,22.0,0,17
8442,22.0,0,18
8443,22.0,0,19
8444,22.0,0,20
8445,22.0,0,21
8446,22.0,0,22
8447,22.0,0,23
8448,22.0,0,0
8449,22.0,0,1
8450,22.0,0,2
8451,22.0,0,3
8452,22.0,0,4
8453,22.0,0,5
8454,22.0,0,6
8455,22.0,0,7
8456,22.0,0,8
8457,22.0,0,9
8458,22.0,0,10
8459,22.0,0,11
8460,22.0,0,12
8461,22.0,0,13
8462,22.0,0,14
8463,22.0,0,15
8464,22.0,0,16
8465,22.0,0,17
8466,22.0,0,18
8467,22.0,0,19
8468,22.0,0,20
8469,22.0,0,21
8470,22.0,0,22
8471,22.0,0,23
8472,22.0,0,0
8473,22.0,0,1
8474,22.0,0,2
8475,22.0,0,3
8476,22.0,0,4
8477,22.0,0,5
8478,22.0,0,6
8479,22.0,0,7
8480,22.0,0,8
8481,22.0,0,9
8482,22.0,0,10
8483,22.0,0,11
8484,22.0,0,12
8485,22.0,0,13
8486,22.0,0,14
8487,22.0,0,15
8488,22.0,0,16
8489,22.0,0,17
8490,22.0,0,18
8491,22.0,0,19
8492,22.0,0,20
8493,22.0,0,21
8494,22.0,0,22
8495,22.0,0,23
8496,22.0,0,0
8497,22.0,0,1
8498,22.0,0,2
8499,22.0,0,3
8500,22.0,0,4
8501,22.0,0,5
8502,22.0,0,6
8503,22.0,0,7
8504,22.0,0,8
8505,22.0,0,9
8506,22.0,0,10
8507,22.0,0,11
8508,22.0,0,12
8509,22.0,0,13
8510,22.0,0,14
8511,22.0,0,15
8512,22.0,0,16
8513,22.0,0,17
8514,22.0,0,18
8515,22.0,0,19
8516,22.0,0,20
8517,22.0,0,21
8518,22.0,0,22
8519,22.0,0,23
8520,22.0,0,0
8521,22.0,0,1
8522,22.0,0,2
8523,22.0,0,3
8524,22.0,0,4
8525,22.0,0,5
8526,22.0,0,6
8527,22.0,0,7
8528,22.0,0,8
8529,22.0,0,9
8530,22.0,0,10
8531,22.0,0,11
8532,22.0,0,12
8533,22.0,0,13
8534,22.0,0,14
8535,22.0,0,15
8536,22.0,0,16
8537,22.0,0,17
8538,22.0,0,18
8539,22.0,0,19
8540,22.0,0,20
8541,22.0,0,21
8542,22.0,0,22
8543,22.0,0,23
8544,22.0,0,0
8545,22.0,0,1
8546,22.0,0,2
8547,22.0,0,3
8548,22.0,0,4
8549,22.0,0,5
8550,22.0,0,6
8551,22.0,0,7
8552,22.0,0,8
8553,22.0,0,9
8554,22.0,0,10
8555,22.0,0,11
8556,22.0,0,12
8557,22.0,0,13
8558,22.0,0,14
8559,22.0,0,15
8560,22.0,0,16
8561,22.0,0,17
8562,22.0,0,18
8563,22.0,0,19
8564,22.0,0,20
8565,22.0,0,21
8566,22.0,0,22
8567,22.0,0,23
8568,22.0,0,0
8569,22.0,0,1
8570,22.0,0,2
8571,22.0,0,3
8572,22.0,0,4
8573,22.0,0,5
8574,22.0,0,6
8575,22.0,0,7
8576,22.0,0,8
8577,22.0,0,9
8578,22.0,0,10
8579,22.0,0,11
8580,22.0,0,12
8581,22.0,0,13
8582,22.0,0,14
8583,22.0,0,15
8584,22.0,0,16
8585,22.0,0,17
8586,22.0,0,18
8587,22.0,0,19
8588,22.0,0,20
8589,22.0,0,21
8590,22.0,0,22
8591,22.0,0,23
8592,22.0,0,0
8593,22.0,0,1
8594,22.0,0,2
8595,22.0,0,3
8596,22.0,0,4
8597,22.0,0,5
8598,22.0,0,6
8599,22.0,0,7
8600,22.0,0,8
8601,22.0,0,9
8602,22.0,0,10
8603,22.0,0,11
8604,22.0,0,12
8605,22.0,0,13
8606,22.0,0,14
8607,22.0,0,15
8608,22.0,0,16
8609,22.0,0,17
8610,22.0,0,18
8611,22.0,0,19
8612,22.0,0,20
8613,22.0,0,21
8614,22.0,0,22
8615,22.0,0,23
8616,22.0,0,0
8617,22.0,0,1
8618,22.0,0,2
8619,22.0,0,3
8620,22.0,0,4
8621,22.0,0,5
8622,22.0,0,6
8623,22.0,0,7
8624,22.0,0,8
8625,22.0,0,9
8626,22.0,0,10
8627,22.0,0,11
8628,22.0,0,12
8629,22.0,0,13
8630,22.0,0,14
8631,22.0,0,15
8632,22.0,0,16
8633,22.0,0,17
8634,22.0,0,18
8635,22.0,0,19
8636,22.0,0,20
8637,22.0,0,21
8638,22.0,0,22
8639,22.0,0,23
8640,22.0,0,0
8641,22.0,0,1
8642,22.0,0,2
8643,22.0,0,3
8644,22.0,0,4
8645,22.0,0,5
8646,22.0,0,6
8647,22.0,0,7
8648,22.0,0,8
8649,22.0,0,9
8650,22.0,0,10
8651,22.0,0,11
8652,22.0,0,12
8653,22.0,0,13
8654,22.0,0,14
8655,22.0,0,15
8656,22.0,0,16
8657,22.0,0,17
8658,22.0,0,18
8659,22.0,0,19
8660,22.0,0,20
8661,22.0,0,21
8662,22.0,0,22
8663,22.0,0,23
8664,22.0,0,0
8665,22.0,0,1
8666,22.0,0,2
8667,22.0,0,3
8668,22.0,0,4
8669,22.0,0,5
8670,22.0,0,6
8671,22.0,0,7
8672,22.0,0,8
8673,22.0,0,9
8674,22.0,0,10
8675,22.0,0,11
8676,22.0,0,12
8677,22.0,0,13
8678,22.0,0,14
8679,22.0,0,15
8680,22.0,0,16
8681,22.0,0,17
8682,22.0,0,18
8683,22.0,0,19
8684,22.0,0,20
8685,22.0,0,21
8686,22.0,0,22
8687,22.0,0,23
8688,22.0,0,0
8689,22.0,0,1
8690,22.0,0,2
8691,22.0,0,3
8692,22.0,0,4
8693,22.0,0,5
8694,22.0,0,6
8695,22.0,0,7
8696,22.0,0,8
8697,22.0,0,9
8698,22.0,0,10
8699,22.0,0,11
8700,22.0,0,12
8701,22.0,0,13
8702,22.0,0,14
8703,22.0,0,15
8704,22.0,0,16
8705,22.0,0,17
8706,22.0,0,18
8707,22.0,0,19
8708,22.0,0,20
8709,22.0,0,21
8710,22.0,0,22
8711,22.0,0,23
8712,22.0,0,0
8713,22.0,0,1
8714,22.0,0,2
8715,22.0,0,3
8716,22.0,0,4
8717,22.0,0,5
8718,22.0,0,6
8719,22.0,0,7
8720,22.0,0,8
8721,22.0,0,9
8722,22.0,0,10
8723,22.0,0,11
8724,22.0,0,12
8725,22.0,0,13
8726,22.0,0,14
8727,22.0,0,15
8728,22.0,0,16
8729,22.0,0,17
8730,22.0,0,18
8731,22.0,0,19
8732,22.0,0,20
8733,22.0,0,21
8734,22.0,0,22
8735,22.0,0,23
8736,22.0,0,0
8737,22.0,0,1
8738,22.0,0,2
8739,22.0,0,3
8740,22.0,0,4
8741,22.0,0,5
8742,22.0,0,6
8743,22.0,0,7
8744,22.0,0,8
8745,22.0,0,9
8746,22.0,0,10
8747,22.0,0,11
8748,22.0,0,12
8749,22.0,0,13
8750,22.0,0,14
8751,22.0,0,15
8752,22.0,0,16
8753,22.0,0,17
8754,22.0,0,18
8755,22.0,0,19
8756,22.0,0,20
8757,22.0,0,21
8758,22.0,0,22
8759,22.0,0,23
